dialect,sentence_id,token_index,word,morphological_segment,pos_tag
Gulf,3B_40,23,لازم,لازم,ADJ
Gulf,3B_41,24,العود,ال+عود,DET+NOUN
Gulf,3B_42,25,مشعلل,مشعلل,ADJ
Gulf,3B_43,26,عندهم,عند+هم,NOUN+PRON
Gulf,3B_44,27,?,?,PUNC
Gulf,3B_45,28,?,?,PUNC
Gulf,1B_46,1,لا,لا,PART
Gulf,1B_47,2,تفكرين,تفكر+ين,V+PRON
Gulf,1B_48,3,بالماضي,ب+ال+ماضي,PREP+DET+NOUN
Gulf,1B_49,4,عشان,عشان,PART
Gulf,1B_50,5,ما,ما,PART
Gulf,1B_51,6,تتضايقين,تتضايق+ين,V+PRON
Gulf,1B_52,7,ولا,و+لا,CONJ+PART
Gulf,1B_53,8,المستقبل,ال+مستقبل,DET+NOUN
Gulf,1B_54,9,عشان,عشان,PART
Gulf,1B_55,10,ما,ما,PART
Gulf,1B_56,11,تشيلين,تشيل+ين,V+PRON
Gulf,1B_57,12,هم,هم,NOUN
Gulf,1B_58,13,لا,لا,PART
Gulf,1B_59,14,تفكرين,تفكر+ين,V+PRON
Gulf,1B_60,15,بشي,ب+شي,PREP+NOUN
Gulf,1B_61,16,بس,بس,PART
Gulf,1B_62,17,أبلعي,أبلع+ي,V+PRON
Gulf,1B_63,18,ونامي,و+نام+ي,CONJ+V+PRON
Gulf,4B_64,1,@chanyol_,@chanyol_,MENTION
Gulf,4B_65,2,اي,اي,PART
Gulf,4B_66,3,والله,و+الله,CONJ+NOUN
Gulf,4B_67,4,اعرف,اعرف,V
Gulf,4B_68,5,وحده,وحد+ه,NOUN+NSUFF
Gulf,4B_69,6,كذا,كذا,ADV
Gulf,4B_70,7,لدرجه,ل+درج+ه,PREP+NOUN+NSUFF
Gulf,4B_71,8,انها,ان+ها,PART+PRON
Gulf,4B_72,9,تتجرأ,تتجرأ,V
Gulf,4B_73,10,وتقول,و+تقول,CONJ+V
Gulf,4B_74,11,تحبها,تحب+ها,V+PRON
Gulf,4B_75,12,اكثر,اكثر,ADJ
Gulf,4B_76,13,م,م,PREP
Gulf,4B_77,14,زوجها,زوج+ها,NOUN+PRON
Gulf,4B_78,15,بجد,ب+جد,PREP+NOUN
Gulf,4B_79,16,عجزت,عجز+ت,V+PRON
Gulf,4B_80,17,افهمها,افهم+ها,V+PRON
Gulf,4B_81,18,?,?,PUNC
Gulf,4B_82,19,?,?,PUNC
Gulf,5A_83,1,في,في,PREP
Gulf,5A_84,2,عآلم,عآلم,NOUN
Gulf,5A_85,3,الشعر,ال+شعر,DET+NOUN
Gulf,5A_86,4,والأضوآء,و+ال+أضوآء,CONJ+DET+NOUN
Gulf,5A_87,5,والشهره,و+الشهره,CONJ+NOUN
Gulf,5A_88,6,والوآقع,و+ال+وآقع,CONJ+DET+NOUN
Gulf,5A_89,7,المر,ال+مر,DET+NOUN
Gulf,5A_90,8,،,،,PUNC
Gulf,5A_91,9,والفرقآ,و+ال+فرقآ,CONJ+DET+NOUN
Gulf,5A_92,10,،,،,PUNC
Gulf,5A_93,11,وحرمآني,و+حرمآن+ي,CONJ+ADJ+PRON
Gulf,5A_94,12,هذآ,هذآ,PRON
Gulf,5A_95,13,قصيدي,قصيد+ي,NOUN+PRON
Gulf,5A_96,14,وگل,و+گل,CONJ+NOUN
Gulf,5A_97,15,غآيب,غآيب,ADJ
Gulf,5A_98,16,معه,مع+ه,NOUN+PRON
Gulf,5A_99,17,عذره,عذر+ه,NOUN+PRON
Gulf,5A_100,18,يمگن,يمگن,V
Gulf,5A_101,19,.,.,PUNC
Gulf,5A_102,20,حبيبي,حبيب+ي,NOUN+PRON
Gulf,5A_103,21,يشوف,يشوف,V
Gulf,5A_104,22,أسمي,أسم+ي,NOUN+PRON
Gulf,5A_105,23,ويقرآني,و+يقرآ+ني,CONJ+V+PRON
Gulf,4A_106,1,اقفى,اقفى,V
Gulf,4A_107,2,.,.,PUNC
Gulf,4A_108,3,.,.,PUNC
Gulf,4A_109,4,و,و,CONJ
Gulf,4A_110,5,لكنہ,لكن+ہ,CONJ+PRON
Gulf,4A_111,6,ترك,ترك,V
Gulf,4A_112,7,داخلي,داخل+ي,NOUN+PRON
Gulf,4A_113,8,شي,شي,NOUN
Gulf,4A_114,9,وانا,و+انا,CONJ+PRON
Gulf,4A_115,10,تركت,ترك+ت,V+PRON
Gulf,4A_116,11,(,(,PUNC
Gulf,4A_117,12,بداخلہ,ب+داخل+ہ,PREP+NOUN+PRON
Gulf,4A_118,13,),),PUNC
Gulf,4A_119,14,الف,الف,NUM
Gulf,4A_120,15,حاجہ,حاج+ہ,NOUN+NSUFF
Gulf,4A_121,16,مدري,م+دري,PART+V
Gulf,4A_122,17,مصير,مصير,NOUN
Gulf,4A_123,18,الحي,ال+حي,DET+ADJ
Gulf,4A_124,19,بيلاقي,ب+يلاقي,PREP+V
Gulf,4A_125,20,الحي,ال+حي,DET+ADJ
Gulf,4A_126,21,و,و,CONJ
Gulf,4A_127,22,لا,لا,PART
Gulf,4A_128,23,انا,انا,PRON
Gulf,4A_129,24,وياھ,ويا+ھ,NOUN+PRON
Gulf,4A_130,25,.,.,PUNC
Gulf,4A_131,26,.,.,PUNC
Gulf,4A_132,27,!,!,PUNC
Gulf,4A_133,28,صعب,صعب,ADJ
Gulf,4A_134,29,انتواجہ,انتواج+ہ,V+PRON
Gulf,4A_135,1,60,60,NUM
Gulf,4A_136,2,:,:,PUNC
Gulf,4A_137,3,التويتس,ال+تويتس,DET+NOUN
Gulf,4A_138,4,بتاعك,بتاع+ك,NOUN+PRON
Gulf,4A_139,5,جميل,جميل,ADJ
Gulf,4A_140,6,بعض,بعض,NOUN
Gulf,4A_141,7,تغريداتك,تغريد+ات+ك,NOUN+NSUFF+PRON
Gulf,4A_142,8,تمثلني,تمثل+ني,V+PRON
Gulf,4A_143,9,،,،,PUNC
Gulf,4A_144,10,نفقدك,نفقد+ك,V+PRON
Gulf,4A_145,11,اذا,اذا,PART
Gulf,4A_146,12,م,م,PART
Gulf,4A_147,13,شفناك,شف+نا+ك,V+PRON+PRON
Gulf,4A_148,14,ف,ف,PREP
Gulf,4A_149,15,تايم,تايم,NOUN
Gulf,4A_150,16,لاين,لاين,NOUN
Gulf,4A_151,17,وبس,و+بس,CONJ+PART
Gulf,4A_152,18,?,?,PUNC
Gulf,4A_153,19,?,?,PUNC
Gulf,4A_154,20,?,?,PUNC
Gulf,4A_155,21,?,?,PUNC
Gulf,3B_156,1,.,.,PUNC
Gulf,3B_157,2,ما,ما,PART
Gulf,3B_158,3,أبيك,أبي+ك,V+PRON
Gulf,3B_159,4,تسأل,تسأل,V
Gulf,3B_160,5,كيف,كيف,PART
Gulf,3B_161,6,أنا,أنا,PRON
Gulf,3B_162,7,أغليك,أغلي+ك,ADJ+PRON
Gulf,3B_163,8,وشلون,وشلون,PART
Gulf,3B_164,9,؟,؟,PUNC
Gulf,3B_165,10,!,!,PUNC
Gulf,3B_166,11,الحب,ال+حب,DET+NOUN
Gulf,3B_167,12,كله,كل+ه,NOUN+NSUFF
Gulf,3B_168,13,فيك,في+ك,PREP+PRON
Gulf,3B_169,14,أنا,أنا,PRON
Gulf,3B_170,15,أشوفه,أشوف+ه,V+PRON
Gulf,3B_171,16,شوي,شوي,ADJ
Gulf,3B_172,17,"""","""",PUNC
Gulf,3B_173,18,يكفي,يكفي,V
Gulf,3B_174,19,أشوفك,أشوف+ك,V+PRON
Gulf,3B_175,20,كل,كل,NOUN
Gulf,3B_176,21,شي,شي,NOUN
Gulf,3B_177,22,بهالكون,ب+ه+ال+كون,PREP+PRON+DET+NOUN
Gulf,3B_178,23,"""","""",PUNC
Gulf,3B_179,24,ويكفي,و+يكفي,CONJ+V
Gulf,3B_180,25,أشوف,أشوف,V
Gulf,3B_181,26,الكون,ال+كون,DET+NOUN
Gulf,3B_182,27,دونك,دون+ك,NOUN+PRON
Gulf,3B_183,28,ولا,و+لا,CONJ+PART
Gulf,3B_184,29,شي,شي,NOUN
Gulf,3B_185,30,"""","""",PUNC
Gulf,3B_186,31,.,.,PUNC
Gulf,3A_187,1,وجهك,وجه+ك,NOUN+PRON
Gulf,3A_188,2,مو,مو,PART
Gulf,3A_189,3,غريب,غريب,ADJ
Gulf,3A_190,4,علي,علي,PREP
Gulf,3A_191,5,^,^,PUNC
Gulf,3A_192,6,سعودي,سعود+ي,NOUN+NSUFF
Gulf,3A_193,7,يبي,يب+ي,V+PRON
Gulf,3A_194,8,يدخل,يدخل,V
Gulf,3A_195,9,بسالفة,ب+سالف+ة,PREP+NOUN+NSUFF
Gulf,3A_196,10,مع,مع,NOUN
Gulf,3A_197,11,واحد,واحد,NOUN
Gulf,3A_198,12,ما,ما,PART
Gulf,3A_199,13,يعرفه,يعرف+ه,V+PRON
Gulf,3A_200,14,?,?,PUNC
Gulf,3A_201,15,?,?,PUNC
Gulf,2A_202,1,انت,انت,PRON
Gulf,2A_203,2,الشعر,ال+شعر,DET+NOUN
Gulf,2A_204,3,وانت,و+انت,CONJ+PRON
Gulf,2A_205,4,الفكر,ال+فكر,DET+NOUN
Gulf,2A_206,5,وانت,و+انت,CONJ+PRON
Gulf,2A_207,6,المراد,ال+مراد,DET+NOUN
Gulf,2A_208,7,في,في,PREP
Gulf,2A_209,8,غير,غير,NOUN
Gulf,2A_210,9,حبي,حب+ي,NOUN+PRON
Gulf,2A_211,10,لك,ل+ك,PREP+PRON
Gulf,2A_212,11,أناا,أناا,PRON
Gulf,2A_213,12,مالي,ما+ل+ي,PART+PREP+PRON
Gulf,2A_214,13,شؤون,شؤون,NOUN
Gulf,2A_215,14,تبي,تب+ي,V+PRON
Gulf,2A_216,15,الحقيقھ,ال+حقيق+ھ,DET+NOUN+NSUFF
Gulf,2A_217,16,ه,ه,NSUFF
Gulf,2A_218,17,و,و,CONJ
Gulf,2A_219,18,العلم,ال+علم,DET+NOUN
Gulf,2A_220,19,الوكاد,ال+وكاد,DET+ADJ
Gulf,2A_221,20,يازين,يا+زين,PART+ADJ
Gulf,2A_222,21,حبگ,حب+گ,NOUN+PRON
Gulf,2A_223,22,لو,لو,PART
Gulf,2A_224,23,وصل,وصل,V
Gulf,2A_225,24,حد,حد,NOUN
Gulf,2A_226,25,الجنون,ال+جنون,DET+NOUN
Gulf,2A_227,26,?,?,PUNC
Gulf,2A_228,27,”,”,PUNC
Gulf,2A_229,28,Mالشمري,Mالشمري,NOUN
Gulf,5A_230,1,اذا,اذا,PART
Gulf,5A_231,2,سمعت,سمع+ت,V+PRON
Gulf,5A_232,3,كلمه,كلم+ه,NOUN+NSUFF
Gulf,5A_233,4,مع,مع,NOUN
Gulf,5A_234,5,احترامي,احترام+ي,NOUN+PRON
Gulf,5A_235,6,الشديد,ال+شديد,DET+ADJ
Gulf,5A_236,7,فتاكد,ف+تاكد,CONJ+V
Gulf,5A_237,8,ان,ان,PART
Gulf,5A_238,9,الكلمه,ال+كلم+ه,DET+NOUN+NSUFF
Gulf,5A_239,10,اللي,اللي,PART
Gulf,5A_240,11,بتجيك,ب+تجي+ك,PROG_PART+V+PRON
Gulf,5A_241,12,بعدها,بعد+ها,NOUN+PRON
Gulf,5A_242,13,راح,راح,FUT_PART
Gulf,5A_243,14,تشيل,تشيل,V
Gulf,5A_244,15,الاستهتار,ال+استهتار,DET+NOUN
Gulf,5A_245,16,من,من,PREP
Gulf,5A_246,17,جذوره,جذور+ه,NOUN+PRON
Gulf,5A_247,1,الحين,الحين,NOUN
Gulf,5A_248,2,مو,مو,PART
Gulf,5A_249,3,على,على,PREP
Gulf,5A_250,4,اساس,اساس,NOUN
Gulf,5A_251,5,نص,نص,NOUN
Gulf,5A_252,6,السعوديه,ال+سعودي+ه,DET+NOUN+NSUFF
Gulf,5A_253,7,في,في,PREP
Gulf,5A_254,8,دبي,دبي,NOUN
Gulf,5A_255,9,،,،,PUNC
Gulf,5A_256,10,طيب,طيب,ADJ
Gulf,5A_257,11,والززززززززحممممممةةةةةةةة,و+ال+ززززززززحمممممم+ةةةةةةةة,CONJ+DET+NOUN+NSUFF
Gulf,5A_258,12,هاذذذذي,هاذذذذي,PRON
Gulf,5A_259,13,ليييييييشششششش,ليييييييشششششش,PART
Gulf,5A_260,14,؟,؟,PUNC
Gulf,1B_261,1,شكله,شكل+ه,NOUN+NSUFF
Gulf,1B_262,2,بس,بس,PART
Gulf,1B_263,3,احنا,احنا,PRON
Gulf,1B_264,4,اللي,اللي,PART
Gulf,1B_265,5,مب,مب,PART
Gulf,1B_266,6,لازم,لازم,ADJ
Gulf,1B_267,7,نتغدا,نتغدا,V
Gulf,1B_268,8,سمك,سمك,NOUN
Gulf,1B_269,9,يوم,يوم,NOUN
Gulf,1B_270,10,الجمعه,ال+جمع+ه,DET+NOUN+NSUFF
Gulf,1B_271,11,!,!,PUNC
Gulf,1B_272,12,ماش,ماش,ADJ
Gulf,1B_273,13,شكلنا,شكل+نا,NOUN+PRON
Gulf,1B_274,14,مب,مب,PART
Gulf,1B_275,15,سعوديين,سعودي+ين,NOUN+PRON
Gulf,1B_276,16,?,?,PUNC
Gulf,1B_277,17,?,?,PUNC
Gulf,1B_278,18,?,?,PUNC
Gulf,1B_279,19,?,?,PUNC
Gulf,3A_280,1,شربت,شرب+ت,V+PRON
Gulf,3A_281,2,من,من,PREP
Gulf,3A_282,3,عرق,عرق,NOUN
Gulf,3A_283,4,ابوي,ابو+ي,NOUN+PRON
Gulf,3A_284,5,و,و,CONJ
Gulf,3A_285,6,عرق,عرق,NOUN
Gulf,3A_286,7,جداني,جدان+ي,NOUN+PRON
Gulf,3A_287,8,من,من,PREP
Gulf,3A_288,9,الطناخه,ال+طناخ+ه,DET+ADJ+NSUFF
Gulf,3A_289,10,وايضا,و+ايض+ا,CONJ+ADV+CASE
Gulf,3A_290,11,الانحياديه,ال+انحيادي+ه,DET+ADJ+NSUFF
Gulf,3A_291,12,صحيح,صحيح,ADJ
Gulf,3A_292,13,انا,انا,PRON
Gulf,3A_293,14,بنت,بنت,NOUN
Gulf,3A_294,15,يااللي,يا+اللي,PART+PART
Gulf,3A_295,16,تجهل,تجهل,V
Gulf,3A_296,17,اوطاني,اوطان+ي,NOUN+PRON
Gulf,3A_297,18,لكن,لكن,CONJ
Gulf,3A_298,19,ربيت,ربي+ت,V+PRON
Gulf,3A_299,20,بعلوم,ب+علوم,PREP+NOUN
Gulf,3A_300,21,المرجلانيه,ال+مرجلاني+ه,DET+ADJ+NSUFF
Gulf,3A_301,22,ايه,ايه,PART
Gulf,3A_302,23,بالله,ب+الله,PREP+NOUN
Gulf,3A_303,24,?,?,PUNC
Gulf,3A_304,25,?,?,PUNC
Gulf,3A_305,26,"""","""",PUNC
Gulf,1A_306,1,الجنون,ال+جنون,DET+NOUN
Gulf,1A_307,2,عيون,عيون,NOUN
Gulf,1A_308,3,.,.,PUNC
Gulf,1A_309,4,..,..,PUNC
Gulf,1A_310,5,وعيونك,و+عيون+ك,CONJ+NOUN+PRON
Gulf,1A_311,6,وطن,وطن,NOUN
Gulf,1A_312,7,والوطن,و+ال+وطن,CONJ+DET+NOUN
Gulf,1A_313,8,من,من,PREP
Gulf,1A_314,9,غير,غير,NOUN
Gulf,1A_315,10,عينك,عين+ك,NOUN+PRON
Gulf,1A_316,11,وش,وش,PART
Gulf,1A_317,12,يكون,يكون,V
Gulf,1A_318,13,؟,؟,PUNC
Gulf,1A_319,14,لا,لا,PART
Gulf,1A_320,15,شوارع,شوارع,NOUN
Gulf,1A_321,16,،,،,PUNC
Gulf,1A_322,17,لا,لا,PART
Gulf,1A_323,18,اماني,اماني,NOUN
Gulf,1A_324,19,،,،,PUNC
Gulf,1A_325,20,لا,لا,PART
Gulf,1A_326,21,سكن,سكن,NOUN
Gulf,1A_327,22,لا,لا,PART
Gulf,1A_328,23,حياة,حيا+ة,NOUN+NSUFF
Gulf,1A_329,24,،,،,PUNC
Gulf,1A_330,25,ولا,و+لا,CONJ+PART
Gulf,1A_331,26,ممات,ممات,NOUN
Gulf,1A_332,27,،,،,PUNC
Gulf,1A_333,28,ولا,و+لا,CONJ+PART
Gulf,1A_334,29,طعون,طعون,NOUN
Gulf,1A_335,30,!,!,PUNC
Gulf,1A_336,31,!,!,PUNC
Gulf,5B_337,1,اللي,اللي,PART
Gulf,5B_338,2,يدقق,يدقق,V
Gulf,5B_339,3,في,في,PREP
Gulf,5B_340,4,كلامي,كلام+ي,NOUN+PRON
Gulf,5B_341,5,بيقراك,ب+يقرا+ك,PROG_PART+V+PRON
Gulf,5B_342,6,واللي,و+اللي,CONJ+PART
Gulf,5B_343,7,يركز,يركز,V
Gulf,5B_344,8,في,في,PREP
Gulf,5B_345,9,عيوني,عيون+ي,NOUN+PRON
Gulf,5B_346,10,بيشوفك,ب+يشوف+ك,PROG_PART+V+PRON
Gulf,5A_347,1,مافي,ما+في,PART+PREP
Gulf,5A_348,2,ابشع,ابشع,ADJ
Gulf,5A_349,3,من,من,PREP
Gulf,5A_350,4,شعور,شعور,NOUN
Gulf,5A_351,5,تعطي,تعطي,V
Gulf,5A_352,6,شخص,شخص,NOUN
Gulf,5A_353,7,من,من,PREP
Gulf,5A_354,8,كل,كل,NOUN
Gulf,5A_355,9,قلبك,قلب+ك,NOUN+PRON
Gulf,5A_356,10,وبالأخير,و+ب+ال+أخير,CONJ+PREP+DET+ADJ
Gulf,5A_357,11,تلاقي,تلاقي,V
Gulf,5A_358,12,نفسك,نفس+ك,NOUN+PRON
Gulf,5A_359,13,مثل,مثل,NOUN
Gulf,5A_360,14,اي,اي,PART
Gulf,5A_361,15,وآحد,وآحد,NOUN
Gulf,5A_362,16,عنده,عند+ه,NOUN+PRON
Gulf,3A_363,1,اللي,اللي,PART
Gulf,3A_364,2,عنده,عند+ه,NOUN+PRON
Gulf,3A_365,3,اي,اي,PART
Gulf,3A_366,4,كتاب,كتاب,NOUN
Gulf,3A_367,5,(,(,PUNC
Gulf,3A_368,6,نظم,نظم,NOUN
Gulf,3A_369,7,تعليم,تعليم,NOUN
Gulf,3A_370,8,),),PUNC
Gulf,3A_371,9,و,و,CONJ
Gulf,3A_372,10,متكلم,متكلم,ADJ
Gulf,3A_373,11,فيه,في+ه,PREP+PRON
Gulf,3A_374,12,عن,عن,PREP
Gulf,3A_375,13,(,(,PUNC
Gulf,3A_376,14,اسكد,اسكد,NOUN
Gulf,3A_377,15,),),PUNC
Gulf,3A_378,16,التلفزيون,ال+تلفزيون,DET+NOUN
Gulf,3A_379,17,الدولي,ال+دولي,DET+NOUN
Gulf,3A_380,18,المقنن,ال+مقنن,DET+ADJ
Gulf,3A_381,19,لالتعليم,ل+ال+تعليم,PREP+DET+NOUN
Gulf,3A_382,20,من,من,PREP
Gulf,3A_383,21,اليونيسكو,ال+يونيسكو,DET+NOUN
Gulf,3A_384,22,(,(,PUNC
Gulf,3A_385,23,غير,غير,NOUN
Gulf,3A_386,24,اللي,اللي,PART
Gulf,3A_387,25,في,في,PREP
Gulf,3A_388,26,النت,ال+نت,DET+NOUN
Gulf,3A_389,27,),),PUNC
Gulf,3A_390,28,يساعدنا,يساعد+نا,V+PRON
Gulf,3A_391,29,فيه,في+ه,PREP+PRON
Gulf,3A_392,30,?,?,PUNC
Gulf,3A_393,31,?,?,PUNC
Gulf,1A_394,1,لما,لما,PART
Gulf,1A_395,2,اجي,اجي,V
Gulf,1A_396,3,واحسسك,و+احسس+ك,CONJ+V+PRON
Gulf,1A_397,4,ب,ب,PREP
Gulf,1A_398,5,اهتمامي,اهتمام+ي,NOUN+PRON
Gulf,1A_399,6,واقعد,و+اقعد,CONJ+V
Gulf,1A_400,7,اراضيك,اراضي+ك,V+PRON
Gulf,1A_401,8,لاتصير,لا+تصير,PART+V
Gulf,1A_402,9,تعاملني,تعامل+ني,V+PRON
Gulf,1A_403,10,ببرود,ب+برود,PREP+ADJ
Gulf,1A_404,11,عشان,عشان,PART
Gulf,1A_405,12,مااكرهك,ما+اكرهك,PART+V
Gulf,1A_406,13,وصل,وصل,V
Gulf,3A_407,1,اللي,اللي,PART
Gulf,3A_408,2,مخترع,مخترع,ADJ
Gulf,3A_409,3,حركة,حرك+ة,NOUN+NSUFF
Gulf,3A_410,4,الشحن,ال+شحن,DET+NOUN
Gulf,3A_411,5,برقم,ب+رقم,PREP+NOUN
Gulf,3A_412,6,الهويه,ال+هوي+ه,DET+NOUN+NSUFF
Gulf,3A_413,7,.,.,PUNC
Gulf,3A_414,8,ما,ما,PART
Gulf,3A_415,9,أقول,أقول,V
Gulf,3A_416,10,إلا,إلا,PART
Gulf,3A_417,11,الله,الله,NOUN
Gulf,3A_418,12,يشغلك,يشغل+ك,V+PRON
Gulf,3A_419,13,في,في,PREP
Gulf,3A_420,14,نفسك,نفس+ك,NOUN+PRON
Gulf,3A_421,15,ويجعلك,و+يجعل+ك,CONJ+V+PRON
Gulf,3A_422,16,إذا,إذا,PART
Gulf,3A_423,17,تثاوبت,تثاوب+ت,V+PRON
Gulf,3A_424,18,ماتقدر,ما+تقدر,PART+V
Gulf,3A_425,19,تصك,تصك,V
Gulf,3A_426,20,فمك,فم+ك,NOUN+PRON
Gulf,3A_427,21,إلا,إلا,PART
Gulf,3A_428,22,برقم,ب+رقم,PREP+NOUN
Gulf,3A_429,23,الهيكل,ال+هيكل,DET+NOUN
Gulf,3A_430,24,حق,حق,NOUN
Gulf,3A_431,25,سيارتك,سيار+ت+ك,NOUN+NSUFF+PRON
Gulf,3A_432,26,"""","""",PUNC
Gulf,3A_433,27,?,?,PUNC
Gulf,2B_434,1,كلهم,كل+هم,NOUN+PRON
Gulf,2B_435,2,يرجعون,يرجع+ون,V+PRON
Gulf,2B_436,3,!,!,PUNC
Gulf,2B_437,4,بس,بس,PART
Gulf,2B_438,5,يرجعون,يرجع+ون,V+PRON
Gulf,2B_439,6,بالوقت,ب+ال+وقت,PREP+DET+NOUN
Gulf,2B_440,7,الخطأ,ال+خطأ,DET+NOUN
Gulf,2B_441,8,بالوقت,ب+ال+وقت,PREP+DET+NOUN
Gulf,2B_442,9,اللي,اللي,PART
Gulf,2B_443,10,م,م,PART
Gulf,2B_444,11,عاد,عاد,V
Gulf,2B_445,12,لهم,ل+هم,PREP+PRON
Gulf,2B_446,13,مكان,مكان,NOUN
Gulf,2B_447,14,فيه,في+ه,PREP+PRON
Gulf,2B_448,15,و,و,CONJ
Gulf,2B_449,16,صار,صار,V
Gulf,2B_450,17,وجودهم,وجود+هم,NOUN+PRON
Gulf,2B_451,18,وعدمهم,و+عدم+هم,CONJ+NOUN+PRON
Gulf,2B_452,19,واحد,واحد,NOUN
Gulf,5B_453,1,انا,انا,PRON
Gulf,5B_454,2,طول,طول,NOUN
Gulf,5B_455,3,وقتي,وقت+ي,NOUN+PRON
Gulf,5B_456,4,يا,يا,PART
Gulf,5B_457,5,نايم,نايم,ADJ
Gulf,5B_458,6,يا,يا,PART
Gulf,5B_459,7,مزكم,مزكم,ADJ
Gulf,5B_460,8,يا,يا,PART
Gulf,5B_461,9,افكر,افكر,V
Gulf,5B_462,10,بأشياء,ب+أشياء,PREP+NOUN
Gulf,5B_463,11,مستحيل,مستحيل,ADJ
Gulf,5B_464,12,تصير,تصير,V
Gulf,3B_465,1,في,في,PREP
Gulf,3B_466,2,علاقة,علاق+ة,NOUN+NSUFF
Gulf,3B_467,3,بحياتي,ب+حيا+ت+ي,PREP+NOUN+NSUFF+PRON
Gulf,3B_468,4,كلما,كلما,PART
Gulf,3B_469,5,اتجاهلها,اتجاهل+ها,V+PRON
Gulf,3B_470,6,اكتشف,اكتشف,V
Gulf,3B_471,7,اني,ان+ي,PART+PRON
Gulf,3B_472,8,اتورط,اتورط,V
Gulf,3B_473,9,فيها,في+ها,PREP+PRON
Gulf,3B_474,10,اكثر,اكثر,ADJ
Gulf,3B_475,11,.,.,PUNC
Gulf,3B_476,12,....,....,PUNC
Gulf,3B_477,13,ي,ي,PART
Gulf,3B_478,14,شين,شين,ADJ
Gulf,3B_479,15,اللي,اللي,PART
Gulf,3B_480,16,يتعلق,يتعلق,V
Gulf,3B_481,17,بشي,ب+شي,PREP+NOUN
Gulf,3B_482,18,مابوه,ما+بو+ه,PART+PREP+PRON
Gulf,3B_483,19,شي,شي,NOUN
Gulf,3B_484,20,على,على,PREP
Gulf,3B_485,21,سنع,سنع,ADJ
Gulf,5A_486,1,توني,تو+ني,NOUN+PRON
Gulf,5A_487,2,استوعب,استوعب,V
Gulf,5A_488,3,ان,ان,PART
Gulf,5A_489,4,هذا,هذا,PRON
Gulf,5A_490,5,اول,اول,NOUN
Gulf,5A_491,6,سمستر,سمستر,NOUN
Gulf,5A_492,7,بحياتي,ب+حيا+ت+ي,PREP+NOUN+NSUFF+PRON
Gulf,5A_493,8,كلها,كل+ها,NOUN+PRON
Gulf,5A_494,9,من,من,PREP
Gulf,5A_495,10,التمهيدي,ال+تمهيد+ي,DET+NOUN+NSUFF
Gulf,5A_496,11,الى,الى,PREP
Gulf,5A_497,12,الانجليزي,ال+انجليزي,DET+NOUN
Gulf,5A_498,13,اللي,اللي,PART
Gulf,5A_499,14,ما,ما,PART
Gulf,5A_500,15,ادرس,ادرس,V
Gulf,5A_501,16,فيه,في+ه,PREP+PRON
Gulf,5A_502,17,ماث,ماث,NOUN
Gulf,5A_503,18,.,.,PUNC
Gulf,5A_504,19,..,..,PUNC
Gulf,5A_505,20,ياارب,ياا+رب,PART+NOUN
Gulf,5A_506,21,لك,ل+ك,PREP+PRON
