dialect,sentence_id,sentence,segmented,pos_sequence,token_count
Gulf,5A,اذا سمعت كلمه مع احترامي الشديد فتاكد ان الكلمه اللي بتجيك بعدها راح تشيل الاستهتار من جذوره,اذا سمع+ت كلم+ه مع احترام+ي ال+شديد ف+تاكد ان ال+كلم+ه اللي ب+تجي+ك بعد+ها راح تشيل ال+استهتار من جذور+ه,PART V+PRON NOUN+NSUFF NOUN NOUN+PRON DET+ADJ CONJ+V PART DET+NOUN+NSUFF PART PROG_PART+V+PRON NOUN+PRON FUT_PART V DET+NOUN PREP NOUN+PRON,17
Gulf,5A,الحين مو على اساس نص السعوديه في دبي ، طيب والززززززززحممممممةةةةةةةة هاذذذذي ليييييييشششششش ؟,الحين مو على اساس نص ال+سعودي+ه في دبي ، طيب و+ال+ززززززززحمممممم+ةةةةةةةة هاذذذذي ليييييييشششششش ؟,NOUN PART PREP NOUN NOUN DET+NOUN+NSUFF PREP NOUN PUNC ADJ CONJ+DET+NOUN+NSUFF PRON PART PUNC,14
Gulf,1B,شكله بس احنا اللي مب لازم نتغدا سمك يوم الجمعه ! ماش شكلنا مب سعوديين ? ? ? ?,شكل+ه بس احنا اللي مب لازم نتغدا سمك يوم ال+جمع+ه ! ماش شكل+نا مب سعودي+ين ? ? ? ?,NOUN+NSUFF PART PRON PART PART ADJ V NOUN NOUN DET+NOUN+NSUFF PUNC ADJ NOUN+PRON PART NOUN+PRON PUNC PUNC PUNC PUNC,19
Gulf,3A,"شربت من عرق ابوي و عرق جداني من الطناخه وايضا الانحياديه صحيح انا بنت يااللي تجهل اوطاني لكن ربيت بعلوم المرجلانيه ايه بالله ? ? ""","شرب+ت من عرق ابو+ي و عرق جدان+ي من ال+طناخ+ه و+ايض+ا ال+انحيادي+ه صحيح انا بنت يا+اللي تجهل اوطان+ي لكن ربي+ت ب+علوم ال+مرجلاني+ه ايه ب+الله ? ? """,V+PRON PREP NOUN NOUN+PRON CONJ NOUN NOUN+PRON PREP DET+ADJ+NSUFF CONJ+ADV+CASE DET+ADJ+NSUFF ADJ PRON NOUN PART+PART V NOUN+PRON CONJ V+PRON PREP+NOUN DET+ADJ+NSUFF PART PREP+NOUN PUNC PUNC PUNC,26
Gulf,1A,الجنون عيون . .. وعيونك وطن والوطن من غير عينك وش يكون ؟ لا شوارع ، لا اماني ، لا سكن لا حياة ، ولا ممات ، ولا طعون ! !,ال+جنون عيون . .. و+عيون+ك وطن و+ال+وطن من غير عين+ك وش يكون ؟ لا شوارع ، لا اماني ، لا سكن لا حيا+ة ، و+لا ممات ، و+لا طعون ! !,DET+NOUN NOUN PUNC PUNC CONJ+NOUN+PRON NOUN CONJ+DET+NOUN PREP NOUN NOUN+PRON PART V PUNC PART NOUN PUNC PART NOUN PUNC PART NOUN PART NOUN+NSUFF PUNC CONJ+PART NOUN PUNC CONJ+PART NOUN PUNC PUNC,31
Gulf,5B,اللي يدقق في كلامي بيقراك واللي يركز في عيوني بيشوفك,اللي يدقق في كلام+ي ب+يقرا+ك و+اللي يركز في عيون+ي ب+يشوف+ك,PART V PREP NOUN+PRON PROG_PART+V+PRON CONJ+PART V PREP NOUN+PRON PROG_PART+V+PRON,10
Gulf,5A,مافي ابشع من شعور تعطي شخص من كل قلبك وبالأخير تلاقي نفسك مثل اي وآحد عنده,ما+في ابشع من شعور تعطي شخص من كل قلب+ك و+ب+ال+أخير تلاقي نفس+ك مثل اي وآحد عند+ه,PART+PREP ADJ PREP NOUN V NOUN PREP NOUN NOUN+PRON CONJ+PREP+DET+ADJ V NOUN+PRON NOUN PART NOUN NOUN+PRON,16
Gulf,3A,اللي عنده اي كتاب ( نظم تعليم ) و متكلم فيه عن ( اسكد ) التلفزيون الدولي المقنن لالتعليم من اليونيسكو ( غير اللي في النت ) يساعدنا فيه ? ?,اللي عند+ه اي كتاب ( نظم تعليم ) و متكلم في+ه عن ( اسكد ) ال+تلفزيون ال+دولي ال+مقنن ل+ال+تعليم من ال+يونيسكو ( غير اللي في ال+نت ) يساعد+نا في+ه ? ?,PART NOUN+PRON PART NOUN PUNC NOUN NOUN PUNC CONJ ADJ PREP+PRON PREP PUNC NOUN PUNC DET+NOUN DET+NOUN DET+ADJ PREP+DET+NOUN PREP DET+NOUN PUNC NOUN PART PREP DET+NOUN PUNC V+PRON PREP+PRON PUNC PUNC,31
Gulf,1A,لما اجي واحسسك ب اهتمامي واقعد اراضيك لاتصير تعاملني ببرود عشان مااكرهك وصل,لما اجي و+احسس+ك ب اهتمام+ي و+اقعد اراضي+ك لا+تصير تعامل+ني ب+برود عشان ما+اكرهك وصل,PART V CONJ+V+PRON PREP NOUN+PRON CONJ+V V+PRON PART+V V+PRON PREP+ADJ PART PART+V V,13
Gulf,3A,"اللي مخترع حركة الشحن برقم الهويه . ما أقول إلا الله يشغلك في نفسك ويجعلك إذا تثاوبت ماتقدر تصك فمك إلا برقم الهيكل حق سيارتك "" ?","اللي مخترع حرك+ة ال+شحن ب+رقم ال+هوي+ه . ما أقول إلا الله يشغل+ك في نفس+ك و+يجعل+ك إذا تثاوب+ت ما+تقدر تصك فم+ك إلا ب+رقم ال+هيكل حق سيار+ت+ك "" ?",PART ADJ NOUN+NSUFF DET+NOUN PREP+NOUN DET+NOUN+NSUFF PUNC PART V PART NOUN V+PRON PREP NOUN+PRON CONJ+V+PRON PART V+PRON PART+V V NOUN+PRON PART PREP+NOUN DET+NOUN NOUN NOUN+NSUFF+PRON PUNC PUNC,27
Gulf,2B,كلهم يرجعون ! بس يرجعون بالوقت الخطأ بالوقت اللي م عاد لهم مكان فيه و صار وجودهم وعدمهم واحد,كل+هم يرجع+ون ! بس يرجع+ون ب+ال+وقت ال+خطأ ب+ال+وقت اللي م عاد ل+هم مكان في+ه و صار وجود+هم و+عدم+هم واحد,NOUN+PRON V+PRON PUNC PART V+PRON PREP+DET+NOUN DET+NOUN PREP+DET+NOUN PART PART V PREP+PRON NOUN PREP+PRON CONJ V NOUN+PRON CONJ+NOUN+PRON NOUN,19
Gulf,5B,انا طول وقتي يا نايم يا مزكم يا افكر بأشياء مستحيل تصير,انا طول وقت+ي يا نايم يا مزكم يا افكر ب+أشياء مستحيل تصير,PRON NOUN NOUN+PRON PART ADJ PART ADJ PART V PREP+NOUN ADJ V,12
Gulf,3B,في علاقة بحياتي كلما اتجاهلها اكتشف اني اتورط فيها اكثر . .... ي شين اللي يتعلق بشي مابوه شي على سنع,في علاق+ة ب+حيا+ت+ي كلما اتجاهل+ها اكتشف ان+ي اتورط في+ها اكثر . .... ي شين اللي يتعلق ب+شي ما+بو+ه شي على سنع,PREP NOUN+NSUFF PREP+NOUN+NSUFF+PRON PART V+PRON V PART+PRON V PREP+PRON ADJ PUNC PUNC PART ADJ PART V PREP+NOUN PART+PREP+PRON NOUN PREP ADJ,21
Gulf,5A,توني استوعب ان هذا اول سمستر بحياتي كلها من التمهيدي الى الانجليزي اللي ما ادرس فيه ماث . .. ياارب لك الحمد اللهم زد وبارك ? ? ? ? ?,تو+ني استوعب ان هذا اول سمستر ب+حيا+ت+ي كل+ها من ال+تمهيد+ي الى ال+انجليزي اللي ما ادرس في+ه ماث . .. ياا+رب ل+ك ال+حمد اللهم زد و+بارك ? ? ? ? ?,NOUN+PRON V PART PRON NOUN NOUN PREP+NOUN+NSUFF+PRON NOUN+PRON PREP DET+NOUN+NSUFF PREP DET+NOUN PART PART V PREP+PRON NOUN PUNC PUNC PART+NOUN PREP+PRON DET+NOUN NOUN V CONJ+V PUNC PUNC PUNC PUNC PUNC,30
Gulf,1B,طيعي شوري و اتركيها مرايتك ! هاك عيني شوفي حسنك لو تبين ؟,طيع+ي شور+ي و اترك+ي+ها مراي+ت+ك ! ها+ك عين+ي شوف+ي حسن+ك لو تبين ؟,V+PRON NOUN+PRON CONJ V+PRON+PRON NOUN+NSUFF+PRON PUNC V+PRON NOUN+PRON V+PRON NOUN+PRON PART V PUNC,13
Gulf,3A,تطفي اللمبات وتشغل البريد وتقول ليش نايمين يا بنات ! أنتي زين ما تسمعين شخير ! ههههههههههههههههههههههههه,تطفي ال+لمب+ات و+تشغل ال+بريد و+تقول ليش نايم+ين يا بنات ! أنت+ي زين ما تسمع+ين شخير ! ههههههههههههههههههههههههه,V DET+NOUN+NSUFF CONJ+V DET+NOUN CONJ+V PART ADJ+PRON PART NOUN PUNC PRON+NSUFF ADJ PART V+PRON NOUN PUNC EMOT,17
Gulf,2B,وين كلمه احبك وين ذاك الغرام ليش نزلت قدرك عقب مانت ارتفعت آآآآه ياقو قلبك لك عيونن تنام تجرح اللي يحبك بالكلام وقطعت #حمد_السعيد,وين كلم+ه احب+ك وين ذاك ال+غرام ليش نزل+ت قدر+ك عقب م+انت ارتفع+ت آآآآه يا+قو قلب+ك ل+ك عيون+ن تنام تجرح اللي يحب+ك ب+ال+كلام و+قطع+ت #حمد_السعيد,PART NOUN+NSUFF V+PRON PART PRON DET+NOUN PART V+PRON NOUN+PRON NOUN PART+PRON V+PRON EMOT PART+NOUN NOUN+PRON PREP+PRON NOUN+NSUFF V V PART V+PRON PREP+DET+NOUN CONJ+V+PRON HASH,24
Gulf,3B,ابي اطلع بكوكب لحالي ايه ابي العزله مابي النفاق .,ابي اطلع ب+كوكب ل+حال+ي ايه ابي ال+عزل+ه ما+بي ال+نفاق .,V V PREP+NOUN PREP+NOUN+PRON PART V DET+NOUN+NSUFF PART+V DET+NOUN PUNC,10
Gulf,2A,وقولوا بسم الله عل غزال طب قولوا بسم الله . .. ^ هالأغنيه لو تشوفون يا عيال بعض الحريم كيف يرقصونها تسجدة سجدت شكر على انك ولد,و+قول+وا بسم الله عل غزال طب قول+وا بسم الله . .. ^ ه+ال+أغني+ه لو تشوف+ون يا عيال بعض ال+حريم كيف يرقص+ون+ها تسجد+ة سجد+ت شكر على ان+ك ولد,CONJ+V+PRON NOUN NOUN PREP NOUN V V+PRON NOUN NOUN PUNC PUNC PUNC PRON+DET+NOUN+NSUFF PART V+PRON PART NOUN NOUN DET+NOUN PART V+PRON+PRON V+NSUFF NOUN+NSUFF NOUN PREP PART+PRON NOUN,27
Gulf,5A,#افتخر_اني_ولا_مرة جلست أتميلح عند هامور عشان يعزز لي,#افتخر_اني_ولا_مرة جلس+ت أتميلح عند هامور عشان يعزز ل+ي,HASH V+PRON V NOUN ADJ PART V PREP+PRON,8
Gulf,5B,لما يجي الاعتذار مره متأخر يصير اكبر من الغلط نفسه !,لما يجي ال+اعتذار مر+ه متأخر يصير اكبر من ال+غلط نفس+ه !,PART V DET+NOUN NOUN+NSUFF ADJ V ADJ PREP DET+NOUN NOUN+PRON PUNC,11
Gulf,2B,ادري انه عيب اتخلى عن اي علاقه بحياتي عشان موقف تافه بس قلبي ما عاد يتحمل ضيقة صدر والله .,ادري ان+ه عيب اتخلى عن اي علاق+ه ب+حيا+ت+ي عشان موقف تافه بس قلب+ي ما عاد يتحمل ضيق+ة صدر و+الله .,V PART+PRON NOUN V PREP PART NOUN+NSUFF PREP+NOUN+NSUFF+PRON PART NOUN ADJ PART NOUN+PRON PART V V NOUN+NSUFF NOUN CONJ+NOUN PUNC,20
Gulf,1B,@ahmed_ng505 كثير اللي ودي اقابلهم لكن اذا كان من الهلال ياسر القحطاني محمد الشلهؤب ، ،,@ahmed_ng505 كثير اللي ود+ي اقابل+هم لكن اذا كان من ال+هلال ياسر ال+قحطاني محمد ال+شلهؤب ، ،,MENTION ADJ PART V+PRON V+PRON CONJ PART V PREP DET+NOUN NOUN DET+NOUN NOUN DET+NOUN PUNC PUNC,16
Gulf,2B,شفت السماء يوم المطر ؟ طيب شفت الحضن ب ليلة شتاء ؟ شفت البكاء لحظة قهر ؟ طيب شفتي مريولك ! اكويه والبسيه ولا يكثر ~ o ) . . ~,شف+ت ال+سماء يوم ال+مطر ؟ طيب شف+ت ال+حضن ب ليل+ة شتاء ؟ شف+ت ال+بكاء لحظ+ة قهر ؟ طيب شف+ت+ي مريول+ك ! اكوي+ه و+البس+ي+ه و+لا يكثر ~ o ) . . ~,V+PRON DET+NOUN NOUN DET+NOUN PUNC ADJ V+PRON DET+NOUN PREP NOUN+NSUFF NOUN PUNC V+PRON DET+NOUN NOUN+NSUFF NOUN PUNC ADJ V+PRON+PRON NOUN+PRON PUNC V+PRON CONJ+V+PRON+PRON CONJ+PART V PUNC PUNC PUNC PUNC PUNC PUNC,31
Gulf,4B,""" الحب ماهو بكلمة اهواك واغليك صدق المشاعر تبينه لك الانجليزي ولا الكلام العذب كلن بيعطيك تلقاه مع شاعر وعاشق ومحتال",""" ال+حب ما+هو ب+كلم+ة اهوا+ك و+اغلي+ك صدق ال+مشاعر تبين+ه ل+ك ال+انجليزي و+لا ال+كلام ال+عذب كل+ن ب+يعطي+ك تلقا+ه مع شاعر و+عاشق و+محتال",PUNC DET+NOUN PART+PRON PREP+NOUN+NSUFF V+PRON CONJ+V+PRON NOUN DET+NOUN V+PRON PREP+PRON DET+NOUN CONJ+PART DET+NOUN DET+ADJ NOUN+NSUFF PREP+V+PRON V+PRON NOUN NOUN CONJ+ADJ CONJ+ADJ,21
Gulf,5A,كتب الفلكي السعودي خالد الزعاق يقول الصيف سوف يكون حارا جدا هذه السنة . حساااافه يعني مهوب نفس كل سنة ثلج ومطر ? ? يعني نبي نفقد ? ? ? ? ? ?,كتب ال+فلك+ي ال+سعودي خالد ال+زعاق يقول ال+صيف سوف يكون حار+ا جد+ا هذه ال+سن+ة . حسااااف+ه يعني م+هو+ب نفس كل سن+ة ثلج و+مطر ? ? يعني نبي نفقد ? ? ? ? ? ?,V DET+NOUN+NSUFF DET+NOUN NOUN DET+NOUN V DET+NOUN FUT_PART V ADJ+CASE NOUN+CASE PRON DET+NOUN+NSUFF PUNC NOUN+NSUFF V PART+PRON+PREP NOUN NOUN NOUN+NSUFF NOUN CONJ+NOUN PUNC PUNC V V V PUNC PUNC PUNC PUNC PUNC PUNC,33
Gulf,5B,@khaleddlim يارجل م عمر احد لقى فضيحه لالاتحاد او شي يعيب على الاتحاد فيه الى في ادارة عتريس هلت الفضايح من كل جهه والله فشلونا حسبي الله,@khaleddlim يا+رجل م عمر احد لقى فضيح+ه ل+ال+اتحاد او شي يعيب على ال+اتحاد في+ه الى في ادار+ة عتريس هل+ت ال+فضايح من كل جهه و+الله فشل+و+نا حسب+ي الله,MENTION PART+NOUN PART NOUN NOUN V NOUN+NSUFF PREP+DET+NOUN PART NOUN V PREP DET+NOUN PREP+NSUFF PREP PREP NOUN+NSUFF NOUN V+PRON DET+NOUN PREP NOUN NOUN CONJ+NOUN V+PRON+PRON NOUN+PRON NOUN,27
Gulf,2B,لما ينهزم اليونايتد ضد البديع على طول راح تبدأ صور أسود وأبيض لنهائي 99 وبكائيات على فيرغي . . عشان كذا احفظوا الصور من الحين :p,لما ينهزم ال+يونايتد ضد ال+بديع على طول راح تبدأ صور أسود و+أبيض ل+نهائي 99 و+بكائي+ات على فيرغي . . عشان كذا احفظ+وا ال+صور من الحين :p,PART V DET+NOUN NOUN DET+NOUN PREP NOUN FUT_PART V NOUN ADJ CONJ+ADJ PREP+NOUN NUM CONJ+NOUN+NSUFF PREP NOUN PUNC PUNC PART ADV V+PRON DET+NOUN PREP NOUN EMOT,26
Gulf,1A,"أنا أسمي * قومي وجيبي و يدلعوني * ما منك فايدة * "" ? ? احيانا أنتي اساس البلى * "" ? وانتم وش اسمائكم "" ?","أنا أسم+ي * قوم+ي و+جيب+ي و يدلع+ون+ي * ما من+ك فايد+ة * "" ? ? احيان+ا أنت+ي اساس ال+بلى * "" ? و+انتم وش اسمائ+كم "" ?",PRON NOUN+PRON PUNC V+PRON CONJ+V+PRON CONJ V+PRON+PRON PUNC PART PREP+PRON NOUN+NSUFF PUNC PUNC PUNC PUNC NOUN+CASE PRON+PRON NOUN DET+NOUN PUNC PUNC PUNC CONJ+PRON PART NOUN+PRON PUNC PUNC,27
Gulf,1A,بروح افطر تبون اجيب لكم شيء معي ؟ لالسهرانين بس عشانهم محللين الويكند,ب+روح افطر تب+ون اجيب ل+كم شيء مع+ي ؟ ل+ال+سهران+ين بس عشان+هم محلل+ين ال+ويكند,FUT_PART+V V V+PRON V PREP+PRON NOUN NOUN+PRON PUNC PREP+DET+ADJ+PRON PART PART+PRON ADJ+PRON DET+NOUN,13
Gulf,5A,داليندا اللي حطيتي اكاونتاتهم كبر عيالج ? ? خافي الله ? ?,داليندا اللي حطي+ت+ي اكاونت+ات+هم كبر عيال+ج ? ? خاف+ي الله ? ?,NOUN PART V+PRON+PRON NOUN+NSUFF+PRON NOUN NOUN+PRON PUNC PUNC V+PRON NOUN PUNC PUNC,12
Gulf,4B,قادر اتركها ولكن كيف بترك ذكرياتي وهي اجمل شي في دنياي واسوء شي فيها,قادر اترك+ها و+لكن كيف ب+ترك ذكري+ات+ي و+هي اجمل شي في دنيا+ي و+اسوء شي في+ها,ADJ V+PRON CONJ+CONJ PART PROG_PART+V NOUN+NSUFF+PRON CONJ+PRON ADJ NOUN PREP NOUN+PRON CONJ+ADJ NOUN PREP+PRON,14
Gulf,4A,بسالج سؤال وقولي الصج هذي الجمله تخليني إفكر بالجذبه قبل لا أسمع السؤال ‹ ? › !,ب+سال+ج سؤال و+قول+ي ال+صج هذي ال+جمل+ه تخلي+ني إفكر ب+ال+جذب+ه قبل لا أسمع ال+سؤال ‹ ? › !,PROG_PART+V+PRON NOUN CONJ+V+PRON DET+NOUN PRON DET+NOUN+NSUFF V+PRON V PREP+DET+NOUN+NSUFF NOUN PART V DET+NOUN PUNC PUNC PUNC PUNC,17
Gulf,4B,شفت زين الجو لا هبت نسايم هذا حلو شوفك وقربك ولقياك ?,شف+ت زين ال+جو لا هب+ت نسايم هذا حلو شوف+ك و+قرب+ك و+لقيا+ك ?,V+PRON ADJ DET+NOUN PART V+PRON NOUN PRON ADJ V+PRON CONJ+NOUN+PRON CONJ+NOUN+PRON PUNC,12
Gulf,5A,شعور حلو دقايق ما كلمتيه يقلب الدنيا عليج ويدق يزفج ويقول لج ترا اشتقت لج ?,شعور حلو دقايق ما كلم+ت+ي+ه يقلب ال+دنيا علي+ج و+يدق يزف+ج و+يقول ل+ج ترا اشتق+ت ل+ج ?,NOUN ADJ NOUN PART V+PRON+NSUFF+PRON V DET+NOUN PREP+PRON CONJ+V V+PRON CONJ+V PREP+PRON PART V+PRON PREP+PRON PUNC,16
Gulf,5A,من مهاراتي إذا شفت ذبانہ على التلفزيون أغير القناه عشان تخاف ?,من مهار+ات+ي إذا شف+ت ذبان+ہ على ال+تلفزيون أغير ال+قنا+ه عشان تخاف ?,PREP NOUN+NSUFF+PRON PART V+PRON NOUN+NSUFF PREP DET+NOUN V DET+NOUN+NSUFF PART V PUNC,12
Gulf,3B,? ? كنت ابتسم ؛ لاللي يخيب ظني ما كان يغمره العتب و ازعاجہ هذا الشعور اللي سرقتہ مني رده على قلبي ترى ، يحتاجہ !,? ? كن+ت ابتسم ؛ ل+اللي يخيب ظن+ي ما كان يغمر+ه ال+عتب و ازعاج+ہ هذا ال+شعور اللي سرق+ت+ہ من+ي رد+ه على قلب+ي ترى ، يحتاج+ہ !,PUNC PUNC V+PRON V PUNC PREP+PART V NOUN+PRON PART V V+PRON DET+NOUN CONJ NOUN+PRON PRON DET+NOUN PART V+PRON+PRON PREP+PRON V+PRON PREP NOUN+PRON PART PUNC V+PRON PUNC,26
Gulf,1B,- خلك بسيط و حب لالعالم الخير حبك لفعل الخير يعكس تواضعك و على كثر منت متواضع مع الغير على كثر ما الله مع الناس يرفعك ! *,- خل+ك بسيط و حب ل+ال+عالم ال+خير حب+ك ل+فعل ال+خير يعكس تواضع+ك و على كثر م+نت متواضع مع ال+غير على كثر ما الله مع ال+ناس يرفع+ك ! *,PUNC V+PRON ADJ CONJ V PREP+DET+NOUN DET+NOUN NOUN+PRON PREP+NOUN DET+NOUN V NOUN+PRON CONJ PREP NOUN PART+PRON ADJ NOUN DET+NOUN PREP NOUN PART NOUN NOUN DET+NOUN V+PRON PUNC PUNC,28
Gulf,4A,@nfouth يبا كافي ماجاكم شي من اخر درس واهوا اصعب درس :),@nfouth يبا كافي ما+جا+كم شي من اخر درس و+اهوا اصعب درس :),MENTION NOUN ADJ PART+V+PRON NOUN PREP ADJ NOUN CONJ+PRON ADJ NOUN EMOT,12
Gulf,5A,شي غريب بصراحه كلامهم كأن الموسم انتهى ممكن يرجعون لالصداره وقتها راح ينسون كل كلامهم إلي اذكروه خصوصا عن تاتا إلي قارنوه بكبار المدربين,شي غريب ب+صراح+ه كلام+هم ك+أن ال+موسم انتهى ممكن يرجع+ون ل+ال+صدار+ه وقت+ها راح ينس+ون كل كلام+هم إلي اذكر+و+ه خصوص+ا عن تاتا إلي قارن+و+ه ب+كبار ال+مدرب+ين,NOUN ADJ PREP+NOUN+NSUFF NOUN+PRON PREP+PART DET+NOUN V ADJ V+PRON PREP+DET+NOUN+NSUFF NOUN+PRON FUT_PART V+PRON NOUN NOUN+PRON PRON V+PRON+PRON NOUN+CASE PREP NOUN PRON V+PRON+PRON PREP+ADJ DET+NOUN+PRON,24
Gulf,3B,النسيان شيء جميل لكن اذا نسيت رقمك السري خل الجمال ينفعك ? ?,ال+نسيان شيء جميل لكن اذا نسي+ت رقم+ك ال+سري خل ال+جمال ينفع+ك ? ?,DET+NOUN NOUN ADJ CONJ PART V+PRON NOUN+PRON DET+NOUN V DET+NOUN V+PRON PUNC PUNC,13
