fold,subfold,words,segments,pos_tags
5,A,"['اذا' 'سمعت' 'كلمه' 'مع' 'احترامي' 'الشديد' 'فتاكد' 'ان' 'الكلمه' 'اللي'
 'بتجيك' 'بعدها' 'راح' 'تشيل' 'الاستهتار' 'من' 'جذوره' 'EOS']","['اذا' 'سمع+ت' 'كلم+ه' 'مع' 'احترام+ي' 'ال+شديد' 'ف+تاكد' 'ان' 'ال+كلم+ه'
 'اللي' 'ب+تجي+ك' 'بعد+ها' 'راح' 'تشيل' 'ال+استهتار' 'من' 'جذور+ه' 'EOS']","['PART' 'V+PRON' 'NOUN+NSUFF' 'NOUN' 'NOUN+PRON' 'DET+ADJ' 'CONJ+V' 'PART'
 'DET+NOUN+NSUFF' 'PART' 'PROG_PART+V+PRON' 'NOUN+PRON' 'FUT_PART' 'V'
 'DET+NOUN' 'PREP' 'NOUN+PRON' 'EOS']"
5,A,"['الحين' 'مو' 'على' 'اساس' 'نص' 'السعوديه' 'في' 'دبي' '،' 'طيب'
 'والززززززززحممممممةةةةةةةة' 'هاذذذذي' 'ليييييييشششششش' '؟' 'EOS']","['الحين' 'مو' 'على' 'اساس' 'نص' 'ال+سعودي+ه' 'في' 'دبي' '،' 'طيب'
 'و+ال+ززززززززحمممممم+ةةةةةةةة' 'هاذذذذي' 'ليييييييشششششش' '؟' 'EOS']","['NOUN' 'PART' 'PREP' 'NOUN' 'NOUN' 'DET+NOUN+NSUFF' 'PREP' 'NOUN' 'PUNC'
 'ADJ' 'CONJ+DET+NOUN+NSUFF' 'PRON' 'PART' 'PUNC' 'EOS']"
1,B,"['شكله' 'بس' 'احنا' 'اللي' 'مب' 'لازم' 'نتغدا' 'سمك' 'يوم' 'الجمعه' '!'
 'ماش' 'شكلنا' 'مب' 'سعوديين' '?' '?' '?' '?' 'EOS']","['شكل+ه' 'بس' 'احنا' 'اللي' 'مب' 'لازم' 'نتغدا' 'سمك' 'يوم' 'ال+جمع+ه' '!'
 'ماش' 'شكل+نا' 'مب' 'سعودي+ين' '?' '?' '?' '?' 'EOS']","['NOUN+NSUFF' 'PART' 'PRON' 'PART' 'PART' 'ADJ' 'V' 'NOUN' 'NOUN'
 'DET+NOUN+NSUFF' 'PUNC' 'ADJ' 'NOUN+PRON' 'PART' 'NOUN+PRON' 'PUNC'
 'PUNC' 'PUNC' 'PUNC' 'EOS']"
3,A,"['شربت' 'من' 'عرق' 'ابوي' 'و' 'عرق' 'جداني' 'من' 'الطناخه' 'وايضا'
 'الانحياديه' 'صحيح' 'انا' 'بنت' 'يااللي' 'تجهل' 'اوطاني' 'لكن' 'ربيت'
 'بعلوم' 'المرجلانيه' 'ايه' 'بالله' '?' '?' '""' 'EOS']","['شرب+ت' 'من' 'عرق' 'ابو+ي' 'و' 'عرق' 'جدان+ي' 'من' 'ال+طناخ+ه' 'و+ايض+ا'
 'ال+انحيادي+ه' 'صحيح' 'انا' 'بنت' 'يا+اللي' 'تجهل' 'اوطان+ي' 'لكن'
 'ربي+ت' 'ب+علوم' 'ال+مرجلاني+ه' 'ايه' 'ب+الله' '?' '?' '""' 'EOS']","['V+PRON' 'PREP' 'NOUN' 'NOUN+PRON' 'CONJ' 'NOUN' 'NOUN+PRON' 'PREP'
 'DET+ADJ+NSUFF' 'CONJ+ADV+CASE' 'DET+ADJ+NSUFF' 'ADJ' 'PRON' 'NOUN'
 'PART+PART' 'V' 'NOUN+PRON' 'CONJ' 'V+PRON' 'PREP+NOUN' 'DET+ADJ+NSUFF'
 'PART' 'PREP+NOUN' 'PUNC' 'PUNC' 'PUNC' 'EOS']"
1,A,"['الجنون' 'عيون' '.' '..' 'وعيونك' 'وطن' 'والوطن' 'من' 'غير' 'عينك' 'وش'
 'يكون' '؟' 'لا' 'شوارع' '،' 'لا' 'اماني' '،' 'لا' 'سكن' 'لا' 'حياة' '،'
 'ولا' 'ممات' '،' 'ولا' 'طعون' '!' '!' 'EOS']","['ال+جنون' 'عيون' '.' '..' 'و+عيون+ك' 'وطن' 'و+ال+وطن' 'من' 'غير' 'عين+ك'
 'وش' 'يكون' '؟' 'لا' 'شوارع' '،' 'لا' 'اماني' '،' 'لا' 'سكن' 'لا' 'حيا+ة'
 '،' 'و+لا' 'ممات' '،' 'و+لا' 'طعون' '!' '!' 'EOS']","['DET+NOUN' 'NOUN' 'PUNC' 'PUNC' 'CONJ+NOUN+PRON' 'NOUN' 'CONJ+DET+NOUN'
 'PREP' 'NOUN' 'NOUN+PRON' 'PART' 'V' 'PUNC' 'PART' 'NOUN' 'PUNC' 'PART'
 'NOUN' 'PUNC' 'PART' 'NOUN' 'PART' 'NOUN+NSUFF' 'PUNC' 'CONJ+PART' 'NOUN'
 'PUNC' 'CONJ+PART' 'NOUN' 'PUNC' 'PUNC' 'EOS']"
5,B,"['اللي' 'يدقق' 'في' 'كلامي' 'بيقراك' 'واللي' 'يركز' 'في' 'عيوني' 'بيشوفك'
 'EOS']","['اللي' 'يدقق' 'في' 'كلام+ي' 'ب+يقرا+ك' 'و+اللي' 'يركز' 'في' 'عيون+ي'
 'ب+يشوف+ك' 'EOS']","['PART' 'V' 'PREP' 'NOUN+PRON' 'PROG_PART+V+PRON' 'CONJ+PART' 'V' 'PREP'
 'NOUN+PRON' 'PROG_PART+V+PRON' 'EOS']"
5,A,"['مافي' 'ابشع' 'من' 'شعور' 'تعطي' 'شخص' 'من' 'كل' 'قلبك' 'وبالأخير'
 'تلاقي' 'نفسك' 'مثل' 'اي' 'وآحد' 'عنده' 'EOS']","['ما+في' 'ابشع' 'من' 'شعور' 'تعطي' 'شخص' 'من' 'كل' 'قلب+ك' 'و+ب+ال+أخير'
 'تلاقي' 'نفس+ك' 'مثل' 'اي' 'وآحد' 'عند+ه' 'EOS']","['PART+PREP' 'ADJ' 'PREP' 'NOUN' 'V' 'NOUN' 'PREP' 'NOUN' 'NOUN+PRON'
 'CONJ+PREP+DET+ADJ' 'V' 'NOUN+PRON' 'NOUN' 'PART' 'NOUN' 'NOUN+PRON'
 'EOS']"
3,A,"['اللي' 'عنده' 'اي' 'كتاب' '(' 'نظم' 'تعليم' ')' 'و' 'متكلم' 'فيه' 'عن'
 '(' 'اسكد' ')' 'التلفزيون' 'الدولي' 'المقنن' 'لالتعليم' 'من' 'اليونيسكو'
 '(' 'غير' 'اللي' 'في' 'النت' ')' 'يساعدنا' 'فيه' '?' '?' 'EOS']","['اللي' 'عند+ه' 'اي' 'كتاب' '(' 'نظم' 'تعليم' ')' 'و' 'متكلم' 'في+ه' 'عن'
 '(' 'اسكد' ')' 'ال+تلفزيون' 'ال+دولي' 'ال+مقنن' 'ل+ال+تعليم' 'من'
 'ال+يونيسكو' '(' 'غير' 'اللي' 'في' 'ال+نت' ')' 'يساعد+نا' 'في+ه' '?' '?'
 'EOS']","['PART' 'NOUN+PRON' 'PART' 'NOUN' 'PUNC' 'NOUN' 'NOUN' 'PUNC' 'CONJ' 'ADJ'
 'PREP+PRON' 'PREP' 'PUNC' 'NOUN' 'PUNC' 'DET+NOUN' 'DET+NOUN' 'DET+ADJ'
 'PREP+DET+NOUN' 'PREP' 'DET+NOUN' 'PUNC' 'NOUN' 'PART' 'PREP' 'DET+NOUN'
 'PUNC' 'V+PRON' 'PREP+PRON' 'PUNC' 'PUNC' 'EOS']"
1,A,"['لما' 'اجي' 'واحسسك' 'ب' 'اهتمامي' 'واقعد' 'اراضيك' 'لاتصير' 'تعاملني'
 'ببرود' 'عشان' 'مااكرهك' 'وصل' 'EOS']","['لما' 'اجي' 'و+احسس+ك' 'ب' 'اهتمام+ي' 'و+اقعد' 'اراضي+ك' 'لا+تصير'
 'تعامل+ني' 'ب+برود' 'عشان' 'ما+اكرهك' 'وصل' 'EOS']","['PART' 'V' 'CONJ+V+PRON' 'PREP' 'NOUN+PRON' 'CONJ+V' 'V+PRON' 'PART+V'
 'V+PRON' 'PREP+ADJ' 'PART' 'PART+V' 'V' 'EOS']"
3,A,"['اللي' 'مخترع' 'حركة' 'الشحن' 'برقم' 'الهويه' '.' 'ما' 'أقول' 'إلا'
 'الله' 'يشغلك' 'في' 'نفسك' 'ويجعلك' 'إذا' 'تثاوبت' 'ماتقدر' 'تصك' 'فمك'
 'إلا' 'برقم' 'الهيكل' 'حق' 'سيارتك' '""' '?' 'EOS']","['اللي' 'مخترع' 'حرك+ة' 'ال+شحن' 'ب+رقم' 'ال+هوي+ه' '.' 'ما' 'أقول' 'إلا'
 'الله' 'يشغل+ك' 'في' 'نفس+ك' 'و+يجعل+ك' 'إذا' 'تثاوب+ت' 'ما+تقدر' 'تصك'
 'فم+ك' 'إلا' 'ب+رقم' 'ال+هيكل' 'حق' 'سيار+ت+ك' '""' '?' 'EOS']","['PART' 'ADJ' 'NOUN+NSUFF' 'DET+NOUN' 'PREP+NOUN' 'DET+NOUN+NSUFF' 'PUNC'
 'PART' 'V' 'PART' 'NOUN' 'V+PRON' 'PREP' 'NOUN+PRON' 'CONJ+V+PRON' 'PART'
 'V+PRON' 'PART+V' 'V' 'NOUN+PRON' 'PART' 'PREP+NOUN' 'DET+NOUN' 'NOUN'
 'NOUN+NSUFF+PRON' 'PUNC' 'PUNC' 'EOS']"
2,B,"['كلهم' 'يرجعون' '!' 'بس' 'يرجعون' 'بالوقت' 'الخطأ' 'بالوقت' 'اللي' 'م'
 'عاد' 'لهم' 'مكان' 'فيه' 'و' 'صار' 'وجودهم' 'وعدمهم' 'واحد' 'EOS']","['كل+هم' 'يرجع+ون' '!' 'بس' 'يرجع+ون' 'ب+ال+وقت' 'ال+خطأ' 'ب+ال+وقت'
 'اللي' 'م' 'عاد' 'ل+هم' 'مكان' 'في+ه' 'و' 'صار' 'وجود+هم' 'و+عدم+هم'
 'واحد' 'EOS']","['NOUN+PRON' 'V+PRON' 'PUNC' 'PART' 'V+PRON' 'PREP+DET+NOUN' 'DET+NOUN'
 'PREP+DET+NOUN' 'PART' 'PART' 'V' 'PREP+PRON' 'NOUN' 'PREP+PRON' 'CONJ'
 'V' 'NOUN+PRON' 'CONJ+NOUN+PRON' 'NOUN' 'EOS']"
5,B,"['انا' 'طول' 'وقتي' 'يا' 'نايم' 'يا' 'مزكم' 'يا' 'افكر' 'بأشياء' 'مستحيل'
 'تصير' 'EOS']","['انا' 'طول' 'وقت+ي' 'يا' 'نايم' 'يا' 'مزكم' 'يا' 'افكر' 'ب+أشياء'
 'مستحيل' 'تصير' 'EOS']","['PRON' 'NOUN' 'NOUN+PRON' 'PART' 'ADJ' 'PART' 'ADJ' 'PART' 'V'
 'PREP+NOUN' 'ADJ' 'V' 'EOS']"
3,B,"['في' 'علاقة' 'بحياتي' 'كلما' 'اتجاهلها' 'اكتشف' 'اني' 'اتورط' 'فيها'
 'اكثر' '.' '....' 'ي' 'شين' 'اللي' 'يتعلق' 'بشي' 'مابوه' 'شي' 'على' 'سنع'
 'EOS']","['في' 'علاق+ة' 'ب+حيا+ت+ي' 'كلما' 'اتجاهل+ها' 'اكتشف' 'ان+ي' 'اتورط'
 'في+ها' 'اكثر' '.' '....' 'ي' 'شين' 'اللي' 'يتعلق' 'ب+شي' 'ما+بو+ه' 'شي'
 'على' 'سنع' 'EOS']","['PREP' 'NOUN+NSUFF' 'PREP+NOUN+NSUFF+PRON' 'PART' 'V+PRON' 'V'
 'PART+PRON' 'V' 'PREP+PRON' 'ADJ' 'PUNC' 'PUNC' 'PART' 'ADJ' 'PART' 'V'
 'PREP+NOUN' 'PART+PREP+PRON' 'NOUN' 'PREP' 'ADJ' 'EOS']"
5,A,"['توني' 'استوعب' 'ان' 'هذا' 'اول' 'سمستر' 'بحياتي' 'كلها' 'من' 'التمهيدي'
 'الى' 'الانجليزي' 'اللي' 'ما' 'ادرس' 'فيه' 'ماث' '.' '..' 'ياارب' 'لك'
 'الحمد' 'اللهم' 'زد' 'وبارك' '?' '?' '?' '?' '?' 'EOS']","['تو+ني' 'استوعب' 'ان' 'هذا' 'اول' 'سمستر' 'ب+حيا+ت+ي' 'كل+ها' 'من'
 'ال+تمهيد+ي' 'الى' 'ال+انجليزي' 'اللي' 'ما' 'ادرس' 'في+ه' 'ماث' '.' '..'
 'ياا+رب' 'ل+ك' 'ال+حمد' 'اللهم' 'زد' 'و+بارك' '?' '?' '?' '?' '?' 'EOS']","['NOUN+PRON' 'V' 'PART' 'PRON' 'NOUN' 'NOUN' 'PREP+NOUN+NSUFF+PRON'
 'NOUN+PRON' 'PREP' 'DET+NOUN+NSUFF' 'PREP' 'DET+NOUN' 'PART' 'PART' 'V'
 'PREP+PRON' 'NOUN' 'PUNC' 'PUNC' 'PART+NOUN' 'PREP+PRON' 'DET+NOUN'
 'NOUN' 'V' 'CONJ+V' 'PUNC' 'PUNC' 'PUNC' 'PUNC' 'PUNC' 'EOS']"
1,B,"['طيعي' 'شوري' 'و' 'اتركيها' 'مرايتك' '!' 'هاك' 'عيني' 'شوفي' 'حسنك' 'لو'
 'تبين' '؟' 'EOS']","['طيع+ي' 'شور+ي' 'و' 'اترك+ي+ها' 'مراي+ت+ك' '!' 'ها+ك' 'عين+ي' 'شوف+ي'
 'حسن+ك' 'لو' 'تبين' '؟' 'EOS']","['V+PRON' 'NOUN+PRON' 'CONJ' 'V+PRON+PRON' 'NOUN+NSUFF+PRON' 'PUNC'
 'V+PRON' 'NOUN+PRON' 'V+PRON' 'NOUN+PRON' 'PART' 'V' 'PUNC' 'EOS']"
3,A,"['تطفي' 'اللمبات' 'وتشغل' 'البريد' 'وتقول' 'ليش' 'نايمين' 'يا' 'بنات' '!'
 'أنتي' 'زين' 'ما' 'تسمعين' 'شخير' '!' 'ههههههههههههههههههههههههه' 'EOS']","['تطفي' 'ال+لمب+ات' 'و+تشغل' 'ال+بريد' 'و+تقول' 'ليش' 'نايم+ين' 'يا'
 'بنات' '!' 'أنت+ي' 'زين' 'ما' 'تسمع+ين' 'شخير' '!'
 'ههههههههههههههههههههههههه' 'EOS']","['V' 'DET+NOUN+NSUFF' 'CONJ+V' 'DET+NOUN' 'CONJ+V' 'PART' 'ADJ+PRON'
 'PART' 'NOUN' 'PUNC' 'PRON+NSUFF' 'ADJ' 'PART' 'V+PRON' 'NOUN' 'PUNC'
 'EMOT' 'EOS']"
2,B,"['وين' 'كلمه' 'احبك' 'وين' 'ذاك' 'الغرام' 'ليش' 'نزلت' 'قدرك' 'عقب' 'مانت'
 'ارتفعت' 'آآآآه' 'ياقو' 'قلبك' 'لك' 'عيونن' 'تنام' 'تجرح' 'اللي' 'يحبك'
 'بالكلام' 'وقطعت' '#حمد_السعيد' 'EOS']","['وين' 'كلم+ه' 'احب+ك' 'وين' 'ذاك' 'ال+غرام' 'ليش' 'نزل+ت' 'قدر+ك' 'عقب'
 'م+انت' 'ارتفع+ت' 'آآآآه' 'يا+قو' 'قلب+ك' 'ل+ك' 'عيون+ن' 'تنام' 'تجرح'
 'اللي' 'يحب+ك' 'ب+ال+كلام' 'و+قطع+ت' '#حمد_السعيد' 'EOS']","['PART' 'NOUN+NSUFF' 'V+PRON' 'PART' 'PRON' 'DET+NOUN' 'PART' 'V+PRON'
 'NOUN+PRON' 'NOUN' 'PART+PRON' 'V+PRON' 'EMOT' 'PART+NOUN' 'NOUN+PRON'
 'PREP+PRON' 'NOUN+NSUFF' 'V' 'V' 'PART' 'V+PRON' 'PREP+DET+NOUN'
 'CONJ+V+PRON' 'HASH' 'EOS']"
3,B,"['ابي' 'اطلع' 'بكوكب' 'لحالي' 'ايه' 'ابي' 'العزله' 'مابي' 'النفاق' '.'
 'EOS']","['ابي' 'اطلع' 'ب+كوكب' 'ل+حال+ي' 'ايه' 'ابي' 'ال+عزل+ه' 'ما+بي' 'ال+نفاق'
 '.' 'EOS']","['V' 'V' 'PREP+NOUN' 'PREP+NOUN+PRON' 'PART' 'V' 'DET+NOUN+NSUFF' 'PART+V'
 'DET+NOUN' 'PUNC' 'EOS']"
2,A,"['وقولوا' 'بسم' 'الله' 'عل' 'غزال' 'طب' 'قولوا' 'بسم' 'الله' '.' '..' '^'
 'هالأغنيه' 'لو' 'تشوفون' 'يا' 'عيال' 'بعض' 'الحريم' 'كيف' 'يرقصونها'
 'تسجدة' 'سجدت' 'شكر' 'على' 'انك' 'ولد' 'EOS']","['و+قول+وا' 'بسم' 'الله' 'عل' 'غزال' 'طب' 'قول+وا' 'بسم' 'الله' '.' '..'
 '^' 'ه+ال+أغني+ه' 'لو' 'تشوف+ون' 'يا' 'عيال' 'بعض' 'ال+حريم' 'كيف'
 'يرقص+ون+ها' 'تسجد+ة' 'سجد+ت' 'شكر' 'على' 'ان+ك' 'ولد' 'EOS']","['CONJ+V+PRON' 'NOUN' 'NOUN' 'PREP' 'NOUN' 'V' 'V+PRON' 'NOUN' 'NOUN'
 'PUNC' 'PUNC' 'PUNC' 'PRON+DET+NOUN+NSUFF' 'PART' 'V+PRON' 'PART' 'NOUN'
 'NOUN' 'DET+NOUN' 'PART' 'V+PRON+PRON' 'V+NSUFF' 'NOUN+NSUFF' 'NOUN'
 'PREP' 'PART+PRON' 'NOUN' 'EOS']"
5,A,"['#افتخر_اني_ولا_مرة' 'جلست' 'أتميلح' 'عند' 'هامور' 'عشان' 'يعزز' 'لي'
 'EOS']","['#افتخر_اني_ولا_مرة' 'جلس+ت' 'أتميلح' 'عند' 'هامور' 'عشان' 'يعزز' 'ل+ي'
 'EOS']",['HASH' 'V+PRON' 'V' 'NOUN' 'ADJ' 'PART' 'V' 'PREP+PRON' 'EOS']
