fold,subfold,words,segments,pos_tags
3,A,"['مش' 'معنى' 'ان' 'حد' 'بيضحك' 'كتير' 'يبقى' 'سعيد' 'يمكن' 'بيضحك' 'كتير'
 'من' 'همه' 'الكبير' 'بيضحك' 'عشان' 'يبعد' 'عن' 'حزنه' 'ويعمل' 'نفسه'
 'ناسيه' 'EOS']","['مش' 'معنى' 'ان' 'حد' 'ب+يضحك' 'كتير' 'يبقى' 'سعيد' 'يمكن' 'ب+يضحك'
 'كتير' 'من' 'هم+ه' 'ال+كبير' 'ب+يضحك' 'عشان' 'يبعد' 'عن' 'حزن+ه' 'و+يعمل'
 'نفس+ه' 'ناسي+ه' 'EOS']","['PART' 'NOUN' 'PART' 'NOUN' 'PROG_PART+V' 'ADJ' 'V' 'ADJ' 'V'
 'PROG_PART+V' 'ADJ' 'PREP' 'NOUN+PRON' 'DET+ADJ' 'PROG_PART+V' 'PART' 'V'
 'PREP' 'NOUN+PRON' 'CONJ+V' 'NOUN+PRON' 'ADJ+PRON' 'EOS']"
5,A,"['الاول' 'كنا' 'بعد' 'ماحد' 'ياخد' 'اخلاء' 'سبيل' 'او' 'براءة' 'ندعي' 'ان'
 'النيابة' 'ماتستأنفش' 'دلوقتي' 'بندعي' 'كمان' 'ان' 'امن' 'الدولة' 'ما'
 'ياخدوهوش' '#سيسي_لاند' '#بلالا' 'EOS']","['ال+اول' 'كن+ا' 'بعد' 'ما+حد' 'ياخد' 'اخلاء' 'سبيل' 'او' 'براء+ة' 'ندعي'
 'ان' 'ال+نياب+ة' 'ما+تستأنف+ش' 'دلوقتي' 'ب+ندعي' 'كمان' 'ان' 'امن'
 'ال+دول+ة' 'ما' 'ياخد+و+هو+ش' '#سيسي_لاند' '#بلالا' 'EOS']","['DET+NUM' 'V+PRON' 'NOUN' 'PART+NOUN' 'V' 'NOUN' 'NOUN' 'CONJ'
 'NOUN+NSUFF' 'V' 'PART' 'DET+NOUN+NSUFF' 'PART+V+NEG_PART' 'NOUN'
 'PROG_PART+V' 'ADV' 'PART' 'NOUN' 'DET+NOUN+NSUFF' 'PART'
 'V+PRON+PRON+NEG_PART' 'HASH' 'HASH' 'EOS']"
5,A,"['مفيش' 'اوحش' 'من' 'انك' 'تكون' 'شخص' 'مزاجي' 'تفاصيل' 'صغيرة' 'ممكن'
 'تخليك' 'طاير' 'من' 'الفرحة' '.' '.' '.' 'وكلمة' 'صغيرة' 'بردو' 'تنزلك'
 'لسابع' 'ارض' 'وتكئبك' '.' '.' '!' 'EOS']","['م+في+ش' 'اوحش' 'من' 'ان+ك' 'تكون' 'شخص' 'مزاجي' 'تفاصيل' 'صغير+ة' 'ممكن'
 'تخل+ي+ك' 'طاير' 'من' 'ال+فرح+ة' '.' '.' '.' 'و+كلم+ة' 'صغير+ة' 'بردو'
 'تنزل+ك' 'ل+سابع' 'ارض' 'و+تكئب+ك' '.' '.' '!' 'EOS']","['PART+PREP+NEG_PART' 'ADJ' 'PREP' 'PART+PRON' 'V' 'NOUN' 'ADJ' 'NOUN'
 'ADJ+NSUFF' 'ADJ' 'V+PRON+PRON' 'ADJ' 'PREP' 'DET+NOUN+NSUFF' 'PUNC'
 'PUNC' 'PUNC' 'CONJ+NOUN+NSUFF' 'ADJ+NSUFF' 'ADV' 'V+PRON' 'PREP+NUM'
 'NOUN' 'CONJ+V+PRON' 'PUNC' 'PUNC' 'PUNC' 'EOS']"
4,A,"['عارف' 'انت' 'الصحاب' 'الجدعة' 'دى' 'اللى' 'بتحبلك' 'الخير' 'و' 'دايسة'
 'معاك' 'ف' 'كل' 'حاجة' '!' '!' '؟' 'عارفهم' '؟' 'طب' 'و' 'النبى' 'معندكش'
 'اتنيين' 'سلف' 'أكمل' 'معاهم' 'بقية' 'عمرى' '=)' 'EOS']","['عارف' 'انت' 'ال+صحاب' 'ال+جدع+ة' 'دى' 'اللى' 'ب+تحب+ل+ك' 'ال+خير' 'و'
 'دايس+ة' 'معا+ك' 'ف' 'كل' 'حاج+ة' '!' '!' '؟' 'عارف+هم' '؟' 'طب' 'و'
 'ال+نبى' 'م+عند+ك+ش' 'اتن+يين' 'سلف' 'أكمل' 'معا+هم' 'بقي+ة' 'عمر+ى' '=)'
 'EOS']","['ADJ' 'PRON' 'DET+NOUN' 'DET+ADJ+NSUFF' 'PRON' 'PART'
 'PROG_PART+V+PREP+PRON' 'DET+NOUN' 'CONJ' 'ADJ+NSUFF' 'NOUN+PRON' 'PREP'
 'NOUN' 'NOUN+NSUFF' 'PUNC' 'PUNC' 'PUNC' 'ADJ+PRON' 'PUNC' 'ADJ' 'CONJ'
 'DET+NOUN' 'PART+NOUN+PRON+NEG_PART' 'NUM+NSUFF' 'NOUN' 'V' 'NOUN+PRON'
 'NOUN+NSUFF' 'NOUN+PRON' 'EMOT' 'EOS']"
3,A,"['@MahaMaamoun' 'فى' 'ناس' 'بسيطة' 'كانوا' 'بيستلفوا' 'علشان' 'يجيبوا'
 'اكل' 'لعيالهم' 'والى' 'محبوسين' 'معاهم' 'من' 'الشباب' 'علشان' 'فى' 'ناس'
 'مبيجلهاش' 'حد' 'حاجة' 'مؤلمة' 'EOS']","['@MahaMaamoun' 'فى' 'ناس' 'بسيط+ة' 'كان+وا' 'ب+يستلف+وا' 'علشان'
 'يجيب+وا' 'اكل' 'ل+عيال+هم' 'و+الى' 'محبوس+ين' 'معا+هم' 'من' 'ال+شباب'
 'علشان' 'فى' 'ناس' 'م+ب+يج+ل+ها+ش' 'حد' 'حاج+ة' 'مؤلم+ة' 'EOS']","['MENTION' 'PREP' 'NOUN' 'ADJ+NSUFF' 'V+PRON' 'PROG_PART+V+PRON' 'PART'
 'V+PRON' 'NOUN' 'PREP+NOUN+PRON' 'CONJ+PART' 'ADJ+NSUFF' 'NOUN+PRON'
 'PREP' 'DET+NOUN' 'PART' 'PREP' 'NOUN'
 'PART+PROG_PART+V+PREP+PRON+NEG_PART' 'NOUN' 'NOUN+NSUFF' 'ADJ+NSUFF'
 'EOS']"
4,A,"['بيقولوا' 'اللي' 'بيحبك' 'هيبقى' 'على' 'طبيعته' 'معاك' '!' 'بس' 'اللي'
 'بيعشقك' 'بقا' 'هيعمل' 'حاجات' 'مش' 'من' 'طبيعته' 'انه' 'يعملها' 'عشان'
 'بس' 'يرضيك' 'و' 'يعجبك' '!' 'EOS']","['ب+يقول+وا' 'اللي' 'ب+يحب+ك' 'ه+يبقى' 'على' 'طبيع+ت+ه' 'معا+ك' '!' 'بس'
 'اللي' 'ب+يعشق+ك' 'بقا' 'ه+يعمل' 'حاج+ات' 'مش' 'من' 'طبيع+ت+ه' 'ان+ه'
 'يعمل+ها' 'عشان' 'بس' 'يرضي+ك' 'و' 'يعجب+ك' '!' 'EOS']","['PROG_PART+V+PRON' 'PART' 'PROG_PART+V+PRON' 'FUT_PART+V' 'PREP'
 'NOUN+PRON+PRON' 'NOUN+PRON' 'PUNC' 'PART' 'PART' 'PROG_PART+V+PRON'
 'ADV' 'FUT_PART+V' 'NOUN+NSUFF' 'PART' 'PREP' 'NOUN+NSUFF+PRON'
 'PART+PRON' 'V+PRON' 'PART' 'ADV' 'V+PRON' 'CONJ' 'V+PRON' 'PUNC' 'EOS']"
5,A,"['بتحب' 'حد' 'روح' 'قوله' '،' 'مش' 'تقول' 'لأمه' 'لا' 'إله' 'إلا' 'الله'
 'وهو' 'لأ' '.' '.' '.' 'ولو' 'بتكره' 'حد' 'ابعد' 'عنه' 'وكش' 'مضطر'
 'تعيش' 'حياتك' 'في' 'تمثيل' '.' '.' '.' 'زعلان' 'من' 'حد' 'روح' 'صفي'
 'أمورك' 'معاه' 'EOS']","['ب+تحب' 'حد' 'روح' 'قو+ل+ه' '،' 'مش' 'تقول' 'ل+أم+ه' 'لا' 'إله' 'إلا'
 'الله' 'و+هو' 'لأ' '.' '.' '.' 'و+لو' 'ب+تكره' 'حد' 'ابعد' 'عن+ه' 'و+كش'
 'مضطر' 'تعيش' 'حيا+ت+ك' 'في' 'تمثيل' '.' '.' '.' 'زعلان' 'من' 'حد' 'روح'
 'صف+ي' 'أمور+ك' 'معا+ه' 'EOS']","['PROG_PART+V' 'NOUN' 'V' 'V+PREP+PRON' 'PUNC' 'PART' 'V'
 'PREP+NOUN+NSUFF' 'PART' 'NOUN' 'PART' 'NOUN' 'CONJ+PRON' 'PART' 'PUNC'
 'PUNC' 'PUNC' 'CONJ+PART' 'PROG_PART+V' 'NOUN' 'V' 'PREP+PRON'
 'CONJ+PART' 'ADJ' 'V' 'NOUN+NSUFF+PRON' 'PREP' 'NOUN' 'PUNC' 'PUNC'
 'PUNC' 'ADJ' 'PREP' 'NOUN' 'V' 'V+PRON' 'NOUN+PRON' 'NOUN+PRON' 'EOS']"
5,A,"['عايزة' 'أفضفض' 'من' 'غير' 'ماحد' 'يقول' 'لي' 'معلش' 'أو' 'فُكك' 'أو'
 'نفضي' '.' '.' 'وده' 'مُستحيل' '.' '.' 'فبما' 'إنك' 'سبب' 'قرفي' 'فتعالى'
 'أفضفضلك' 'إنتَ' 'وحللي' 'مشاكلنا' '!' 'EOS']","['عايز+ة' 'أفضفض' 'من' 'غير' 'ما+حد' 'يقول' 'ل+ي' 'معلش' 'أو' 'فك+ك' 'أو'
 'نفض+ي' '.' '.' 'و+ده' 'مستحيل' '.' '.' 'ف+ب+ما' 'إن+ك' 'سبب' 'قرف+ي'
 'ف+تعال+ى' 'أفضفض+ل+ك' 'إنت' 'و+حل+ل+ي' 'مشاكل+نا' '!' 'EOS']","['ADJ+NSUFF' 'V' 'PREP' 'NOUN' 'PART+NOUN' 'V' 'PREP+PRON' 'NOUN' 'CONJ'
 'V+PRON' 'CONJ' 'V+PRON' 'PUNC' 'PUNC' 'CONJ+PRON' 'ADJ' 'PUNC' 'PUNC'
 'CONJ+PREP+PART' 'PART+PRON' 'NOUN' 'NOUN+PRON' 'CONJ+V+PRON'
 'V+PREP+PRON' 'PRON' 'CONJ+V+PREP+PRON' 'NOUN+PRON' 'PUNC' 'EOS']"
1,A,"['الواحد' 'لما' 'بينام' 'كتير' '،' 'بيحلم' 'بأحلام' '-' 'هيا' 'في'
 'الأغلب' 'هلاوس' 'او' 'حاجات' 'تانية' '،' 'بس' 'المهم' 'مش' 'أحلام'
 'يعني' '-' 'مالهمش' 'اي' 'علاقة' 'ببعض' '،' 'متتالية' '،' 'وغير' 'منطقية'
 '.' 'EOS']","['ال+واحد' 'لما' 'ب+ينام' 'كتير' '،' 'ب+يحلم' 'ب+أحلام' '-' 'هيا' 'في'
 'ال+أغلب' 'هلاوس' 'او' 'حاج+ات' 'تاني+ة' '،' 'بس' 'ال+مهم' 'مش' 'أحلام'
 'يعني' '-' 'ما+ل+هم+ش' 'اي' 'علاق+ة' 'ب+بعض' '،' 'متتالي+ة' '،' 'و+غير'
 'منطقي+ة' '.' 'EOS']","['DET+NOUN' 'PART' 'PROG_PART+V' 'ADJ' 'PUNC' 'PROG_PART+V' 'PREP+NOUN'
 'PUNC' 'PRON' 'PREP' 'DET+ADJ' 'NOUN' 'CONJ' 'NOUN+NSUFF' 'ADJ+NSUFF'
 'PUNC' 'PART' 'DET+ADJ' 'PART' 'NOUN' 'ADV' 'PUNC'
 'PART+PREP+PRON+NEG_PART' 'NOUN' 'NOUN+NSUFF' 'PREP+NOUN' 'PUNC'
 'NOUN+NSUFF' 'PUNC' 'CONJ+PART' 'ADJ+NSUFF' 'PUNC' 'EOS']"
3,A,"['ف' 'حاجه' 'ظريفه' 'انا' 'شيرت' 'اغنيه' 'رنوش' 'ع' 'صفحات' 'الموضه'
 'والاكل' 'وجابت' 'رودو' 'فعل' 'حلوة' 'خصوصا' 'بتاعت' 'الاكل' 'اللى'
 'عنده' 'بقى' 'بيج' 'تانى' 'يقولى' '#RanaSamahaTeam' 'EOS']","['ف' 'حاج+ه' 'ظريف+ه' 'انا' 'شير+ت' 'اغني+ه' 'رنوش' 'ع' 'صفح+ات'
 'ال+موض+ه' 'و+ال+اكل' 'و+جاب+ت' 'رودو' 'فعل' 'حلو+ة' 'خصوص+ا' 'بتاع+ت'
 'ال+اكل' 'اللى' 'عند+ه' 'بقى' 'بيج' 'تانى' 'يقو+ل+ى' '#RanaSamahaTeam'
 'EOS']","['PREP' 'NOUN+NSUFF' 'ADJ+NSUFF' 'PRON' 'V+PRON' 'NOUN+NSUFF' 'NOUN'
 'PREP' 'NOUN+NSUFF' 'DET+NOUN+NSUFF' 'CONJ+DET+NOUN' 'CONJ+V+PRON' 'NOUN'
 'NOUN' 'ADJ+NSUFF' 'NOUN+CASE' 'NOUN+NSUFF' 'DET+NOUN' 'PART' 'NOUN+PRON'
 'ADV' 'NOUN' 'ADJ' 'V+PREP+PRON' 'HASH' 'EOS']"
2,A,"['الدنيـــا' 'دى' 'عبارة' 'عن' 'امتحان' 'و' 'احنا' 'فيه' 'يوم' 'ما'
 'الامتحان' 'دة' 'بيخلص' 'حياه' 'الانسان' 'كمان' 'بتخلص' 'ساعتها' 'بقى'
 'بيروح' 'يجيب' 'نتيجتة' '.' '.' 'EOS']","['ال+دنيا' 'دى' 'عبار+ة' 'عن' 'امتحان' 'و' 'احنا' 'في+ه' 'يوم' 'ما'
 'ال+امتحان' 'دة' 'ب+يخلص' 'حيا+ه' 'ال+انسان' 'كمان' 'ب+تخلص' 'ساع+ت+ها'
 'بقى' 'ب+يروح' 'يجيب' 'نتيج+ت+ة' '.' '.' 'EOS']","['DET+NOUN' 'PRON' 'NOUN+NSUFF' 'PREP' 'NOUN' 'CONJ' 'PRON' 'PREP+PRON'
 'NOUN' 'PART' 'DET+NOUN' 'PRON' 'PROG_PART+V' 'NOUN+NSUFF' 'DET+NOUN'
 'ADV' 'PROG_PART+V' 'NOUN+NSUFF+PRON' 'ADV' 'PROG_PART+V' 'V'
 'NOUN+NSUFF+PRON' 'PUNC' 'PUNC' 'EOS']"
4,A,['لمـآ' 'تيجي' 'علي' 'نفسك' 'كتير' 'آعرف' 'أنك' 'مـآشي' 'غلط' ':)' 'EOS'],['لمآ' 'تيج+ي' 'علي' 'نفس+ك' 'كتير' 'آعرف' 'أن+ك' 'مآشي' 'غلط' ':)' 'EOS'],"['PART' 'V+PRON' 'PREP' 'NOUN+PRON' 'ADJ' 'V' 'PART+PRON' 'ADJ' 'NOUN'
 'EMOT' 'EOS']"
4,A,"['@HanyAEllatif' 'لو' 'ما' 'فيش' 'اڤورة' 'ما' 'فيش' 'مصريين' '.' '.'
 'ربنا' 'يخلينا' 'ونأڤور' 'كمان' 'وكمان' '.' '.' 'p:' 'EOS']","['@HanyAEllatif' 'لو' 'ما' 'في+ش' 'افور+ة' 'ما' 'في+ش' 'مصري+ين' '.' '.'
 'رب+نا' 'يخل+ي+نا' 'و+نأفور' 'كمان' 'و+كمان' '.' '.' 'p:' 'EOS']","['MENTION' 'PART' 'PART' 'PREP+NEG_PART' 'NOUN+NSUFF' 'PART'
 'PREP+NEG_PART' 'NOUN+NSUFF' 'PUNC' 'PUNC' 'NOUN+PRON' 'V+PRON+PRON'
 'CONJ+V' 'ADV' 'CONJ+ADV' 'PUNC' 'PUNC' 'EMOT' 'EOS']"
4,A,"['وبعدين' 'انتوا' 'ازاي' 'تبدأوا' 'دروس' 'من' 'قبل' 'الدراسة' '؟' 'ها' '؟'
 'يعني' 'ازاي' 'يكون' 'عندي' 'درس' 'النهاردة' '._.' 'EOS']","['و+بعدين' 'انتوا' 'ازاي' 'تبدأ+وا' 'دروس' 'من' 'قبل' 'ال+دراس+ة' '؟' 'ها'
 '؟' 'يعني' 'ازاي' 'يكون' 'عند+ي' 'درس' 'ال+نهارد+ة' '._.' 'EOS']","['CONJ+NOUN' 'PRON' 'PART' 'V+PRON' 'NOUN' 'PREP' 'NOUN' 'DET+NOUN+NSUFF'
 'PUNC' 'PART' 'PUNC' 'ADV' 'PART' 'V' 'NOUN+PRON' 'NOUN' 'DET+NOUN+NSUFF'
 'EMOT' 'EOS']"
