dialect,sentence_id,token_index,word,morphological_segment,pos_tag
Egyptian,1A_88,8,حاجة,حاج+ة,NOUN+NSUFF
Egyptian,1A_89,9,.,.,PUNC
Egyptian,1A_90,10,.,.,PUNC
Egyptian,1A_91,11,و,و,CONJ
Egyptian,1A_92,12,يعملها,يعمل+ها,V+PRON
Egyptian,1A_93,13,.,.,PUNC
Egyptian,1A_94,14,.,.,PUNC
Egyptian,1A_95,15,حتي,حتي,PART
Egyptian,1A_96,16,لو,لو,PART
Egyptian,1A_97,17,رخم,رخم,V
Egyptian,1A_98,18,و,و,CONJ
Egyptian,1A_99,19,قال,قال,V
Egyptian,1A_100,20,لأ,لأ,PART
Egyptian,1A_101,21,.,.,PUNC
Egyptian,1A_102,22,.,.,PUNC
Egyptian,1A_103,23,بحس,ب+حس,PROG_PART+V
Egyptian,1A_104,24,اني,ان+ي,PART+PRON
Egyptian,1A_105,25,شخصية,شخصي+ة,NOUN+NSUFF
Egyptian,1A_106,26,كدا,كدا,ADV
Egyptian,1A_107,27,و,و,CONJ
Egyptian,1A_108,28,بتسمع,ب+تسمع,PROG_PART+V
Egyptian,1A_109,29,كلامي,كلام+ي,NOUN+PRON
Egyptian,1A_110,30,^_^,^_^,EMOT
Egyptian,5A_111,1,@ahmedabodsheesh,@ahmedabodsheesh,MENTION
Egyptian,5A_112,2,يا,يا,PART
Egyptian,5A_113,3,باشا,باشا,NOUN
Egyptian,5A_114,4,دي,دي,PRON
Egyptian,5A_115,5,مش,مش,PART
Egyptian,5A_116,6,محتاجه,محتاج+ه,ADJ+NSUFF
Egyptian,5A_117,7,دراسه,دراس+ه,NOUN+NSUFF
Egyptian,5A_118,8,دي,دي,PRON
Egyptian,5A_119,9,بتبقي,ب+تبقي,PROG_PART+V
Egyptian,5A_120,10,موهبه,موهب+ه,NOUN+NSUFF
Egyptian,5A_121,11,عندك,عند+ك,NOUN+PRON
Egyptian,5A_122,12,مثلا,مثل+ا,NOUN+CASE
Egyptian,5A_123,13,عيلاء,عيلاء,NOUN
Egyptian,5A_124,14,صادق,صادق,NOUN
Egyptian,5A_125,15,و,و,CONJ
Egyptian,5A_126,16,صفوت,صفوت,NOUN
Egyptian,5A_127,17,حجازي,حجازي,NOUN
Egyptian,5A_128,18,دول,دول,PRON
Egyptian,5A_129,19,تفوقوا,تفوق+وا,V+PRON
Egyptian,5A_130,20,علي,علي,PREP
Egyptian,5A_131,21,استاذهم,استاذ+هم,NOUN+PRON
Egyptian,5A_132,22,صفوت,صفوت,NOUN
Egyptian,5A_133,23,الشريف,ال+شريف,DET+NOUN
Egyptian,5A_134,24,كبيرهم,كبير+هم,ADJ+PRON
Egyptian,2A_135,1,و,و,CONJ
Egyptian,2A_136,2,هو,هو,PRON
Egyptian,2A_137,3,في,في,PREP
Egyptian,2A_138,4,محامين,محام+ين,NOUN+NSUFF
Egyptian,2A_139,5,هيعبّرونا,ه+يعبر+و+نا,FUT_PART+V+PRON+PRON
Egyptian,2A_140,6,بعد,بعد,NOUN
Egyptian,2A_141,7,اعتقال,اعتقال,NOUN
Egyptian,2A_142,8,وتهديد,و+تهديد,CONJ+NOUN
Egyptian,2A_143,9,المحامين,ال+محام+ين,DET+NOUN+NSUFF
Egyptian,2A_144,10,اللي,اللي,PART
Egyptian,2A_145,11,بيدافعوا,ب+يدافع+وا,PROG_PART+V+PRON
Egyptian,2A_146,12,عن,عن,PREP
Egyptian,2A_147,13,المظلومين,ال+مظلوم+ين,DET+NOUN+NSUFF
Egyptian,2A_148,14,؟,؟,PUNC
Egyptian,2A_149,15,؟,؟,PUNC
Egyptian,2A_150,16,؟,؟,PUNC
Egyptian,2A_151,17,ده,ده,PRON
Egyptian,2A_152,18,غير,غير,NOUN
Egyptian,2A_153,19,المحامي,ال+محامي,DET+NOUN
Egyptian,2A_154,20,اللي,اللي,PART
Egyptian,2A_155,21,قتلوا,قتل+وا,V+PRON
Egyptian,2A_156,22,والدته,والد+ت+ه,NOUN+NSUFF+PRON
Egyptian,2A_157,23,!,!,PUNC
Egyptian,2A_158,24,@mohamedwaked,@mohamedwaked,MENTION
Egyptian,2A_159,25,@ANohan,@ANohan,MENTION
Egyptian,1A_160,1,معظم,معظم,NOUN
Egyptian,1A_161,2,الحاجات,ال+حاج+ات,DET+NOUN+NSUFF
Egyptian,1A_162,3,اللى,اللى,PART
Egyptian,1A_163,4,مبنقدرش,م+ب+نقدر+ش,PART+PROG_PART+V+NEG_PART
Egyptian,1A_164,5,نحكيها,نحكي+ها,V+PRON
Egyptian,1A_165,6,بنيجى,ب+نيجى,PROG_PART+V
Egyptian,1A_166,7,نكتبها,نكتب+ها,V+PRON
Egyptian,1A_167,8,هنا,هنا,ADV
Egyptian,1A_168,9,على,على,PREP
Egyptian,1A_169,10,الأقل,ال+أقل,DET+ADJ
Egyptian,1A_170,11,بتخفف,ب+تخفف,PROG_PART+V
Egyptian,1A_171,12,عنا,عن+ا,PREP+PRON
Egyptian,1A_172,13,شوية,شوي+ة,NOUN+NSUFF
Egyptian,1A_173,14,.,.,PUNC
Egyptian,5A_174,1,احنا,احنا,PRON
Egyptian,5A_175,2,بنزعل,ب+نزعل,PROG_PART+V
Egyptian,5A_176,3,لما,لما,PART
Egyptian,5A_177,4,ربنا,رب+نا,NOUN+PRON
Egyptian,5A_178,5,يبتلينا,يبتلي+نا,V+PRON
Egyptian,5A_179,6,أو,أو,CONJ
Egyptian,5A_180,7,تحصلنا,تحص+ل+نا,V+PREP+PRON
Egyptian,5A_181,8,حاجه,حاج+ه,NOUN+NSUFF
Egyptian,5A_182,9,وحشه,وحش+ه,ADJ+NSUFF
Egyptian,5A_183,10,!,!,PUNC
Egyptian,5A_184,11,مع,مع,NOUN
Egyptian,5A_185,12,ان,ان,PART
Egyptian,5A_186,13,ربنا,رب+نا,NOUN+PRON
Egyptian,5A_187,14,إذا,إذا,PART
Egyptian,5A_188,15,حب,حب,V
Egyptian,5A_189,16,عبد,عبد,NOUN
Egyptian,5A_190,17,ابتلاه,ابتلا+ه,V+PRON
Egyptian,5A_191,18,لتكفير,ل+تكفير,PREP+NOUN
Egyptian,5A_192,19,عن,عن,PREP
Egyptian,5A_193,20,ذنوبه,ذنوب+ه,NOUN+PRON
Egyptian,5A_194,21,-,-,PUNC
Egyptian,5A_195,22,يعني,يعني,ADV
Egyptian,5A_196,23,خاف,خاف,V
Egyptian,5A_197,24,لو,لو,PART
Egyptian,5A_198,25,ربنا,رب+نا,NOUN+PRON
Egyptian,5A_199,26,مش,مش,PART
Egyptian,5A_200,27,ابتلاك,ابتلا+ك,V+PRON
Egyptian,5A_201,28,.,.,PUNC
Egyptian,4A_202,1,(,(,PUNC
Egyptian,4A_203,2,6,6,NUM
Egyptian,4A_204,3,),),PUNC
Egyptian,4A_205,4,مش,مش,PART
Egyptian,4A_206,5,عارف,عارف,ADJ
Egyptian,4A_207,6,ليه,ليه,PART
Egyptian,4A_208,7,بس,بس,ADV
Egyptian,4A_209,8,الكلمة,ال+كلم+ة,DET+NOUN+NSUFF
Egyptian,4A_210,9,اللى,اللى,PART
Egyptian,4A_211,10,عمرك,عمر+ك,NOUN+PRON
Egyptian,4A_212,11,ما,ما,PART
Egyptian,4A_213,12,هتندم,ه+تندم,FUT_PART+V
Egyptian,4A_214,13,عليها,علي+ها,PREP+PRON
Egyptian,4A_215,14,الكلمة,ال+كلم+ة,DET+NOUN+NSUFF
Egyptian,4A_216,15,اللى,اللى,PART
Egyptian,4A_217,16,أنت,أنت,PRON
Egyptian,4A_218,17,لسة,لس+ة,ADV+NSUFF
Egyptian,4A_219,18,مقولتهاش,م+قول+ت+ها+ش,PART+V+PRON+PRON+NEG_PART
Egyptian,4A_220,19,.,.,PUNC
Egyptian,4A_221,20,.,.,PUNC
Egyptian,4A_222,21,.,.,PUNC
Egyptian,4A_223,22,بس,بس,PART
Egyptian,4A_224,23,للأسف,ل+ال+أسف,PREP+DET+NOUN
Egyptian,4A_225,24,لازم,لازم,ADJ
Egyptian,4A_226,25,يجى,يجى,V
Egyptian,4A_227,26,عليك,علي+ك,PREP+PRON
Egyptian,4A_228,27,وقت,وقت,NOUN
Egyptian,4A_229,28,و,و,CONJ
Egyptian,4A_230,29,تقولها,تقول+ها,V+PRON
Egyptian,3A_231,1,اضحك,اضحك,V
Egyptian,3A_232,2,وبلاش,و+بلاش,CONJ+PART
Egyptian,3A_233,3,التكشيرة,ال+تكشير+ة,DET+NOUN+NSUFF
Egyptian,3A_234,4,تنسيك,تنسي+ك,V+PRON
Egyptian,3A_235,5,شكل,شكل,NOUN
Egyptian,3A_236,6,الضحكة,ال+ضحك+ة,DET+NOUN+NSUFF
Egyptian,3A_237,7,وشك,وش+ك,NOUN+PRON
Egyptian,3A_238,8,هيكرمش,ه+يكرمش,FUT_PART+V
Egyptian,3A_239,9,عالفاضى,ع+ال+فاضى,PREP+DET+NOUN
Egyptian,3A_240,10,وهتعجز,و+ه+تعجز,CONJ+FUT_PART+V
Egyptian,3A_241,11,بدرى,بدرى,ADJ
Egyptian,3A_242,12,خليك,خل+ي+ك,V+PRON+PRON
Egyptian,3A_243,13,ناصح,ناصح,ADJ
Egyptian,3A_244,14,وارمى,و+ارم+ى,CONJ+V+PRON
Egyptian,3A_245,15,همومك,هموم+ك,NOUN+PRON
Egyptian,3A_246,16,ورا,ورا,NOUN
Egyptian,3A_247,17,ضهرك,ضهر+ك,NOUN+PRON
Egyptian,3A_248,18,وافرح,و+افرح,CONJ+V
Egyptian,3A_249,19,دى,دى,PRON
Egyptian,3A_250,20,الايام,ال+ايام,DET+NOUN
Egyptian,3A_251,21,بتفوت,ب+تفوت,PROG_PART+V
Egyptian,3A_252,22,وتعدى,و+تعدى,CONJ+V
Egyptian,3A_253,23,والعمر,و+ال+عمر,CONJ+DET+NOUN
Egyptian,3A_254,24,بيجرى,ب+يجرى,PROG_PART+V
Egyptian,3A_255,1,مش,مش,PART
Egyptian,3A_256,2,معنى,معنى,NOUN
Egyptian,3A_257,3,ان,ان,PART
Egyptian,3A_258,4,حد,حد,NOUN
Egyptian,3A_259,5,بيضحك,ب+يضحك,PROG_PART+V
Egyptian,3A_260,6,كتير,كتير,ADJ
Egyptian,3A_261,7,يبقى,يبقى,V
Egyptian,3A_262,8,سعيد,سعيد,ADJ
Egyptian,3A_263,9,يمكن,يمكن,V
Egyptian,3A_264,10,بيضحك,ب+يضحك,PROG_PART+V
Egyptian,3A_265,11,كتير,كتير,ADJ
Egyptian,3A_266,12,من,من,PREP
Egyptian,3A_267,13,همه,هم+ه,NOUN+PRON
Egyptian,3A_268,14,الكبير,ال+كبير,DET+ADJ
Egyptian,3A_269,15,بيضحك,ب+يضحك,PROG_PART+V
Egyptian,3A_270,16,عشان,عشان,PART
Egyptian,3A_271,17,يبعد,يبعد,V
Egyptian,3A_272,18,عن,عن,PREP
Egyptian,3A_273,19,حزنه,حزن+ه,NOUN+PRON
Egyptian,3A_274,20,ويعمل,و+يعمل,CONJ+V
Egyptian,3A_275,21,نفسه,نفس+ه,NOUN+PRON
Egyptian,3A_276,22,ناسيه,ناسي+ه,ADJ+PRON
Egyptian,5A_277,1,الاول,ال+اول,DET+NUM
Egyptian,5A_278,2,كنا,كن+ا,V+PRON
Egyptian,5A_279,3,بعد,بعد,NOUN
Egyptian,5A_280,4,ماحد,ما+حد,PART+NOUN
Egyptian,5A_281,5,ياخد,ياخد,V
Egyptian,5A_282,6,اخلاء,اخلاء,NOUN
Egyptian,5A_283,7,سبيل,سبيل,NOUN
Egyptian,5A_284,8,او,او,CONJ
Egyptian,5A_285,9,براءة,براء+ة,NOUN+NSUFF
Egyptian,5A_286,10,ندعي,ندعي,V
Egyptian,5A_287,11,ان,ان,PART
Egyptian,5A_288,12,النيابة,ال+نياب+ة,DET+NOUN+NSUFF
Egyptian,5A_289,13,ماتستأنفش,ما+تستأنف+ش,PART+V+NEG_PART
Egyptian,5A_290,14,دلوقتي,دلوقتي,NOUN
Egyptian,5A_291,15,بندعي,ب+ندعي,PROG_PART+V
Egyptian,5A_292,16,كمان,كمان,ADV
Egyptian,5A_293,17,ان,ان,PART
Egyptian,5A_294,18,امن,امن,NOUN
Egyptian,5A_295,19,الدولة,ال+دول+ة,DET+NOUN+NSUFF
Egyptian,5A_296,20,ما,ما,PART
Egyptian,5A_297,21,ياخدوهوش,ياخد+و+هو+ش,V+PRON+PRON+NEG_PART
Egyptian,5A_298,22,#سيسي_لاند,#سيسي_لاند,HASH
Egyptian,5A_299,23,#بلالا,#بلالا,HASH
Egyptian,5A_300,1,مفيش,م+في+ش,PART+PREP+NEG_PART
Egyptian,5A_301,2,اوحش,اوحش,ADJ
Egyptian,5A_302,3,من,من,PREP
Egyptian,5A_303,4,انك,ان+ك,PART+PRON
Egyptian,5A_304,5,تكون,تكون,V
Egyptian,5A_305,6,شخص,شخص,NOUN
Egyptian,5A_306,7,مزاجي,مزاجي,ADJ
Egyptian,5A_307,8,تفاصيل,تفاصيل,NOUN
Egyptian,5A_308,9,صغيرة,صغير+ة,ADJ+NSUFF
Egyptian,5A_309,10,ممكن,ممكن,ADJ
Egyptian,5A_310,11,تخليك,تخل+ي+ك,V+PRON+PRON
Egyptian,5A_311,12,طاير,طاير,ADJ
Egyptian,5A_312,13,من,من,PREP
Egyptian,5A_313,14,الفرحة,ال+فرح+ة,DET+NOUN+NSUFF
Egyptian,5A_314,15,.,.,PUNC
Egyptian,5A_315,16,.,.,PUNC
Egyptian,5A_316,17,.,.,PUNC
Egyptian,5A_317,18,وكلمة,و+كلم+ة,CONJ+NOUN+NSUFF
Egyptian,5A_318,19,صغيرة,صغير+ة,ADJ+NSUFF
Egyptian,5A_319,20,بردو,بردو,ADV
Egyptian,5A_320,21,تنزلك,تنزل+ك,V+PRON
Egyptian,5A_321,22,لسابع,ل+سابع,PREP+NUM
Egyptian,5A_322,23,ارض,ارض,NOUN
Egyptian,5A_323,24,وتكئبك,و+تكئب+ك,CONJ+V+PRON
Egyptian,5A_324,25,.,.,PUNC
Egyptian,5A_325,26,.,.,PUNC
Egyptian,5A_326,27,!,!,PUNC
Egyptian,4A_327,1,عارف,عارف,ADJ
Egyptian,4A_328,2,انت,انت,PRON
Egyptian,4A_329,3,الصحاب,ال+صحاب,DET+NOUN
Egyptian,4A_330,4,الجدعة,ال+جدع+ة,DET+ADJ+NSUFF
Egyptian,4A_331,5,دى,دى,PRON
Egyptian,4A_332,6,اللى,اللى,PART
Egyptian,4A_333,7,بتحبلك,ب+تحب+ل+ك,PROG_PART+V+PREP+PRON
Egyptian,4A_334,8,الخير,ال+خير,DET+NOUN
Egyptian,4A_335,9,و,و,CONJ
Egyptian,4A_336,10,دايسة,دايس+ة,ADJ+NSUFF
Egyptian,4A_337,11,معاك,معا+ك,NOUN+PRON
Egyptian,4A_338,12,ف,ف,PREP
Egyptian,4A_339,13,كل,كل,NOUN
Egyptian,4A_340,14,حاجة,حاج+ة,NOUN+NSUFF
Egyptian,4A_341,15,!,!,PUNC
Egyptian,4A_342,16,!,!,PUNC
Egyptian,4A_343,17,؟,؟,PUNC
Egyptian,4A_344,18,عارفهم,عارف+هم,ADJ+PRON
Egyptian,4A_345,19,؟,؟,PUNC
Egyptian,4A_346,20,طب,طب,ADJ
Egyptian,4A_347,21,و,و,CONJ
Egyptian,4A_348,22,النبى,ال+نبى,DET+NOUN
Egyptian,4A_349,23,معندكش,م+عند+ك+ش,PART+NOUN+PRON+NEG_PART
Egyptian,4A_350,24,اتنيين,اتن+يين,NUM+NSUFF
Egyptian,4A_351,25,سلف,سلف,NOUN
Egyptian,4A_352,26,أكمل,أكمل,V
Egyptian,4A_353,27,معاهم,معا+هم,NOUN+PRON
Egyptian,4A_354,28,بقية,بقي+ة,NOUN+NSUFF
Egyptian,4A_355,29,عمرى,عمر+ى,NOUN+PRON
Egyptian,4A_356,30,=),=),EMOT
Egyptian,3A_357,1,@MahaMaamoun,@MahaMaamoun,MENTION
Egyptian,3A_358,2,فى,فى,PREP
Egyptian,3A_359,3,ناس,ناس,NOUN
Egyptian,3A_360,4,بسيطة,بسيط+ة,ADJ+NSUFF
Egyptian,3A_361,5,كانوا,كان+وا,V+PRON
Egyptian,3A_362,6,بيستلفوا,ب+يستلف+وا,PROG_PART+V+PRON
Egyptian,3A_363,7,علشان,علشان,PART
Egyptian,3A_364,8,يجيبوا,يجيب+وا,V+PRON
Egyptian,3A_365,9,اكل,اكل,NOUN
Egyptian,3A_366,10,لعيالهم,ل+عيال+هم,PREP+NOUN+PRON
Egyptian,3A_367,11,والى,و+الى,CONJ+PART
Egyptian,3A_368,12,محبوسين,محبوس+ين,ADJ+NSUFF
Egyptian,3A_369,13,معاهم,معا+هم,NOUN+PRON
Egyptian,3A_370,14,من,من,PREP
Egyptian,3A_371,15,الشباب,ال+شباب,DET+NOUN
Egyptian,3A_372,16,علشان,علشان,PART
Egyptian,3A_373,17,فى,فى,PREP
Egyptian,3A_374,18,ناس,ناس,NOUN
Egyptian,3A_375,19,مبيجلهاش,م+ب+يج+ل+ها+ش,PART+PROG_PART+V+PREP+PRON+NEG_PART
Egyptian,3A_376,20,حد,حد,NOUN
Egyptian,3A_377,21,حاجة,حاج+ة,NOUN+NSUFF
Egyptian,3A_378,22,مؤلمة,مؤلم+ة,ADJ+NSUFF
Egyptian,4A_379,1,بيقولوا,ب+يقول+وا,PROG_PART+V+PRON
Egyptian,4A_380,2,اللي,اللي,PART
Egyptian,4A_381,3,بيحبك,ب+يحب+ك,PROG_PART+V+PRON
Egyptian,4A_382,4,هيبقى,ه+يبقى,FUT_PART+V
Egyptian,4A_383,5,على,على,PREP
Egyptian,4A_384,6,طبيعته,طبيع+ت+ه,NOUN+PRON+PRON
Egyptian,4A_385,7,معاك,معا+ك,NOUN+PRON
Egyptian,4A_386,8,!,!,PUNC
Egyptian,4A_387,9,بس,بس,PART
Egyptian,4A_388,10,اللي,اللي,PART
Egyptian,4A_389,11,بيعشقك,ب+يعشق+ك,PROG_PART+V+PRON
Egyptian,4A_390,12,بقا,بقا,ADV
Egyptian,4A_391,13,هيعمل,ه+يعمل,FUT_PART+V
Egyptian,4A_392,14,حاجات,حاج+ات,NOUN+NSUFF
Egyptian,4A_393,15,مش,مش,PART
Egyptian,4A_394,16,من,من,PREP
Egyptian,4A_395,17,طبيعته,طبيع+ت+ه,NOUN+NSUFF+PRON
Egyptian,4A_396,18,انه,ان+ه,PART+PRON
Egyptian,4A_397,19,يعملها,يعمل+ها,V+PRON
Egyptian,4A_398,20,عشان,عشان,PART
Egyptian,4A_399,21,بس,بس,ADV
Egyptian,4A_400,22,يرضيك,يرضي+ك,V+PRON
Egyptian,4A_401,23,و,و,CONJ
Egyptian,4A_402,24,يعجبك,يعجب+ك,V+PRON
Egyptian,4A_403,25,!,!,PUNC
Egyptian,5A_404,1,بتحب,ب+تحب,PROG_PART+V
Egyptian,5A_405,2,حد,حد,NOUN
Egyptian,5A_406,3,روح,روح,V
Egyptian,5A_407,4,قوله,قو+ل+ه,V+PREP+PRON
Egyptian,5A_408,5,،,،,PUNC
Egyptian,5A_409,6,مش,مش,PART
Egyptian,5A_410,7,تقول,تقول,V
Egyptian,5A_411,8,لأمه,ل+أم+ه,PREP+NOUN+NSUFF
Egyptian,5A_412,9,لا,لا,PART
Egyptian,5A_413,10,إله,إله,NOUN
Egyptian,5A_414,11,إلا,إلا,PART
Egyptian,5A_415,12,الله,الله,NOUN
Egyptian,5A_416,13,وهو,و+هو,CONJ+PRON
Egyptian,5A_417,14,لأ,لأ,PART
Egyptian,5A_418,15,.,.,PUNC
Egyptian,5A_419,16,.,.,PUNC
Egyptian,5A_420,17,.,.,PUNC
Egyptian,5A_421,18,ولو,و+لو,CONJ+PART
Egyptian,5A_422,19,بتكره,ب+تكره,PROG_PART+V
Egyptian,5A_423,20,حد,حد,NOUN
Egyptian,5A_424,21,ابعد,ابعد,V
Egyptian,5A_425,22,عنه,عن+ه,PREP+PRON
Egyptian,5A_426,23,وكش,و+كش,CONJ+PART
Egyptian,5A_427,24,مضطر,مضطر,ADJ
Egyptian,5A_428,25,تعيش,تعيش,V
Egyptian,5A_429,26,حياتك,حيا+ت+ك,NOUN+NSUFF+PRON
Egyptian,5A_430,27,في,في,PREP
Egyptian,5A_431,28,تمثيل,تمثيل,NOUN
Egyptian,5A_432,29,.,.,PUNC
Egyptian,5A_433,30,.,.,PUNC
Egyptian,5A_434,31,.,.,PUNC
Egyptian,5A_435,32,زعلان,زعلان,ADJ
Egyptian,5A_436,33,من,من,PREP
Egyptian,5A_437,34,حد,حد,NOUN
Egyptian,5A_438,35,روح,روح,V
Egyptian,5A_439,36,صفي,صف+ي,V+PRON
Egyptian,5A_440,37,أمورك,أمور+ك,NOUN+PRON
Egyptian,5A_441,38,معاه,معا+ه,NOUN+PRON
Egyptian,5A_442,1,عايزة,عايز+ة,ADJ+NSUFF
Egyptian,5A_443,2,أفضفض,أفضفض,V
Egyptian,5A_444,3,من,من,PREP
Egyptian,5A_445,4,غير,غير,NOUN
Egyptian,5A_446,5,ماحد,ما+حد,PART+NOUN
Egyptian,5A_447,6,يقول,يقول,V
Egyptian,5A_448,7,لي,ل+ي,PREP+PRON
Egyptian,5A_449,8,معلش,معلش,NOUN
Egyptian,5A_450,9,أو,أو,CONJ
Egyptian,5A_451,10,فُكك,فك+ك,V+PRON
Egyptian,5A_452,11,أو,أو,CONJ
Egyptian,5A_453,12,نفضي,نفض+ي,V+PRON
Egyptian,5A_454,13,.,.,PUNC
Egyptian,5A_455,14,.,.,PUNC
Egyptian,5A_456,15,وده,و+ده,CONJ+PRON
Egyptian,5A_457,16,مُستحيل,مستحيل,ADJ
Egyptian,5A_458,17,.,.,PUNC
Egyptian,5A_459,18,.,.,PUNC
Egyptian,5A_460,19,فبما,ف+ب+ما,CONJ+PREP+PART
Egyptian,5A_461,20,إنك,إن+ك,PART+PRON
Egyptian,5A_462,21,سبب,سبب,NOUN
Egyptian,5A_463,22,قرفي,قرف+ي,NOUN+PRON
Egyptian,5A_464,23,فتعالى,ف+تعال+ى,CONJ+V+PRON
Egyptian,5A_465,24,أفضفضلك,أفضفض+ل+ك,V+PREP+PRON
Egyptian,5A_466,25,إنتَ,إنت,PRON
Egyptian,5A_467,26,وحللي,و+حل+ل+ي,CONJ+V+PREP+PRON
Egyptian,5A_468,27,مشاكلنا,مشاكل+نا,NOUN+PRON
Egyptian,5A_469,28,!,!,PUNC
Egyptian,1A_470,1,الواحد,ال+واحد,DET+NOUN
Egyptian,1A_471,2,لما,لما,PART
Egyptian,1A_472,3,بينام,ب+ينام,PROG_PART+V
Egyptian,1A_473,4,كتير,كتير,ADJ
Egyptian,1A_474,5,،,،,PUNC
