dialect,sentence_id,sentence,segmented,pos_sequence,token_count
Levantine,5A,انو هالمسلحين بينزلو على الشوارع وما حدا بيعرف مين هني وبتولع الحرب وبيروح قتلى وجرحى وبعدين بيفلو وما حدا بتم القبض عليه 0 سايبة,ان+و ه+ال+مسلح+ين ب+ينزل+و على ال+شوارع و+ما حدا ب+يعرف مين هني و+ب+تولع ال+حرب و+ب+يروح قتلى و+جرحى و+بعدين ب+يفل+و و+ما حدا ب+تم ال+قبض علي+ه 0 سايب+ة,PART+PRON PRON+DET+NOUN+NSUFF PROG_PART+V+PREP PREP DET+NOUN CONJ+PART NOUN PROG_PART+V PART PRON CONJ+PROG_PART+V DET+NOUN CONJ+PROG_PART+V NOUN CONJ+NOUN CONJ+NOUN PROG_PART+V+PRON CONJ+PART NOUN PROG_PART+V DET+NOUN PREP+PRON PUNC ADJ+NSUFF,24
Levantine,5A,و انت قديش راتبك ؟ قلو العربي : حوالي 200 دولار ! سأله الأمريكي : هدول بدل شو ؟ قلو : بدل ما أشحد,و انت قديش راتب+ك ؟ قل+و ال+عربي : حوالي 200 دولار ! سأل+ه ال+أمريكي : هدول بدل شو ؟ قل+و : بدل ما أشحد,CONJ PRON PART NOUN+PRON PUNC V+PRON DET+NOUN PUNC NOUN NUM NOUN PUNC V+PRON DET+NOUN PUNC PRON NOUN PART PUNC V+PRON PUNC NOUN PART V,24
Levantine,1B,عن شغلات كنا نتمناها ميتين لتصير ملكنا بس لمن تجي مأخرة ما بتعود تعني أي شي,عن شغل+ات كن+ا نتمن+ا+ها ميت+ين ل+تصير ملك+نا بس لمن تجي مأخر+ة ما ب+تعود تعني أي شي,PREP NOUN+NSUFF V+PRON V+PRON+PRON ADJ+NSUFF PREP+V NOUN+PRON PART PART V ADJ+NSUFF PART PROG_PART+V V NOUN NOUN,16
Levantine,3A,شعور حقير لما تتدايق من حدا بتحبو وتقله bye 0 0 ويرد يقلك bye 0 .. لك راضيني يا حيوان زعلان أنا ! !,شعور حقير لما تتدايق من حدا ب+تحب+و و+تقل+ه bye 0 0 و+يرد يقل+ك bye 0 .. لك راضي+ني يا حيوان زعلان أنا ! !,NOUN ADJ PART V PREP NOUN PROG_PART+V+PRON CONJ+V+PRON FOREIGN PUNC PUNC CONJ+V V+PRON FOREIGN PUNC PUNC PART V+PRON PART NOUN ADJ PRON PUNC PUNC,24
Levantine,1A,#طز_بفخامتك_لانك لانو بعهد فخامتك الزعران بيتفلتو بالشوارع و بيصيرو وزراء و القوادم بينزتو بالحبوس,#طز_بفخامتك_لانك ل+ان+و ب+عهد فخام+ت+ك ال+زعران ب+يتفلت+و ب+ال+شوارع و ب+يصير+و وزراء و ال+قوادم ب+ينزت+و ب+ال+حبوس,HASH PREP+PART+PRON PREP+NOUN NOUN+PRON+PRON DET+NOUN PROG_PART+V+PRON PREP+DET+NOUN CONJ PROG_PART+V+PRON NOUN CONJ DET+NOUN PROG_PART+V+PRON PREP+DET+NOUN,14
Levantine,5B,@nadinezeidane يعنى شو بدى احكى يمكن وقت منكون عمنرد عليه عمنكبرو لالصرصور http://t.co/n9eakjAmdg,@nadinezeidane يعنى شو بد+ى احكى يمكن وقت م+نكون عم+نرد علي+ه عم+نكبرو ل+ال+صرصور http://t.co/n9eakjAmdg,MENTION V PART NOUN+PRON V V NOUN PART+V PART+V PREP+PRON PART+V PREP+DET+NOUN URL,13
Levantine,5A,iriSaad @STLebanon متفقين وضربات العصي ما عم تنزل غير عالشعب ومين سائل كل مسؤول عم يشتغل ليستلم كرسي اكبر من السابقة,iriSaad @STLebanon متفق+ين و+ضرب+ات ال+عصي ما عم تنزل غير ع+ال+شعب و+مين سائل كل مسؤول عم يشتغل ل+يستلم كرسي اكبر من ال+سابق+ة,FOREIGN MENTION NOUN+NSUFF CONJ+NOUN+NSUFF DET+NOUN PART PART V NOUN PREP+DET+NOUN CONJ+PART NOUN NOUN NOUN PART V PREP+V NOUN ADJ PREP DET+NOUN+NSUFF,21
Levantine,3A,البلد بإمه وأبوه معهم ضاقت بعينكم غرف سرية تحت مبنى المطار ؟ ولوووووو شو عينكم ضيقة أركيلة يا ولد,ال+بلد ب+إم+ه و+أبو+ه مع+هم ضاق+ت ب+عين+كم غرف سري+ة تحت مبنى ال+مطار ؟ ولوووووو شو عين+كم ضيق+ة أركيل+ة يا ولد,DET+NOUN PREP+NOUN+PRON CONJ+NOUN+PRON NOUN+PRON V+PRON PREP+NOUN+PRON NOUN ADJ+NSUFF NOUN NOUN DET+NOUN PUNC PART PART NOUN+PRON ADJ+NSUFF NOUN+NSUFF PART NOUN,19
Levantine,1A,مشهد الدركي ب #ولاد_ولاد_البلد ما بيقطع 0 مش منطقي و واقعي ابدا 0 شو رأيكم ؟ ؟,مشهد ال+دركي ب #ولاد_ولاد_البلد ما ب+يقطع 0 مش منطقي و واقعي ابد+ا 0 شو رأي+كم ؟ ؟,NOUN DET+NOUN PREP HASH PART PROG_PART+V PUNC PART ADJ CONJ ADJ NOUN+CASE PUNC PART NOUN+PRON PUNC PUNC,17
Levantine,3A,حاكم قصر بعبدا زار اليونيفيل اليوم وكلو امل انو يصير متلهم : كل سنة يجددوا له,حاكم قصر ب+عبدا زار ال+يونيفيل ال+يوم و+كل+و امل ان+و يصير متل+هم : كل سن+ة يجدد+وا ل+ه,NOUN NOUN PREP+NOUN V DET+NOUN DET+NOUN CONJ+NOUN+PRON NOUN PART+PRON V NOUN+PRON PUNC NOUN NOUN+NSUFF V+PRON PREP+PRON,16
Levantine,2B,واحد سأل محشش : اذا يوم من الايام خلص النفط والبنزين من العالم كيف بدنا نطلع بسيارتنا ؟ ؟ 0 0 المحشش : بعين الله ما النا غير التكاسي,واحد سأل محشش : اذا يوم من ال+ايام خلص ال+نفط و+ال+بنزين من ال+عالم كيف بد+نا نطلع ب+سيار+ت+نا ؟ ؟ 0 0 ال+محشش : ب+عين الله ما ال+نا غير ال+تكاسي,NOUN V NOUN PUNC NOUN NOUN PREP DET+NOUN V DET+NOUN CONJ+DET+NOUN PREP DET+NOUN PART NOUN+PRON V PREP+NOUN+NSUFF+PRON PUNC PUNC PUNC PUNC DET+NOUN PUNC FUT_PART+V NOUN PART PREP+PRON NOUN DET+NOUN,29
Levantine,5B,عزيزي الشب يلي بتقول لحبيبتك مستعد ابيع الدنيا عشانك 0 0 0 0 0 0 0 0 0 0 طيب احنا المساكين نروح نستأجر كوكب زحل عشان ترضا حضرة جنابا ؟,عزيز+ي ال+شب يلي ب+تقول ل+حبيب+ت+ك مستعد ابيع ال+دنيا عشان+ك 0 0 0 0 0 0 0 0 0 0 طيب احنا ال+مساكين نروح نستأجر كوكب زحل عشان ترضا حضر+ة جناب+ا ؟,NOUN+PRON DET+NOUN PART PROG_PART+V PREP+NOUN+PRON+PRON ADJ V DET+NOUN PART+PRON PUNC PUNC PUNC PUNC PUNC PUNC PUNC PUNC PUNC PUNC ADJ PRON DET+NOUN V V NOUN NOUN PART V NOUN+NSUFF NOUN+PRON PUNC,31
Levantine,3B,الختيار لما يرن تيليفونو : دقيقة ليطلعو من الجيبة دقيقة ليلبس العوينات ثلاث دقايق ليشوف مين المتصل اخر شي بيقول : ليك هل المرت عملي ميسد كول !,ال+ختيار لما يرن تيليفون+و : دقيق+ة ل+يطلع+و من ال+جيب+ة دقيق+ة ل+يلبس ال+عوين+ات ثلاث دقايق ل+يشوف مين ال+متصل اخر شي ب+يقول : لي+ك هل ال+مر+ت عمل+ي ميسد كول !,DET+NOUN PART V NOUN+PRON PUNC NOUN+NSUFF PREP+V+PRON PREP DET+NOUN+NSUFF NOUN+NSUFF PREP+V DET+NOUN+NSUFF NUM NOUN PREP+V PART DET+NOUN NOUN NOUN PROG_PART+V PUNC PREP+PRON PRON DET+NOUN+NSUFF V+PRON NOUN NOUN PUNC,28
Levantine,5A,حبيبي اذا زعلت وبدك تاخد موقف ، ما حدا مانعك بس خود موقف الجيران واتركلي موقفي كرمال صف السيارة,حبيب+ي اذا زعل+ت و+بد+ك تاخد موقف ، ما حدا مانع+ك بس خود موقف ال+جيران و+اترك+ل+ي موقف+ي كرمال صف ال+سيار+ة,NOUN+PRON NOUN V+PRON CONJ+NOUN+PRON V NOUN PUNC PART NOUN NOUN+PRON PART V NOUN DET+NOUN CONJ+V+PREP+PRON NOUN+PRON PART NOUN DET+NOUN+NSUFF,19
Levantine,1B,قالتلي انها انسانية وبتحب الحيوانات 0 ... قلتلها عندي حمامة عم فتش على عش ! ! ! ! #هلوسات_مسائية,قال+ت+ل+ي ان+ها انساني+ة و+ب+تحب ال+حيوان+ات 0 ... قلت+ل+ها عند+ي حمام+ة عم فتش على عش ! ! ! ! #هلوسات_مسائية,V+PRON+PREP+PRON PART+PRON ADJ+NSUFF CONJ+PROG_PART+V DET+NOUN+NSUFF PUNC PUNC V+PREP+PRON NOUN+PRON NOUN+PRON PART V PREP NOUN PUNC PUNC PUNC PUNC HASH,19
Levantine,3A,sim _ paul @FirasSuleiman ولك حئك وحىء لكل بنت شريفة بلبنان تفكر هيك ونحنا معكون 0,sim _ paul @FirasSuleiman و+لك حئ+ك و+حىء ل+كل بنت شريف+ة ب+لبنان تفكر هيك و+نحنا مع+كون 0,FOREIGN PUNC FOREIGN MENTION CONJ+PART NOUN+PRON CONJ+NOUN PREP+NOUN NOUN ADJ+NSUFF PREP+NOUN V ADV CONJ+PRON NOUN+PRON PUNC,16
Levantine,2B,"#ما_في_لزوم تقلي بدي احكيكي بشي مهم و بس تبلش تقلي انسي ! ! من الأول يا انقبر احكي يا ضل مريحني بسكوتك احسن ! ! ""","#ما_في_لزوم تقل+ي بد+ي احكي+كي ب+شي مهم و بس تبلش تقل+ي انس+ي ! ! من ال+أول يا انقبر احكي يا ضل مريح+ني ب+سكوت+ك احسن ! ! """,HASH V+PRON NOUN+PRON V+PRON PREP+NOUN ADJ CONJ ADV V V+PRON V+PRON PUNC PUNC PREP DET+ADJ PART V V PART V ADJ+PRON PREP+NOUN+PRON ADJ PUNC PUNC PUNC,26
Levantine,3B,بحب قول لكل واحد بقول انو لبنان في طائفية انا بعمري ما كنت فرق بين البنت المسلمة والبنت المسيحية لي بتطلع بوجي بلطشا,ب+حب قول ل+كل واحد ب+قول ان+و لبنان في طائفي+ة انا ب+عمر+ي ما كن+ت فرق بين ال+بنت ال+مسلم+ة و+ال+بنت ال+مسيحي+ة لي ب+تطلع ب+وج+ي ب+لطش+ا,PROG_PART+V V PREP+NOUN NOUN PROG_PART+V PART+PRON NOUN PREP NOUN+NSUFF PRON PREP+NOUN+NSUFF PART V+PRON V NOUN DET+NOUN DET+NOUN+NSUFF CONJ+DET+NOUN DET+NOUN+NSUFF PART PROG_PART+V PREP+NOUN+PRON FUT_PART+V+PRON,23
Levantine,2A,@kindaelkhatib هيدا شي لمستوا بشخصيتك اسم الله مهذبه وكلاس بتعاملك,@kindaelkhatib هيدا شي لمس+ت+وا ب+شخصي+ت+ك اسم الله مهذب+ه و+كلاس ب+تعامل+ك,MENTION PRON NOUN V+PRON+PRON PREP+NOUN+NSUFF+PRON NOUN NOUN ADJ+NSUFF CONJ+ADJ PROG_PART+V+PRON,10
Levantine,5A,@lebaneseneww ما بعتقد تخلو عن البلد ، ، انا بعتذر ما تفهم كلامي هجوم ولكن واجبي ك سوريه بتمثل بلدها صح اني دافع و كون شرسه,@lebaneseneww ما ب+عتقد تخل+و عن ال+بلد ، ، انا ب+عتذر ما تفهم كلام+ي هجوم و+لكن واجب+ي ك سوري+ه ب+تمثل بلد+ها صح ان+ي دافع و كون شرس+ه,MENTION PART PROG_PART+V V+PRON PREP DET+NOUN PUNC PUNC PRON PROG_PART+V PART V NOUN+PRON NOUN CONJ+PART NOUN+PRON PREP ADJ+NSUFF PROG_PART+V NOUN+PRON NOUN PART+PRON V CONJ V ADJ+NSUFF,26
Levantine,5B,@Darine_Hadchiti قدااام الكل > > حلفتلك وحيات عيونك > > قلتلك ما فيي فل كيف بدي فل ! وقبل م فل اشتقتلك,@Darine_Hadchiti قدااام ال+كل > > حلف+ت+ل+ك و+حيا+ت عيون+ك > > قلت+ل+ك ما في+ي فل كيف بد+ي فل ! و+قبل م فل اشتق+ت+ل+ك,MENTION NOUN DET+NOUN PUNC PUNC V+PRON+PREP+PRON CONJ+NOUN+NSUFF NOUN+PRON PUNC PUNC V+PREP+PRON PART PREP+PRON V PART NOUN+PRON V PUNC CONJ+NOUN PART V V+PRON+PREP+PRON,22
Levantine,2B,بمجرد ما يقلك أنا حدك ومعك دايما وما بتركك لو شو ما بيصير #ما_توثق فيه 0,ب+مجرد ما يقل+ك أنا حد+ك و+مع+ك دايم+ا و+ما ب+ترك+ك لو شو ما ب+يصير #ما_توثق في+ه 0,PREP+ADV PART V+PRON PRON NOUN+PRON CONJ+NOUN+PRON ADJ+CASE CONJ+PART FUT_PART+V+PRON PART PART PART FUT_PART+V HASH PREP+PRON PUNC,16
Levantine,1B,بس يلي بدي افهموا إنوا أنا بسأل الدكتور سؤال ليش كل رفقاتي بيتحولوا لدكاترة,بس يلي بد+ي افهم+وا إن+وا أنا ب+سأل ال+دكتور سؤال ليش كل رفق+ات+ي ب+يتحول+وا ل+دكاتر+ة,PART PART NOUN+PRON V+PRON PART+PRON PRON PROG_PART+V DET+NOUN NOUN PART NOUN NOUN+NSUFF+PRON PROG_PART+V+PRON PREP+NOUN+NSUFF,14
Levantine,2B,الزوجه : ليش ما قلتلي إنك فقير قبل الزواج ؟ ! الزوج : آنتي ماكنتي مركزة من يوم عرفتك وأنا آقولك أنتي كل اللي أملكه في هالدنيا ركزوا يا بنات,ال+زوج+ه : ليش ما قلت+ل+ي إن+ك فقير قبل ال+زواج ؟ ! ال+زوج : آنتي ما+كنت+ي مركز+ة من يوم عرف+ت+ك و+أنا آقول+ك أنتي كل اللي أملك+ه في ه+ال+دنيا ركز+وا يا بنات,DET+NOUN+NSUFF PUNC PART PART V+PREP+PRON PART+PRON NOUN NOUN DET+NOUN PUNC PUNC DET+NOUN PUNC PRON PART+V+PRON ADJ+NSUFF PREP NOUN V+PRON+PRON CONJ+PRON V+PRON PRON NOUN PART V+PRON PREP PRON+DET+NOUN V+PRON PART NOUN,30
Levantine,4B,ما فيك تخلف ٧ ولاد و تنق ٧٠ سنة جوعان 0 فيك تجيب شي من الصيدلية من بيت Durex وإذا ما معك حقو ، فكر قديش الولد بكلف 0,ما في+ك تخلف ٧ ولاد و تنق ٧٠ سن+ة جوعان 0 في+ك تجيب شي من ال+صيدلي+ة من بيت Durex و+إذا ما مع+ك حق+و ، فكر قديش ال+ولد ب+كلف 0,PART PREP+PRON V NUM NOUN CONJ V NUM NOUN+NSUFF ADJ PUNC PREP+PRON V NOUN PREP DET+NOUN+NSUFF PREP NOUN FOREIGN CONJ+NOUN PART NOUN+PRON NOUN+PRON PUNC V PART DET+NOUN PROG_PART+V PUNC,29
Levantine,5A,بتروح يمين بيلحقك بيتروح شمال بيلحقك شو ما عملت بيلحقك نعم انه الروتين والزهق,ب+تروح يمين ب+يلحق+ك ب+يتروح شمال ب+يلحق+ك شو ما عمل+ت ب+يلحق+ك نعم ان+ه ال+روتين و+ال+زهق,PROG_PART+V NOUN PROG_PART+V+PRON PROG_PART+V NOUN PROG_PART+V+PRON PART PART V+PRON PROG_PART+V+PRON NOUN PART+PRON DET+NOUN CONJ+DET+NOUN,14
Levantine,5B,في بنات نفسي اسألن ؟ ؟ ! ! ! إذا هيك المشي كيف الرقص يا حبيبتي,في بنات نفس+ي اسأل+ن ؟ ؟ ! ! ! إذا هيك ال+مشي كيف ال+رقص يا حبيب+ت+ي,ADV NOUN NOUN+PRON V+PRON PUNC PUNC PUNC PUNC PUNC NOUN ADV DET+NOUN PART DET+NOUN PART NOUN+NSUFF+PRON,16
Levantine,2B,بعد ما شفت ڤ يديو كليب نانسي عمفكر وقف مدرسه و بلش شغل ب لبطيخ 🍉 🍉,بعد ما شفت ڤ يديو كليب نانسي عم+فكر وقف مدرس+ه و بلش شغل ب ل+بطيخ 🍉 🍉,NOUN PART V NOUN NOUN NOUN NOUN PART+V V NOUN+NSUFF CONJ V NOUN PREP DET+NOUN EMOT EMOT,17
Levantine,1A,أولكون بشو ملزقينو لهل الغطا بطرابلس لحتى ماحدن عم يقدر يشيلوا ؟ كتير ماكن البركة,أول+كون ب+شو ملزق+ين+و ل+هل ال+غطا ب+طرابلس ل+حتى ما+حدن عم يقدر يشيل+وا ؟ كتير ماكن ال+برك+ة,V+PRON PREP+PART ADJ+NSUFF+PRON PREP+PRON DET+NOUN PREP+NOUN PREP+PART PART+NOUN PART V V+PRON PUNC ADJ ADJ DET+NOUN+NSUFF,15
Levantine,1A,@YKaisar @GhadaGhadita انا مش سني ونزلت كمان تضامنا مع أهلي بعرسال لانو الظلم ما عندو دين ولبنان لازم ينزل ضد ظلم الدولة بهالموضوع,@YKaisar @GhadaGhadita انا مش سني و+نزل+ت كمان تضامن+ا مع أهل+ي ب+عرسال ل+ان+و ال+ظلم ما عند+و دين و+لبنان لازم ينزل ضد ظلم ال+دول+ة ب+ه+ال+موضوع,MENTION MENTION PRON PART ADJ CONJ+V+PRON ADV NOUN+CASE NOUN NOUN+PRON PREP+NOUN PREP+PART+PRON DET+NOUN PART NOUN+PRON NOUN CONJ+NOUN ADJ V NOUN NOUN DET+NOUN+NSUFF PREP+PRON+DET+NOUN,23
Levantine,5A,@adelsamia حبيبنا عدول مش لانو بتحكي عن تمثيلنا بالمنيح بس لانك انسان طيب و الله يوفقك بكل شي : ) ),@adelsamia حبيب+نا عدول مش ل+ان+و ب+تحكي عن تمثيل+نا ب+ال+منيح بس ل+ان+ك انسان طيب و الله يوفق+ك ب+كل شي : ) ),MENTION NOUN+PRON NOUN PART PREP+PART+PRON PROG_PART+V PREP NOUN+PRON PREP+DET+ADJ PART PREP+PART+PRON NOUN ADJ CONJ NOUN V+PRON PREP+NOUN NOUN PUNC PUNC PUNC,21
Levantine,4B,#بخجل بس كون عم فرجي صورة لحدا وياخد التليفون ويسردا ع كل الصور,#بخجل بس كون عم فرجي صور+ة ل+حدا و+ياخد ال+تليفون و+يسرد+ا ع كل ال+صور,HASH PART V PART V NOUN+NSUFF PREP+NOUN CONJ+V DET+NOUN CONJ+V+PRON PREP NOUN DET+NOUN,13
Levantine,4A,يا حبيبتي صرتي صبيه بس عقلك عقل ولد عمرو سنتين وين بعد في منا هيدي اذا ما عملي لايك او تخانئتو بتعملي unfollow لك كبري الله يخليكي,يا حبيب+ت+ي صرت+ي صبي+ه بس عقل+ك عقل ولد عمر+و سن+ت+ين وين بعد في من+ا هيدي اذا ما عمل+ي لايك او تخانئ+ت+و ب+تعمل+ي unfollow لك كبر+ي الله يخلي+كي,PART NOUN+NSUFF+PRON V+PRON NOUN+NSUFF PART NOUN+PRON NOUN NOUN NOUN+PRON NOUN+NSUFF+NSUFF PART NOUN ADV PREP+PRON PRON NOUN PART V+PRON NOUN CONJ V+PRON+PRON PROG_PART+V+PRON FOREIGN PART V+PRON NOUN V+PRON,27
Levantine,4B,صحيح عنا بطالة وفقر وتعتير وفساد وتفجير وتهجير وخطف وحرب وسرقة واغتيالات وظلم بس فينا نتنفس ، هلق صحيح بيقطعولنا نفسنا 0 0 بس لبنان بالدني,صحيح عن+ا بطال+ة و+فقر و+تعتير و+فساد و+تفجير و+تهجير و+خطف و+حرب و+سرق+ة و+اغتيال+ات و+ظلم بس في+نا نتنفس ، هلق صحيح ب+يقطع+و+ل+نا نفس+نا 0 0 بس لبنان ب+ال+دني,NOUN NOUN+PRON NOUN+NSUFF CONJ+NOUN CONJ+NOUN CONJ+NOUN CONJ+NOUN CONJ+NOUN CONJ+NOUN CONJ+NOUN CONJ+NOUN+NSUFF CONJ+NOUN+NSUFF CONJ+NOUN PART PREP+PRON V PUNC NOUN NOUN PROG_PART+V+PRON+PREP+PRON NOUN+PRON PUNC PUNC PART NOUN PREP+DET+NOUN,26
Levantine,5A,مش معقول سبحان الله كيف بكل المسلسلات اللبنانية بيطلعوا كلن بيقربو بعض وهاي بتكون إما لهاي و ستا و جدا بكون عشوي لكلب لأبيض انو معقول !,مش معقول سبحان الله كيف ب+كل ال+مسلسل+ات ال+لبناني+ة ب+يطلع+وا كل+ن ب+يقرب+و بعض و+هاي ب+تكون إم+ا ل+هاي و ست+ا و جد+ا ب+كون ع+شوي ل+كلب ل+أبيض ان+و معقول !,PART ADJ NOUN NOUN PART PREP+NOUN DET+NOUN+NSUFF DET+ADJ+NSUFF PROG_PART+V+PRON NOUN+PRON PROG_PART+V+PRON NOUN CONJ+PRON PROG_PART+V NOUN+PRON PREP+PRON CONJ NOUN+PRON CONJ NOUN+PRON PROG_PART+V PREP+NOUN DET+ADJ DET+ADJ PART+PRON ADJ PUNC,27
