dialect,sentence_id,token_index,word,morphological_segment,pos_tag
Levantine,5A_210,5,الشوارع,ال+شوارع,DET+NOUN
Levantine,5A_211,6,وما,و+ما,CONJ+PART
Levantine,5A_212,7,حدا,حدا,NOUN
Levantine,5A_213,8,بيعرف,ب+يعرف,PROG_PART+V
Levantine,5A_214,9,مين,مين,PART
Levantine,5A_215,10,هني,هني,PRON
Levantine,5A_216,11,وبتولع,و+ب+تولع,CONJ+PROG_PART+V
Levantine,5A_217,12,الحرب,ال+حرب,DET+NOUN
Levantine,5A_218,13,وبيروح,و+ب+يروح,CONJ+PROG_PART+V
Levantine,5A_219,14,قتلى,قتلى,NOUN
Levantine,5A_220,15,وجرحى,و+جرحى,CONJ+NOUN
Levantine,5A_221,16,وبعدين,و+بعدين,CONJ+NOUN
Levantine,5A_222,17,بيفلو,ب+يفل+و,PROG_PART+V+PRON
Levantine,5A_223,18,وما,و+ما,CONJ+PART
Levantine,5A_224,19,حدا,حدا,NOUN
Levantine,5A_225,20,بتم,ب+تم,PROG_PART+V
Levantine,5A_226,21,القبض,ال+قبض,DET+NOUN
Levantine,5A_227,22,عليه,علي+ه,PREP+PRON
Levantine,5A_228,23,0,0,PUNC
Levantine,5A_229,24,سايبة,سايب+ة,ADJ+NSUFF
Levantine,5A_230,1,و,و,CONJ
Levantine,5A_231,2,انت,انت,PRON
Levantine,5A_232,3,قديش,قديش,PART
Levantine,5A_233,4,راتبك,راتب+ك,NOUN+PRON
Levantine,5A_234,5,؟,؟,PUNC
Levantine,5A_235,6,قلو,قل+و,V+PRON
Levantine,5A_236,7,العربي,ال+عربي,DET+NOUN
Levantine,5A_237,8,:,:,PUNC
Levantine,5A_238,9,حوالي,حوالي,NOUN
Levantine,5A_239,10,200,200,NUM
Levantine,5A_240,11,دولار,دولار,NOUN
Levantine,5A_241,12,!,!,PUNC
Levantine,5A_242,13,سأله,سأل+ه,V+PRON
Levantine,5A_243,14,الأمريكي,ال+أمريكي,DET+NOUN
Levantine,5A_244,15,:,:,PUNC
Levantine,5A_245,16,هدول,هدول,PRON
Levantine,5A_246,17,بدل,بدل,NOUN
Levantine,5A_247,18,شو,شو,PART
Levantine,5A_248,19,؟,؟,PUNC
Levantine,5A_249,20,قلو,قل+و,V+PRON
Levantine,5A_250,21,:,:,PUNC
Levantine,5A_251,22,بدل,بدل,NOUN
Levantine,5A_252,23,ما,ما,PART
Levantine,5A_253,24,أشحد,أشحد,V
Levantine,1B_254,1,عن,عن,PREP
Levantine,1B_255,2,شغلات,شغل+ات,NOUN+NSUFF
Levantine,1B_256,3,كنا,كن+ا,V+PRON
Levantine,1B_257,4,نتمناها,نتمن+ا+ها,V+PRON+PRON
Levantine,1B_258,5,ميتين,ميت+ين,ADJ+NSUFF
Levantine,1B_259,6,لتصير,ل+تصير,PREP+V
Levantine,1B_260,7,ملكنا,ملك+نا,NOUN+PRON
Levantine,1B_261,8,بس,بس,PART
Levantine,1B_262,9,لمن,لمن,PART
Levantine,1B_263,10,تجي,تجي,V
Levantine,1B_264,11,مأخرة,مأخر+ة,ADJ+NSUFF
Levantine,1B_265,12,ما,ما,PART
Levantine,1B_266,13,بتعود,ب+تعود,PROG_PART+V
Levantine,1B_267,14,تعني,تعني,V
Levantine,1B_268,15,أي,أي,NOUN
Levantine,1B_269,16,شي,شي,NOUN
Levantine,3A_270,1,شعور,شعور,NOUN
Levantine,3A_271,2,حقير,حقير,ADJ
Levantine,3A_272,3,لما,لما,PART
Levantine,3A_273,4,تتدايق,تتدايق,V
Levantine,3A_274,5,من,من,PREP
Levantine,3A_275,6,حدا,حدا,NOUN
Levantine,3A_276,7,بتحبو,ب+تحب+و,PROG_PART+V+PRON
Levantine,3A_277,8,وتقله,و+تقل+ه,CONJ+V+PRON
Levantine,3A_278,9,bye,bye,FOREIGN
Levantine,3A_279,10,0,0,PUNC
Levantine,3A_280,11,0,0,PUNC
Levantine,3A_281,12,ويرد,و+يرد,CONJ+V
Levantine,3A_282,13,يقلك,يقل+ك,V+PRON
Levantine,3A_283,14,bye,bye,FOREIGN
Levantine,3A_284,15,0,0,PUNC
Levantine,3A_285,16,..,..,PUNC
Levantine,3A_286,17,لك,لك,PART
Levantine,3A_287,18,راضيني,راضي+ني,V+PRON
Levantine,3A_288,19,يا,يا,PART
Levantine,3A_289,20,حيوان,حيوان,NOUN
Levantine,3A_290,21,زعلان,زعلان,ADJ
Levantine,3A_291,22,أنا,أنا,PRON
Levantine,3A_292,23,!,!,PUNC
Levantine,3A_293,24,!,!,PUNC
Levantine,1A_294,1,#طز_بفخامتك_لانك,#طز_بفخامتك_لانك,HASH
Levantine,1A_295,2,لانو,ل+ان+و,PREP+PART+PRON
Levantine,1A_296,3,بعهد,ب+عهد,PREP+NOUN
Levantine,1A_297,4,فخامتك,فخام+ت+ك,NOUN+PRON+PRON
Levantine,1A_298,5,الزعران,ال+زعران,DET+NOUN
Levantine,1A_299,6,بيتفلتو,ب+يتفلت+و,PROG_PART+V+PRON
Levantine,1A_300,7,بالشوارع,ب+ال+شوارع,PREP+DET+NOUN
Levantine,1A_301,8,و,و,CONJ
Levantine,1A_302,9,بيصيرو,ب+يصير+و,PROG_PART+V+PRON
Levantine,1A_303,10,وزراء,وزراء,NOUN
Levantine,1A_304,11,و,و,CONJ
Levantine,1A_305,12,القوادم,ال+قوادم,DET+NOUN
Levantine,1A_306,13,بينزتو,ب+ينزت+و,PROG_PART+V+PRON
Levantine,1A_307,14,بالحبوس,ب+ال+حبوس,PREP+DET+NOUN
Levantine,5B_308,1,@nadinezeidane,@nadinezeidane,MENTION
Levantine,5B_309,2,يعنى,يعنى,V
Levantine,5B_310,3,شو,شو,PART
Levantine,5B_311,4,بدى,بد+ى,NOUN+PRON
Levantine,5B_312,5,احكى,احكى,V
Levantine,5B_313,6,يمكن,يمكن,V
Levantine,5B_314,7,وقت,وقت,NOUN
Levantine,5B_315,8,منكون,م+نكون,PART+V
Levantine,5B_316,9,عمنرد,عم+نرد,PART+V
Levantine,5B_317,10,عليه,علي+ه,PREP+PRON
Levantine,5B_318,11,عمنكبرو,عم+نكبرو,PART+V
Levantine,5B_319,12,لالصرصور,ل+ال+صرصور,PREP+DET+NOUN
Levantine,5B_320,13,http://t.co/n9eakjAmdg,http://t.co/n9eakjAmdg,URL
Levantine,5A_321,1,iriSaad,iriSaad,FOREIGN
Levantine,5A_322,2,@STLebanon,@STLebanon,MENTION
Levantine,5A_323,3,متفقين,متفق+ين,NOUN+NSUFF
Levantine,5A_324,4,وضربات,و+ضرب+ات,CONJ+NOUN+NSUFF
Levantine,5A_325,5,العصي,ال+عصي,DET+NOUN
Levantine,5A_326,6,ما,ما,PART
Levantine,5A_327,7,عم,عم,PART
Levantine,5A_328,8,تنزل,تنزل,V
Levantine,5A_329,9,غير,غير,NOUN
Levantine,5A_330,10,عالشعب,ع+ال+شعب,PREP+DET+NOUN
Levantine,5A_331,11,ومين,و+مين,CONJ+PART
Levantine,5A_332,12,سائل,سائل,NOUN
Levantine,5A_333,13,كل,كل,NOUN
Levantine,5A_334,14,مسؤول,مسؤول,NOUN
Levantine,5A_335,15,عم,عم,PART
Levantine,5A_336,16,يشتغل,يشتغل,V
Levantine,5A_337,17,ليستلم,ل+يستلم,PREP+V
Levantine,5A_338,18,كرسي,كرسي,NOUN
Levantine,5A_339,19,اكبر,اكبر,ADJ
Levantine,5A_340,20,من,من,PREP
Levantine,5A_341,21,السابقة,ال+سابق+ة,DET+NOUN+NSUFF
Levantine,3A_342,1,البلد,ال+بلد,DET+NOUN
Levantine,3A_343,2,بإمه,ب+إم+ه,PREP+NOUN+PRON
Levantine,3A_344,3,وأبوه,و+أبو+ه,CONJ+NOUN+PRON
Levantine,3A_345,4,معهم,مع+هم,NOUN+PRON
Levantine,3A_346,5,ضاقت,ضاق+ت,V+PRON
Levantine,3A_347,6,بعينكم,ب+عين+كم,PREP+NOUN+PRON
Levantine,3A_348,7,غرف,غرف,NOUN
Levantine,3A_349,8,سرية,سري+ة,ADJ+NSUFF
Levantine,3A_350,9,تحت,تحت,NOUN
Levantine,3A_351,10,مبنى,مبنى,NOUN
Levantine,3A_352,11,المطار,ال+مطار,DET+NOUN
Levantine,3A_353,12,؟,؟,PUNC
Levantine,3A_354,13,ولوووووو,ولوووووو,PART
Levantine,3A_355,14,شو,شو,PART
Levantine,3A_356,15,عينكم,عين+كم,NOUN+PRON
Levantine,3A_357,16,ضيقة,ضيق+ة,ADJ+NSUFF
Levantine,3A_358,17,أركيلة,أركيل+ة,NOUN+NSUFF
Levantine,3A_359,18,يا,يا,PART
Levantine,3A_360,19,ولد,ولد,NOUN
Levantine,1A_361,1,مشهد,مشهد,NOUN
Levantine,1A_362,2,الدركي,ال+دركي,DET+NOUN
Levantine,1A_363,3,ب,ب,PREP
Levantine,1A_364,4,#ولاد_ولاد_البلد,#ولاد_ولاد_البلد,HASH
Levantine,1A_365,5,ما,ما,PART
Levantine,1A_366,6,بيقطع,ب+يقطع,PROG_PART+V
Levantine,1A_367,7,0,0,PUNC
Levantine,1A_368,8,مش,مش,PART
Levantine,1A_369,9,منطقي,منطقي,ADJ
Levantine,1A_370,10,و,و,CONJ
Levantine,1A_371,11,واقعي,واقعي,ADJ
Levantine,1A_372,12,ابدا,ابد+ا,NOUN+CASE
Levantine,1A_373,13,0,0,PUNC
Levantine,1A_374,14,شو,شو,PART
Levantine,1A_375,15,رأيكم,رأي+كم,NOUN+PRON
Levantine,1A_376,16,؟,؟,PUNC
Levantine,1A_377,17,؟,؟,PUNC
Levantine,3A_378,1,حاكم,حاكم,NOUN
Levantine,3A_379,2,قصر,قصر,NOUN
Levantine,3A_380,3,بعبدا,ب+عبدا,PREP+NOUN
Levantine,3A_381,4,زار,زار,V
Levantine,3A_382,5,اليونيفيل,ال+يونيفيل,DET+NOUN
Levantine,3A_383,6,اليوم,ال+يوم,DET+NOUN
Levantine,3A_384,7,وكلو,و+كل+و,CONJ+NOUN+PRON
Levantine,3A_385,8,امل,امل,NOUN
Levantine,3A_386,9,انو,ان+و,PART+PRON
Levantine,3A_387,10,يصير,يصير,V
Levantine,3A_388,11,متلهم,متل+هم,NOUN+PRON
Levantine,3A_389,12,:,:,PUNC
Levantine,3A_390,13,كل,كل,NOUN
Levantine,3A_391,14,سنة,سن+ة,NOUN+NSUFF
Levantine,3A_392,15,يجددوا,يجدد+وا,V+PRON
Levantine,3A_393,16,له,ل+ه,PREP+PRON
Levantine,2B_394,1,واحد,واحد,NOUN
Levantine,2B_395,2,سأل,سأل,V
Levantine,2B_396,3,محشش,محشش,NOUN
Levantine,2B_397,4,:,:,PUNC
Levantine,2B_398,5,اذا,اذا,NOUN
Levantine,2B_399,6,يوم,يوم,NOUN
Levantine,2B_400,7,من,من,PREP
Levantine,2B_401,8,الايام,ال+ايام,DET+NOUN
Levantine,2B_402,9,خلص,خلص,V
Levantine,2B_403,10,النفط,ال+نفط,DET+NOUN
Levantine,2B_404,11,والبنزين,و+ال+بنزين,CONJ+DET+NOUN
Levantine,2B_405,12,من,من,PREP
Levantine,2B_406,13,العالم,ال+عالم,DET+NOUN
Levantine,2B_407,14,كيف,كيف,PART
Levantine,2B_408,15,بدنا,بد+نا,NOUN+PRON
Levantine,2B_409,16,نطلع,نطلع,V
Levantine,2B_410,17,بسيارتنا,ب+سيار+ت+نا,PREP+NOUN+NSUFF+PRON
Levantine,2B_411,18,؟,؟,PUNC
Levantine,2B_412,19,؟,؟,PUNC
Levantine,2B_413,20,0,0,PUNC
Levantine,2B_414,21,0,0,PUNC
Levantine,2B_415,22,المحشش,ال+محشش,DET+NOUN
Levantine,2B_416,23,:,:,PUNC
Levantine,2B_417,24,بعين,ب+عين,FUT_PART+V
Levantine,2B_418,25,الله,الله,NOUN
Levantine,2B_419,26,ما,ما,PART
Levantine,2B_420,27,النا,ال+نا,PREP+PRON
Levantine,2B_421,28,غير,غير,NOUN
Levantine,2B_422,29,التكاسي,ال+تكاسي,DET+NOUN
Levantine,5B_423,1,عزيزي,عزيز+ي,NOUN+PRON
Levantine,5B_424,2,الشب,ال+شب,DET+NOUN
Levantine,5B_425,3,يلي,يلي,PART
Levantine,5B_426,4,بتقول,ب+تقول,PROG_PART+V
Levantine,5B_427,5,لحبيبتك,ل+حبيب+ت+ك,PREP+NOUN+PRON+PRON
Levantine,5B_428,6,مستعد,مستعد,ADJ
Levantine,5B_429,7,ابيع,ابيع,V
Levantine,5B_430,8,الدنيا,ال+دنيا,DET+NOUN
Levantine,5B_431,9,عشانك,عشان+ك,PART+PRON
Levantine,5B_432,10,0,0,PUNC
Levantine,5B_433,11,0,0,PUNC
Levantine,5B_434,12,0,0,PUNC
Levantine,5B_435,13,0,0,PUNC
Levantine,5B_436,14,0,0,PUNC
Levantine,5B_437,15,0,0,PUNC
Levantine,5B_438,16,0,0,PUNC
Levantine,5B_439,17,0,0,PUNC
Levantine,5B_440,18,0,0,PUNC
Levantine,5B_441,19,0,0,PUNC
Levantine,5B_442,20,طيب,طيب,ADJ
Levantine,5B_443,21,احنا,احنا,PRON
Levantine,5B_444,22,المساكين,ال+مساكين,DET+NOUN
Levantine,5B_445,23,نروح,نروح,V
Levantine,5B_446,24,نستأجر,نستأجر,V
Levantine,5B_447,25,كوكب,كوكب,NOUN
Levantine,5B_448,26,زحل,زحل,NOUN
Levantine,5B_449,27,عشان,عشان,PART
Levantine,5B_450,28,ترضا,ترضا,V
Levantine,5B_451,29,حضرة,حضر+ة,NOUN+NSUFF
Levantine,5B_452,30,جنابا,جناب+ا,NOUN+PRON
Levantine,5B_453,31,؟,؟,PUNC
Levantine,3B_454,1,الختيار,ال+ختيار,DET+NOUN
Levantine,3B_455,2,لما,لما,PART
Levantine,3B_456,3,يرن,يرن,V
Levantine,3B_457,4,تيليفونو,تيليفون+و,NOUN+PRON
Levantine,3B_458,5,:,:,PUNC
Levantine,3B_459,6,دقيقة,دقيق+ة,NOUN+NSUFF
Levantine,3B_460,7,ليطلعو,ل+يطلع+و,PREP+V+PRON
Levantine,3B_461,8,من,من,PREP
Levantine,3B_462,9,الجيبة,ال+جيب+ة,DET+NOUN+NSUFF
Levantine,3B_463,10,دقيقة,دقيق+ة,NOUN+NSUFF
Levantine,3B_464,11,ليلبس,ل+يلبس,PREP+V
Levantine,3B_465,12,العوينات,ال+عوين+ات,DET+NOUN+NSUFF
Levantine,3B_466,13,ثلاث,ثلاث,NUM
Levantine,3B_467,14,دقايق,دقايق,NOUN
Levantine,3B_468,15,ليشوف,ل+يشوف,PREP+V
Levantine,3B_469,16,مين,مين,PART
Levantine,3B_470,17,المتصل,ال+متصل,DET+NOUN
Levantine,3B_471,18,اخر,اخر,NOUN
Levantine,3B_472,19,شي,شي,NOUN
Levantine,3B_473,20,بيقول,ب+يقول,PROG_PART+V
Levantine,3B_474,21,:,:,PUNC
Levantine,3B_475,22,ليك,لي+ك,PREP+PRON
Levantine,3B_476,23,هل,هل,PRON
Levantine,3B_477,24,المرت,ال+مر+ت,DET+NOUN+NSUFF
Levantine,3B_478,25,عملي,عمل+ي,V+PRON
Levantine,3B_479,26,ميسد,ميسد,NOUN
Levantine,3B_480,27,كول,كول,NOUN
Levantine,3B_481,28,!,!,PUNC
Levantine,5A_482,1,حبيبي,حبيب+ي,NOUN+PRON
Levantine,5A_483,2,اذا,اذا,NOUN
Levantine,5A_484,3,زعلت,زعل+ت,V+PRON
