fold,subfold,words,segments,pos_tags
5,A,"['و' 'انت' 'قديش' 'راتبك' '؟' 'قلو' 'العربي' ':' 'حوالي' '200' 'دولار' '!'
 'سأله' 'الأمريكي' ':' 'هدول' 'بدل' 'شو' '؟' 'قلو' ':' 'بدل' 'ما' 'أشحد'
 'EOS']","['و' 'انت' 'قديش' 'راتب+ك' '؟' 'قل+و' 'ال+عربي' ':' 'حوالي' '200' 'دولار'
 '!' 'سأل+ه' 'ال+أمريكي' ':' 'هدول' 'بدل' 'شو' '؟' 'قل+و' ':' 'بدل' 'ما'
 'أشحد' 'EOS']","['CONJ' 'PRON' 'PART' 'NOUN+PRON' 'PUNC' 'V+PRON' 'DET+NOUN' 'PUNC' 'NOUN'
 'NUM' 'NOUN' 'PUNC' 'V+PRON' 'DET+NOUN' 'PUNC' 'PRON' 'NOUN' 'PART'
 'PUNC' 'V+PRON' 'PUNC' 'NOUN' 'PART' 'V' 'EOS']"
1,B,"['عن' 'شغلات' 'كنا' 'نتمناها' 'ميتين' 'لتصير' 'ملكنا' 'بس' 'لمن' 'تجي'
 'مأخرة' 'ما' 'بتعود' 'تعني' 'أي' 'شي' 'EOS']","['عن' 'شغل+ات' 'كن+ا' 'نتمن+ا+ها' 'ميت+ين' 'ل+تصير' 'ملك+نا' 'بس' 'لمن'
 'تجي' 'مأخر+ة' 'ما' 'ب+تعود' 'تعني' 'أي' 'شي' 'EOS']","['PREP' 'NOUN+NSUFF' 'V+PRON' 'V+PRON+PRON' 'ADJ+NSUFF' 'PREP+V'
 'NOUN+PRON' 'PART' 'PART' 'V' 'ADJ+NSUFF' 'PART' 'PROG_PART+V' 'V' 'NOUN'
 'NOUN' 'EOS']"
3,A,"['شعور' 'حقير' 'لما' 'تتدايق' 'من' 'حدا' 'بتحبو' 'وتقله' 'bye' '0' '0'
 'ويرد' 'يقلك' 'bye' '0' '..' 'لك' 'راضيني' 'يا' 'حيوان' 'زعلان' 'أنا' '!'
 '!' 'EOS']","['شعور' 'حقير' 'لما' 'تتدايق' 'من' 'حدا' 'ب+تحب+و' 'و+تقل+ه' 'bye' '0' '0'
 'و+يرد' 'يقل+ك' 'bye' '0' '..' 'لك' 'راضي+ني' 'يا' 'حيوان' 'زعلان' 'أنا'
 '!' '!' 'EOS']","['NOUN' 'ADJ' 'PART' 'V' 'PREP' 'NOUN' 'PROG_PART+V+PRON' 'CONJ+V+PRON'
 'FOREIGN' 'PUNC' 'PUNC' 'CONJ+V' 'V+PRON' 'FOREIGN' 'PUNC' 'PUNC' 'PART'
 'V+PRON' 'PART' 'NOUN' 'ADJ' 'PRON' 'PUNC' 'PUNC' 'EOS']"
1,A,"['#طز_بفخامتك_لانك' 'لانو' 'بعهد' 'فخامتك' 'الزعران' 'بيتفلتو' 'بالشوارع'
 'و' 'بيصيرو' 'وزراء' 'و' 'القوادم' 'بينزتو' 'بالحبوس' 'EOS']","['#طز_بفخامتك_لانك' 'ل+ان+و' 'ب+عهد' 'فخام+ت+ك' 'ال+زعران' 'ب+يتفلت+و'
 'ب+ال+شوارع' 'و' 'ب+يصير+و' 'وزراء' 'و' 'ال+قوادم' 'ب+ينزت+و' 'ب+ال+حبوس'
 'EOS']","['HASH' 'PREP+PART+PRON' 'PREP+NOUN' 'NOUN+PRON+PRON' 'DET+NOUN'
 'PROG_PART+V+PRON' 'PREP+DET+NOUN' 'CONJ' 'PROG_PART+V+PRON' 'NOUN'
 'CONJ' 'DET+NOUN' 'PROG_PART+V+PRON' 'PREP+DET+NOUN' 'EOS']"
5,B,"['@nadinezeidane' 'يعنى' 'شو' 'بدى' 'احكى' 'يمكن' 'وقت' 'منكون' 'عمنرد'
 'عليه' 'عمنكبرو' 'لالصرصور' 'http://t.co/n9eakjAmdg' 'EOS']","['@nadinezeidane' 'يعنى' 'شو' 'بد+ى' 'احكى' 'يمكن' 'وقت' 'م+نكون' 'عم+نرد'
 'علي+ه' 'عم+نكبرو' 'ل+ال+صرصور' 'http://t.co/n9eakjAmdg' 'EOS']","['MENTION' 'V' 'PART' 'NOUN+PRON' 'V' 'V' 'NOUN' 'PART+V' 'PART+V'
 'PREP+PRON' 'PART+V' 'PREP+DET+NOUN' 'URL' 'EOS']"
5,A,"['iriSaad' '@STLebanon' 'متفقين' 'وضربات' 'العصي' 'ما' 'عم' 'تنزل' 'غير'
 'عالشعب' 'ومين' 'سائل' 'كل' 'مسؤول' 'عم' 'يشتغل' 'ليستلم' 'كرسي' 'اكبر'
 'من' 'السابقة' 'EOS']","['iriSaad' '@STLebanon' 'متفق+ين' 'و+ضرب+ات' 'ال+عصي' 'ما' 'عم' 'تنزل'
 'غير' 'ع+ال+شعب' 'و+مين' 'سائل' 'كل' 'مسؤول' 'عم' 'يشتغل' 'ل+يستلم'
 'كرسي' 'اكبر' 'من' 'ال+سابق+ة' 'EOS']","['FOREIGN' 'MENTION' 'NOUN+NSUFF' 'CONJ+NOUN+NSUFF' 'DET+NOUN' 'PART'
 'PART' 'V' 'NOUN' 'PREP+DET+NOUN' 'CONJ+PART' 'NOUN' 'NOUN' 'NOUN' 'PART'
 'V' 'PREP+V' 'NOUN' 'ADJ' 'PREP' 'DET+NOUN+NSUFF' 'EOS']"
3,A,"['البلد' 'بإمه' 'وأبوه' 'معهم' 'ضاقت' 'بعينكم' 'غرف' 'سرية' 'تحت' 'مبنى'
 'المطار' '؟' 'ولوووووو' 'شو' 'عينكم' 'ضيقة' 'أركيلة' 'يا' 'ولد' 'EOS']","['ال+بلد' 'ب+إم+ه' 'و+أبو+ه' 'مع+هم' 'ضاق+ت' 'ب+عين+كم' 'غرف' 'سري+ة'
 'تحت' 'مبنى' 'ال+مطار' '؟' 'ولوووووو' 'شو' 'عين+كم' 'ضيق+ة' 'أركيل+ة'
 'يا' 'ولد' 'EOS']","['DET+NOUN' 'PREP+NOUN+PRON' 'CONJ+NOUN+PRON' 'NOUN+PRON' 'V+PRON'
 'PREP+NOUN+PRON' 'NOUN' 'ADJ+NSUFF' 'NOUN' 'NOUN' 'DET+NOUN' 'PUNC'
 'PART' 'PART' 'NOUN+PRON' 'ADJ+NSUFF' 'NOUN+NSUFF' 'PART' 'NOUN' 'EOS']"
1,A,"['مشهد' 'الدركي' 'ب' '#ولاد_ولاد_البلد' 'ما' 'بيقطع' '0' 'مش' 'منطقي' 'و'
 'واقعي' 'ابدا' '0' 'شو' 'رأيكم' '؟' '؟' 'EOS']","['مشهد' 'ال+دركي' 'ب' '#ولاد_ولاد_البلد' 'ما' 'ب+يقطع' '0' 'مش' 'منطقي'
 'و' 'واقعي' 'ابد+ا' '0' 'شو' 'رأي+كم' '؟' '؟' 'EOS']","['NOUN' 'DET+NOUN' 'PREP' 'HASH' 'PART' 'PROG_PART+V' 'PUNC' 'PART' 'ADJ'
 'CONJ' 'ADJ' 'NOUN+CASE' 'PUNC' 'PART' 'NOUN+PRON' 'PUNC' 'PUNC' 'EOS']"
3,A,"['حاكم' 'قصر' 'بعبدا' 'زار' 'اليونيفيل' 'اليوم' 'وكلو' 'امل' 'انو' 'يصير'
 'متلهم' ':' 'كل' 'سنة' 'يجددوا' 'له' 'EOS']","['حاكم' 'قصر' 'ب+عبدا' 'زار' 'ال+يونيفيل' 'ال+يوم' 'و+كل+و' 'امل' 'ان+و'
 'يصير' 'متل+هم' ':' 'كل' 'سن+ة' 'يجدد+وا' 'ل+ه' 'EOS']","['NOUN' 'NOUN' 'PREP+NOUN' 'V' 'DET+NOUN' 'DET+NOUN' 'CONJ+NOUN+PRON'
 'NOUN' 'PART+PRON' 'V' 'NOUN+PRON' 'PUNC' 'NOUN' 'NOUN+NSUFF' 'V+PRON'
 'PREP+PRON' 'EOS']"
2,B,"['واحد' 'سأل' 'محشش' ':' 'اذا' 'يوم' 'من' 'الايام' 'خلص' 'النفط'
 'والبنزين' 'من' 'العالم' 'كيف' 'بدنا' 'نطلع' 'بسيارتنا' '؟' '؟' '0' '0'
 'المحشش' ':' 'بعين' 'الله' 'ما' 'النا' 'غير' 'التكاسي' 'EOS']","['واحد' 'سأل' 'محشش' ':' 'اذا' 'يوم' 'من' 'ال+ايام' 'خلص' 'ال+نفط'
 'و+ال+بنزين' 'من' 'ال+عالم' 'كيف' 'بد+نا' 'نطلع' 'ب+سيار+ت+نا' '؟' '؟'
 '0' '0' 'ال+محشش' ':' 'ب+عين' 'الله' 'ما' 'ال+نا' 'غير' 'ال+تكاسي' 'EOS']","['NOUN' 'V' 'NOUN' 'PUNC' 'NOUN' 'NOUN' 'PREP' 'DET+NOUN' 'V' 'DET+NOUN'
 'CONJ+DET+NOUN' 'PREP' 'DET+NOUN' 'PART' 'NOUN+PRON' 'V'
 'PREP+NOUN+NSUFF+PRON' 'PUNC' 'PUNC' 'PUNC' 'PUNC' 'DET+NOUN' 'PUNC'
 'FUT_PART+V' 'NOUN' 'PART' 'PREP+PRON' 'NOUN' 'DET+NOUN' 'EOS']"
5,B,"['عزيزي' 'الشب' 'يلي' 'بتقول' 'لحبيبتك' 'مستعد' 'ابيع' 'الدنيا' 'عشانك'
 '0' '0' '0' '0' '0' '0' '0' '0' '0' '0' 'طيب' 'احنا' 'المساكين' 'نروح'
 'نستأجر' 'كوكب' 'زحل' 'عشان' 'ترضا' 'حضرة' 'جنابا' '؟' 'EOS']","['عزيز+ي' 'ال+شب' 'يلي' 'ب+تقول' 'ل+حبيب+ت+ك' 'مستعد' 'ابيع' 'ال+دنيا'
 'عشان+ك' '0' '0' '0' '0' '0' '0' '0' '0' '0' '0' 'طيب' 'احنا' 'ال+مساكين'
 'نروح' 'نستأجر' 'كوكب' 'زحل' 'عشان' 'ترضا' 'حضر+ة' 'جناب+ا' '؟' 'EOS']","['NOUN+PRON' 'DET+NOUN' 'PART' 'PROG_PART+V' 'PREP+NOUN+PRON+PRON' 'ADJ'
 'V' 'DET+NOUN' 'PART+PRON' 'PUNC' 'PUNC' 'PUNC' 'PUNC' 'PUNC' 'PUNC'
 'PUNC' 'PUNC' 'PUNC' 'PUNC' 'ADJ' 'PRON' 'DET+NOUN' 'V' 'V' 'NOUN' 'NOUN'
 'PART' 'V' 'NOUN+NSUFF' 'NOUN+PRON' 'PUNC' 'EOS']"
3,B,"['الختيار' 'لما' 'يرن' 'تيليفونو' ':' 'دقيقة' 'ليطلعو' 'من' 'الجيبة'
 'دقيقة' 'ليلبس' 'العوينات' 'ثلاث' 'دقايق' 'ليشوف' 'مين' 'المتصل' 'اخر'
 'شي' 'بيقول' ':' 'ليك' 'هل' 'المرت' 'عملي' 'ميسد' 'كول' '!' 'EOS']","['ال+ختيار' 'لما' 'يرن' 'تيليفون+و' ':' 'دقيق+ة' 'ل+يطلع+و' 'من'
 'ال+جيب+ة' 'دقيق+ة' 'ل+يلبس' 'ال+عوين+ات' 'ثلاث' 'دقايق' 'ل+يشوف' 'مين'
 'ال+متصل' 'اخر' 'شي' 'ب+يقول' ':' 'لي+ك' 'هل' 'ال+مر+ت' 'عمل+ي' 'ميسد'
 'كول' '!' 'EOS']","['DET+NOUN' 'PART' 'V' 'NOUN+PRON' 'PUNC' 'NOUN+NSUFF' 'PREP+V+PRON'
 'PREP' 'DET+NOUN+NSUFF' 'NOUN+NSUFF' 'PREP+V' 'DET+NOUN+NSUFF' 'NUM'
 'NOUN' 'PREP+V' 'PART' 'DET+NOUN' 'NOUN' 'NOUN' 'PROG_PART+V' 'PUNC'
 'PREP+PRON' 'PRON' 'DET+NOUN+NSUFF' 'V+PRON' 'NOUN' 'NOUN' 'PUNC' 'EOS']"
5,A,"['حبيبي' 'اذا' 'زعلت' 'وبدك' 'تاخد' 'موقف' '،' 'ما' 'حدا' 'مانعك' 'بس'
 'خود' 'موقف' 'الجيران' 'واتركلي' 'موقفي' 'كرمال' 'صف' 'السيارة' 'EOS']","['حبيب+ي' 'اذا' 'زعل+ت' 'و+بد+ك' 'تاخد' 'موقف' '،' 'ما' 'حدا' 'مانع+ك'
 'بس' 'خود' 'موقف' 'ال+جيران' 'و+اترك+ل+ي' 'موقف+ي' 'كرمال' 'صف'
 'ال+سيار+ة' 'EOS']","['NOUN+PRON' 'NOUN' 'V+PRON' 'CONJ+NOUN+PRON' 'V' 'NOUN' 'PUNC' 'PART'
 'NOUN' 'NOUN+PRON' 'PART' 'V' 'NOUN' 'DET+NOUN' 'CONJ+V+PREP+PRON'
 'NOUN+PRON' 'PART' 'NOUN' 'DET+NOUN+NSUFF' 'EOS']"
1,B,"['قالتلي' 'انها' 'انسانية' 'وبتحب' 'الحيوانات' '0' '...' 'قلتلها' 'عندي'
 'حمامة' 'عم' 'فتش' 'على' 'عش' '!' '!' '!' '!' '#هلوسات_مسائية' 'EOS']","['قال+ت+ل+ي' 'ان+ها' 'انساني+ة' 'و+ب+تحب' 'ال+حيوان+ات' '0' '...'
 'قلت+ل+ها' 'عند+ي' 'حمام+ة' 'عم' 'فتش' 'على' 'عش' '!' '!' '!' '!'
 '#هلوسات_مسائية' 'EOS']","['V+PRON+PREP+PRON' 'PART+PRON' 'ADJ+NSUFF' 'CONJ+PROG_PART+V'
 'DET+NOUN+NSUFF' 'PUNC' 'PUNC' 'V+PREP+PRON' 'NOUN+PRON' 'NOUN+PRON'
 'PART' 'V' 'PREP' 'NOUN' 'PUNC' 'PUNC' 'PUNC' 'PUNC' 'HASH' 'EOS']"
3,A,"['sim' '_' 'paul' '@FirasSuleiman' 'ولك' 'حئك' 'وحىء' 'لكل' 'بنت' 'شريفة'
 'بلبنان' 'تفكر' 'هيك' 'ونحنا' 'معكون' '0' 'EOS']","['sim' '_' 'paul' '@FirasSuleiman' 'و+لك' 'حئ+ك' 'و+حىء' 'ل+كل' 'بنت'
 'شريف+ة' 'ب+لبنان' 'تفكر' 'هيك' 'و+نحنا' 'مع+كون' '0' 'EOS']","['FOREIGN' 'PUNC' 'FOREIGN' 'MENTION' 'CONJ+PART' 'NOUN+PRON' 'CONJ+NOUN'
 'PREP+NOUN' 'NOUN' 'ADJ+NSUFF' 'PREP+NOUN' 'V' 'ADV' 'CONJ+PRON'
 'NOUN+PRON' 'PUNC' 'EOS']"
2,B,"['#ما_في_لزوم' 'تقلي' 'بدي' 'احكيكي' 'بشي' 'مهم' 'و' 'بس' 'تبلش' 'تقلي'
 'انسي' '!' '!' 'من' 'الأول' 'يا' 'انقبر' 'احكي' 'يا' 'ضل' 'مريحني'
 'بسكوتك' 'احسن' '!' '!' '""' 'EOS']","['#ما_في_لزوم' 'تقل+ي' 'بد+ي' 'احكي+كي' 'ب+شي' 'مهم' 'و' 'بس' 'تبلش'
 'تقل+ي' 'انس+ي' '!' '!' 'من' 'ال+أول' 'يا' 'انقبر' 'احكي' 'يا' 'ضل'
 'مريح+ني' 'ب+سكوت+ك' 'احسن' '!' '!' '""' 'EOS']","['HASH' 'V+PRON' 'NOUN+PRON' 'V+PRON' 'PREP+NOUN' 'ADJ' 'CONJ' 'ADV' 'V'
 'V+PRON' 'V+PRON' 'PUNC' 'PUNC' 'PREP' 'DET+ADJ' 'PART' 'V' 'V' 'PART'
 'V' 'ADJ+PRON' 'PREP+NOUN+PRON' 'ADJ' 'PUNC' 'PUNC' 'PUNC' 'EOS']"
3,B,"['بحب' 'قول' 'لكل' 'واحد' 'بقول' 'انو' 'لبنان' 'في' 'طائفية' 'انا' 'بعمري'
 'ما' 'كنت' 'فرق' 'بين' 'البنت' 'المسلمة' 'والبنت' 'المسيحية' 'لي' 'بتطلع'
 'بوجي' 'بلطشا' 'EOS']","['ب+حب' 'قول' 'ل+كل' 'واحد' 'ب+قول' 'ان+و' 'لبنان' 'في' 'طائفي+ة' 'انا'
 'ب+عمر+ي' 'ما' 'كن+ت' 'فرق' 'بين' 'ال+بنت' 'ال+مسلم+ة' 'و+ال+بنت'
 'ال+مسيحي+ة' 'لي' 'ب+تطلع' 'ب+وج+ي' 'ب+لطش+ا' 'EOS']","['PROG_PART+V' 'V' 'PREP+NOUN' 'NOUN' 'PROG_PART+V' 'PART+PRON' 'NOUN'
 'PREP' 'NOUN+NSUFF' 'PRON' 'PREP+NOUN+NSUFF' 'PART' 'V+PRON' 'V' 'NOUN'
 'DET+NOUN' 'DET+NOUN+NSUFF' 'CONJ+DET+NOUN' 'DET+NOUN+NSUFF' 'PART'
 'PROG_PART+V' 'PREP+NOUN+PRON' 'FUT_PART+V+PRON' 'EOS']"
