fold,subfold,words,segments,pos_tags
5,A,"['#كلاسيكيات_الابتدائي' 'استادة' 'تسالالي' 'الدفتر' '.' '.' 'واش' 'نكمل'
 'فالكرطونة' '؟' 'EOS']","['#كلاسيكيات_الابتدائي' 'استاد+ة' 'تسالا+ل+ي' 'ال+دفتر' '.' '.' 'واش'
 'نكمل' 'ف+ال+كرطون+ة' '؟' 'EOS']","['HASH' 'NOUN+NSUFF' 'V+PREP+PRON' 'DET+NOUN' 'PUNC' 'PUNC' 'PART' 'V'
 'PREP+DET+NOUN+NSUFF' 'PUNC' 'EOS']"
5,A,"['@MajdaNasiri' 'اسمها' 'noha' 'azz' 'راه' 'كنبلوكيو' 'ها' 'دخلي' 'حتى'
 'نتي' 'بلوكها' 'EOS']","['@MajdaNasiri' 'اسم+ها' 'noha' 'azz' 'را+ه' 'ك+نبلوكي+و' 'ها' 'دخل+ي'
 'حتى' 'نتي' 'بلوك+ها' 'EOS']","['MENTION' 'NOUN+NSUFF' 'URL' 'FOREIGN' 'PART+PRON' 'PROG_PART+V+PRON'
 'PRON' 'V+PRON' 'PART' 'PRON' 'V+PRON' 'EOS']"
1,B,"['اكدولي' 'على' '👇' '🏻' 'تريكو' 'تاع' 'شبيبة' '👕' 'كوفيرتة' 'تاع' 'نمر'
 'مت' 'كثر' 'لغسيل' 'ولا' 'فهد' '🐅' '🐆' '#Souhilabenlachhab' '#IhabAmir'
 '#StaracArabia' 'https:' '…' 'EOS']","['اكد+و+ل+ي' 'على' '👇' '🏻' 'تريكو' 'تاع' 'شبيب+ة' '👕' 'كوفيرت+ة' 'تاع'
 'نمر' 'مت' 'كثر' 'ل+غسيل' 'ولا' 'فهد' '🐅' '🐆' '#Souhilabenlachhab'
 '#IhabAmir' '#StaracArabia' 'https:' '…' 'EOS']","['V+PRON+PREP+NSUFF' 'PREP' 'EMOT' 'EMOT' 'NOUN' 'PREP' 'NOUN+NSUFF'
 'EMOT' 'NOUN+NSUFF' 'PREP' 'NOUN' 'PREP' 'NOUN' 'DET+NOUN' 'V' 'NOUN'
 'EMOT' 'EMOT' 'HASH' 'HASH' 'HASH' 'URL' 'PUNC' 'EOS']"
3,A,"['@Fatimae06' 'اكيد' 'وليسا' 'لي' 'جاي' 'احلي' 'بلييز' 'فاتي' 'مالي'
 'تهضرو' 'معاها' 'غدا' 'عاودو' 'ليها' 'الهدرة' 'ديال' 'اليوم' 'EOS']","['@Fatimae06' 'اكيد' 'و+ليسا' 'لي' 'جاي' 'احلي' 'بلييز' 'فاتي' 'ما+ل+ي'
 'تهضر+و' 'معا+ها' 'غد+ا' 'عاود+و' 'لي+ها' 'ال+هدر+ة' 'ديال' 'ال+يوم'
 'EOS']","['MENTION' 'ADV' 'CONJ+V' 'PART' 'V' 'ADJ' 'NOUN' 'NOUN' 'PART+PREP+PRON'
 'V+PRON' 'NOUN+PRON' 'NOUN+CASE' 'V+PRON' 'PREP+PRON' 'DET+NOUN+NSUFF'
 'PREP' 'DET+NOUN' 'EOS']"
1,A,"['#كلاسيكيات_الابتدائي' 'الا' 'بغيتي' 'تلقا' 'الديجيمون' 'الغابر' 'شري'
 'بيمو' 'ديال' 'مرجان' 'EOS']","['#كلاسيكيات_الابتدائي' 'الا' 'بغيت+ي' 'تلقا' 'ال+ديجيمون' 'ال+غابر'
 'شر+ي' 'بيمو' 'ديال' 'مرجان' 'EOS']","['HASH' 'PART' 'V+PRON' 'V' 'DET+NOUN' 'DET+ADJ' 'V+PRON' 'NOUN' 'PREP'
 'NOUN' 'EOS']"
5,B,"['@imaneaymane5' '@lhobHanounaRafa' 'البنات' 'بليز' 'الله' 'يخلي' 'ليكم'
 'معز' 'عندكم' 'بلا' 'منفرقو' 'ولادنا' 'رَآه' 'من' 'قبيلة' 'و' 'انا'
 'كنبكي' 'بسباب' 'هادشي' 'ب' '…' 'EOS']","['@imaneaymane5' '@lhobHanounaRafa' 'ال+بن+ات' 'بليز' 'الله' 'يخل+ي'
 'لي+كم' 'معز' 'عند+كم' 'ب+لا' 'م+نفرق+و' 'ولاد+نا' 'رآ+ه' 'من' 'قبيل+ة'
 'و' 'انا' 'ك+نبكي' 'ب+سباب' 'هاد+شي' 'ب' '…' 'EOS']","['MENTION' 'MENTION' 'DET+NOUN+NSUFF' 'NOUN' 'NOUN' 'V+PRON' 'PREP+PRON'
 'ADJ' 'NOUN+PRON' 'PREP+PART' 'PART+V+PRON' 'NOUN+PRON' 'PART+PRON'
 'PREP' 'NOUN+NSUFF' 'CONJ' 'PRON' 'PROG_PART+V' 'PREP+NOUN' 'PRON+NOUN'
 'PREP' 'PUNC' 'EOS']"
5,A,"['البنت' 'صدقات' 'مراة' 'لاخر' 'گالت' 'لواكيل' 'المليك' 'كنت' 'ا' 'سيدي'
 'مع' 'راجلي' 'تا' 'جا' 'هجم' 'علينا' 'هاد' 'السيد' '😂' 'صاحبي' 'ما' 'فهم'
 'تا' 'حاجة' 'من' 'ديك' 'الساع' 'و' 'هو' 'حاقد' 'EOS']","['ال+بنت' 'صدق+ات' 'مرا+ة' 'ل+اخر' 'گال+ت' 'ل+واكيل' 'ال+مليك' 'كن+ت' 'ا'
 'سيد+ي' 'مع' 'راجل+ي' 'تا' 'جا' 'هجم' 'علي+نا' 'هاد' 'ال+سيد' '😂'
 'صاحب+ي' 'ما' 'فهم' 'تا' 'حاج+ة' 'من' 'ديك' 'ال+ساع' 'و' 'هو' 'حاقد'
 'EOS']","['DET+NOUN' 'V+PRON' 'NOUN+NSUFF' 'DET+NOUN' 'V+PRON' 'PREP+NOUN'
 'DET+NOUN' 'V+PRON' 'PART' 'NOUN+PRON' 'CONJ' 'NOUN+PRON' 'ADV' 'V' 'V'
 'PREP+PRON' 'PRON' 'DET+NOUN' 'EMOT' 'NOUN+PRON' 'PART' 'V' 'ADV'
 'NOUN+NSUFF' 'PREP' 'PRON' 'DET+NOUN' 'CONJ' 'PRON' 'ADJ' 'EOS']"
3,A,"['التخبية' 'ديال' 'لاتروس' 'على' 'مولاها' 'حتى' 'يقرب' 'يشكم' 'للمعلمة'
 '#كلاسيكيات_الابتدائي' 'EOS']","['ال+تخبي+ة' 'ديال' 'لاتروس' 'على' 'مولا+ها' 'حتى' 'يقرب' 'يشكم'
 'ل+ال+معلم+ة' '#كلاسيكيات_الابتدائي' 'EOS']","['DET+NOUN+NSUFF' 'PREP' 'NOUN' 'PREP' 'NOUN+NSUFF' 'ADV' 'V' 'V'
 'PREP+DET+NOUN+NSUFF' 'HASH' 'EOS']"
1,A,"['التمكريه' 'ديال' 'تحط' 'كلاسور' 'في' 'الطاولة' 'باش' 'ماينقلش' 'منك'
 'صاحبك' '#كلاسيكيات_الابتدائي' 'EOS']","['ال+تمكريه' 'ديال' 'تحط' 'كلاسور' 'في' 'ال+طاول+ة' 'باش' 'ما+ينقل+ش'
 'من+ك' 'صاحب+ك' '#كلاسيكيات_الابتدائي' 'EOS']","['DET+NOUN' 'PREP' 'V' 'NOUN' 'PREP' 'DET+NOUN+NSUFF' 'PART' 'PART+V+PART'
 'PREP+PRON' 'NOUN+PRON' 'HASH' 'EOS']"
3,A,"['الخلعة' 'لي' 'فيا' 'على' 'حنان' 'نضت' 'سرقت' 'تيليفونات' 'ديال' 'ما'
 'لين' 'دار' 'من' 'ماما' 'جدتي' 'خويا' 'اختي' 'او' 'صوت' 'ليها' 'خيت'
 'صوت' 'واحد' 'اقدر' 'ادير' 'الفرق' '…' 'EOS']","['ال+خلع+ة' 'لي' 'في+ا' 'على' 'حنان' 'نض+ت' 'سرق+ت' 'تيليفون+ات' 'ديال'
 'ما' 'لين' 'دار' 'من' 'ماما' 'جد+ت+ي' 'خو+يا' 'اخت+ي' 'او' 'صوت' 'لي+ها'
 'خيت' 'صوت' 'واحد' 'اقدر' 'ادير' 'ال+فرق' '…' 'EOS']","['DET+NOUN+NSUFF' 'PART' 'PREP+PRON' 'PREP' 'NOUN' 'V+PRON' 'V+PRON'
 'NOUN+NSUFF' 'PREP' 'NOUN' 'NOUN' 'NOUN' 'PREP' 'NOUN' 'NOUN+NSUFF+PRON'
 'NOUN+PRON' 'NOUN+PRON' 'CONJ' 'V' 'PREP+PRON' 'ADV' 'NOUN' 'ADJ' 'V' 'V'
 'DET+NOUN' 'PUNC' 'EOS']"
2,B,['الدار' 'البيضاء' 'هي' 'بوعو' 'ديال' 'المغرب' '.' 'D:' 'EOS'],['ال+دار' 'ال+بيضاء' 'هي' 'بوعو' 'ديال' 'ال+مغرب' '.' 'D:' 'EOS'],['DET+NOUN' 'DET+ADJ' 'PRON' 'NOUN' 'PREP' 'DET+NOUN' 'PUNC' 'EMOT' 'EOS']
5,B,"['#كلاسيكيات_الابتدائي' 'الدراري' 'لاعبين' 'طاقرباق' 'بالتصاور' 'تاع'
 'بانيني' 'فالاستراحة' '.' 'EOS']","['#كلاسيكيات_الابتدائي' 'ال+دراري' 'لاعب+ين' 'طاقرباق' 'ب+ال+تصاور' 'تاع'
 'بانيني' 'ف+ال+استراح+ة' '.' 'EOS']","['HASH' 'DET+NOUN' 'NOUN+NSUFF' 'NOUN' 'PREP+DET+NOUN' 'PREP' 'NOUN'
 'PREP+DET+NOUN+NSUFF' 'PUNC' 'EOS']"
3,B,"['الدفاتر' 'ديال' '24' 'رقة' 'ومصور' 'فيهم' 'نمر' 'وجدول' 'الضرب'
 '#كلاسيكيات_الابتدائي' 'EOS']","['ال+دفاتر' 'ديال' '24' 'رق+ة' 'و+مصور' 'في+هم' 'نمر' 'و+جدول' 'ال+ضرب'
 '#كلاسيكيات_الابتدائي' 'EOS']","['DET+NOUN' 'PREP' 'NUM' 'NOUN+NSUFF' 'CONJ+ADJ' 'PREP+PRON' 'NOUN'
 'CONJ+NOUN' 'DET+NOUN' 'HASH' 'EOS']"
5,A,"['#Souhilabenlachhab' '#IhabAmir' '#StaracArabia' 'السقاية' 'الجديدة'
 'ديال' 'الدرب' '.' '.' 'فيفتي' '/' 'فيفتي' '.' '.' 'ما' 'مفاكينش' '!!!!'
 'كونوا' 'شاهدين' 'htt' '…' 'EOS']","['#Souhilabenlachhab' '#IhabAmir' '#StaracArabia' 'ال+سقاي+ة' 'ال+جديد+ة'
 'ديال' 'ال+درب' '.' '.' 'فيفتي' '/' 'فيفتي' '.' '.' 'ما' 'م+فاك+ين+ش'
 '!!!!' 'كون+وا' 'شاهد+ين' 'htt' '…' 'EOS']","['HASH' 'HASH' 'HASH' 'DET+NOUN+NSUFF' 'DET+ADJ+NSUFF' 'PREP' 'DET+NOUN'
 'PUNC' 'PUNC' 'NOUN' 'PUNC' 'NOUN' 'PUNC' 'PUNC' 'PART'
 'PART+V+PRON+NEG_PART' 'PUNC' 'V+PRON' 'NOUN+NSUFF' 'URL' 'PUNC' 'EOS']"
1,B,"['@aissa_lakehal' 'السوهابين' 'واجدين' 'خويا' 'عيسى' 'من' 'درك' 'في'
 'خاطر' 'حبيبتنا' 'ساهو' 'وسكارة' 'في' 'الغيارين' 'EOS']","['@aissa_lakehal' 'ال+سوهاب+ين' 'واجد+ين' 'خو+يا' 'عيسى' 'من' 'درك' 'في'
 'خاطر' 'حبيب+ت+نا' 'ساهو' 'و+سكار+ة' 'في' 'ال+غيار+ين' 'EOS']","['MENTION' 'DET+NOUN+NSUFF' 'ADJ+NSUFF' 'NOUN+PRON' 'NOUN' 'PREP' 'ADV'
 'PREP' 'NOUN' 'NOUN+NSUFF+PRON' 'NOUN' 'CONJ+NOUN+NSUFF' 'PREP'
 'DET+ADJ+NSUFF' 'EOS']"
3,A,['السيد' 'سكران' 'و' 'تودر' 'ليه' 'السيدي' 'ديال' 'اعتابو' 'EOS'],['ال+سيد' 'سكران' 'و' 'تودر' 'لي+ه' 'ال+سيدي' 'ديال' 'اعتابو' 'EOS'],['DET+NOUN' 'ADJ' 'CONJ' 'V' 'PREP+PRON' 'DET+NOUN' 'PREP' 'NOUN' 'EOS']
2,B,"['العالم' 'عبارة' 'عن' '5' 'دراهم' 'ديال' 'اللوز' 'و' 'المغرب' 'هو' 'ديك'
 'اللوزة' 'الحارة' 'EOS']","['ال+عالم' 'عبار+ة' 'عن' '5' 'دراهم' 'ديال' 'ال+لوز' 'و' 'ال+مغرب' 'هو'
 'ديك' 'ال+لوز+ة' 'ال+حار+ة' 'EOS']","['DET+NOUN' 'NOUN+NSUFF' 'PREP' 'NUM' 'NOUN' 'PREP' 'DET+NOUN' 'CONJ'
 'DET+NOUN' 'PRON' 'PRON' 'DET+NOUN+NSUFF' 'DET+ADJ+NSUFF' 'EOS']"
3,B,"['الفانز' 'الي' 'خايفين' 'على' 'ولادهم' 'نحب' 'نقوليكم' 'راه' 'الشياطين'
 'باقين' 'الداخل' 'اما' 'الي' 'خايفين' 'منهم' 'غير' 'ملائكة' '#IhabAmir'
 '#SouhilaBenL' '…' 'EOS']","['ال+فانز' 'الي' 'خايف+ين' 'على' 'ولاد+هم' 'نحب' 'نقو+لي+كم' 'را+ه'
 'ال+شياطين' 'باق+ين' 'ال+داخل' 'اما' 'الي' 'خايف+ين' 'من+هم' 'غير'
 'ملائك+ة' '#IhabAmir' '#SouhilaBenL' '…' 'EOS']","['DET+NOUN' 'PART' 'ADJ+NSUFF' 'PREP' 'NOUN+PRON' 'V' 'V+PREP+PRON'
 'PART+PRON' 'DET+NOUN' 'V+PRON' 'DET+NOUN' 'PART' 'PART' 'ADJ+NSUFF'
 'PREP+PRON' 'NOUN' 'NOUN+NSUFF' 'HASH' 'HASH' 'PUNC' 'EOS']"
2,A,"['#كلاسيكيات_الابتدائي' 'القراية' 'فالقسم' 'كاتمشي' 'تجيب' 'العصا'
 'لالستاذ' 'EOS']","['#كلاسيكيات_الابتدائي' 'ال+قراي+ة' 'ف+ال+قسم' 'كا+تمشي' 'تجيب' 'ال+عصا'
 'ل+ال+ستاذ' 'EOS']","['HASH' 'DET+NOUN+NSUFF' 'PREP+DET+NOUN' 'PROG_PART+V' 'V' 'DET+NOUN'
 'PREP+DET+NOUN' 'EOS']"
5,A,"['الكسول' 'ديال' 'القسم' 'ديما' 'كيبلغ' 'هو' 'الاول'
 '#كلاسيكيات_الابتدائي' 'EOS']","['ال+كسول' 'ديال' 'ال+قسم' 'ديما' 'ك+يبلغ' 'هو' 'ال+اول'
 '#كلاسيكيات_الابتدائي' 'EOS']","['DET+ADJ' 'PREP' 'DET+NOUN' 'ADV' 'PROG_PART+V' 'PRON' 'DET+NOUN' 'HASH'
 'EOS']"
5,B,"['#كلاسيكيات_الابتدائي' 'الكوتسيزو' 'ديال' 'حجي' 'ضد' 'مصر' '#صافي_سدينا'
 'EOS']","['#كلاسيكيات_الابتدائي' 'ال+كوتسيزو' 'ديال' 'حجي' 'ضد' 'مصر' '#صافي_سدينا'
 'EOS']",['HASH' 'DET+NOUN' 'PREP' 'NOUN' 'NOUN' 'NOUN' 'HASH' 'EOS']
2,B,"['#كلاسيكيات_اﻻبتدائي' 'اللصاق' 'ديال' 'درهم' 'للي' 'فالقرعة' 'و' 'ما'
 'كايلصق' 'تا' 'وزة' 'EOS']","['#كلاسيكيات_اﻻبتدائي' 'ال+لصاق' 'ديال' 'درهم' 'ل+لي' 'ف+ال+قرع+ة' 'و'
 'ما' 'كا+يلصق' 'تا' 'وز+ة' 'EOS']","['HASH' 'DET+NOUN' 'PREP' 'NOUN' 'PREP+PART' 'PREP+DET+NOUN+NSUFF' 'CONJ'
 'PART' 'PROG_PART+V' 'ADV' 'NOUN+NSUFF' 'EOS']"
1,B,['الله' 'يخزيني' 'كيف' 'كاينة' 'اكتب' 'تويتات' ':/' 'EOS'],['الله' 'يخزي+ني' 'كيف' 'كاين+ة' 'اكتب' 'تويت+ات' ':/' 'EOS'],['NOUN' 'V+PRON' 'PART' 'ADJ+NSUFF' 'V' 'NOUN+NSUFF' 'EMOT' 'EOS']
2,B,"['#hananeelkhader' 'الله' 'ينعل' 'لي' 'مايحشم' 'بغاوها' 'تنزل' 'دموع'
 'غير' 'باش' 'تجي' 'على' 'خاطرهم' 'حنان' 'بلا' 'ما' 'تمتل' 'المنافقين'
 'باين' 'فيها' 'مصدومة' '…' 'EOS']","['#hananeelkhader' 'الله' 'ينعل' 'لي' 'ما+يحشم' 'بغاو+ها' 'تنزل' 'دموع'
 'غير' 'باش' 'تجي' 'على' 'خاطر+هم' 'حنان' 'بلا' 'ما' 'تمتل' 'ال+منافق+ين'
 'باين' 'في+ها' 'مصدوم+ة' '…' 'EOS']","['HASH' 'NOUN' 'V' 'PART' 'PART+V' 'V+PRON' 'V' 'NOUN' 'NOUN' 'PART' 'V'
 'PREP' 'NOUN+PRON' 'NOUN' 'PART' 'PART' 'V' 'DET+NOUN+NSUFF' 'ADJ'
 'PREP+PRON' 'NOUN+NSUFF' 'PUNC' 'EOS']"
4,B,"['اللي' 'الآن' 'مع' 'كنزة' 'هذا' 'هو' 'الجمهور' 'الحقيقي' 'الي' 'تمناتو'
 'لكن' 'باش' 'تبدأ' 'ستاراك' 'جديدة' 'و' 'ما' 'تنسوها' '😢' 'في' 'كل'
 'جروبات' 'اسم' 'كنزة' 'و' 'مينا' '…' 'EOS']","['اللي' 'ال+آن' 'مع' 'كنز+ة' 'هذا' 'هو' 'ال+جمهور' 'ال+حقيقي' 'الي'
 'تمنات+و' 'لكن' 'باش' 'تبدأ' 'ستاراك' 'جديد+ة' 'و' 'ما' 'تنس+و+ها' '😢'
 'في' 'كل' 'جروب+ات' 'اسم' 'كنز+ة' 'و' 'مينا' '…' 'EOS']","['PART' 'DET+NOUN' 'CONJ' 'NOUN+NSUFF' 'PRON' 'PRON' 'DET+NOUN' 'DET+ADJ'
 'PART' 'V+PRON' 'PART' 'PART' 'V' 'NOUN' 'ADJ+NSUFF' 'CONJ' 'PART'
 'V+PRON+PRON' 'EMOT' 'PREP' 'NOUN' 'NOUN+NSUFF' 'NOUN' 'NOUN+NSUFF'
 'CONJ' 'NOUN' 'PUNC' 'EOS']"
5,A,"['اللي' 'مضحكني' 'هاد' 'الموسم' '😂' 'الجزائريين' 'لن' 'تبسبس' '😂'
 'المغاربة' 'لن' 'نترفرف' '😂' 'الخليجيين' 'لن' 'نتجعجع' '😂' 'الي'
 'متهنيين' 'فانز' 'نسيم' 'وبس' '😂' '😂' '#StaracAr' '…' 'EOS']","['اللي' 'مضحك+ني' 'هاد' 'ال+موسم' '😂' 'ال+جزائري+ين' 'لن' 'تبسبس' '😂'
 'ال+مغارب+ة' 'لن' 'نترفرف' '😂' 'ال+خليجي+ين' 'لن' 'نتجعجع' '😂' 'الي'
 'متهني+ين' 'فانز' 'نسيم' 'و+بس' '😂' '😂' '#StaracAr' '…' 'EOS']","['PART' 'NOUN+PRON' 'PRON' 'DET+NOUN' 'EMOT' 'DET+NOUN+NSUFF' 'PART' 'V'
 'EMOT' 'DET+NOUN+NSUFF' 'PART' 'V' 'EMOT' 'DET+NOUN+NSUFF' 'PART' 'V'
 'EMOT' 'PART' 'NOUN+NSUFF' 'NOUN' 'NOUN' 'CONJ+ADV' 'EMOT' 'EMOT' 'HASH'
 'PUNC' 'EOS']"
5,B,"['اللي' 'يحبها' 'ما' 'يديرلهاش' 'المشاكل' 'لا' 'مع' 'طالب' 'لا' 'مع'
 'معجب' 'و' 'هي' 'كي' 'تروح' 'و' 'تشوف' 'كلش' 'تعرف' 'كيفاه' 'تتصرف'
 '#SuhailaGlobalStar' 'EOS']","['اللي' 'يحب+ها' 'ما' 'يدير+ل+ها+ش' 'ال+مشاكل' 'لا' 'مع' 'طالب' 'لا' 'مع'
 'معجب' 'و' 'هي' 'كي' 'تروح' 'و' 'تشوف' 'كلش' 'تعرف' 'كيفاه' 'تتصرف'
 '#SuhailaGlobalStar' 'EOS']","['PART' 'V+PRON' 'PART' 'V+PREP+PRON+NEG_PART' 'DET+NOUN' 'PART' 'CONJ'
 'NOUN' 'PART' 'CONJ' 'NOUN' 'CONJ' 'PRON' 'PART' 'V' 'CONJ' 'V' 'NOUN'
 'V' 'PART' 'V' 'HASH' 'EOS']"
