dialect,sentence_id,sentence,segmented,pos_sequence,token_count
Egyptian,3A,مش معنى ان حد بيضحك كتير يبقى سعيد يمكن بيضحك كتير من همه الكبير بيضحك عشان يبعد عن حزنه ويعمل نفسه ناسيه,مش معنى ان حد ب+يضحك كتير يبقى سعيد يمكن ب+يضحك كتير من هم+ه ال+كبير ب+يضحك عشان يبعد عن حزن+ه و+يعمل نفس+ه ناسي+ه,PART NOUN PART NOUN PROG_PART+V ADJ V ADJ V PROG_PART+V ADJ PREP NOUN+PRON DET+ADJ PROG_PART+V PART V PREP NOUN+PRON CONJ+V NOUN+PRON ADJ+PRON,22
Egyptian,5A,الاول كنا بعد ماحد ياخد اخلاء سبيل او براءة ندعي ان النيابة ماتستأنفش دلوقتي بندعي كمان ان امن الدولة ما ياخدوهوش #سيسي_لاند #بلالا,ال+اول كن+ا بعد ما+حد ياخد اخلاء سبيل او براء+ة ندعي ان ال+نياب+ة ما+تستأنف+ش دلوقتي ب+ندعي كمان ان امن ال+دول+ة ما ياخد+و+هو+ش #سيسي_لاند #بلالا,DET+NUM V+PRON NOUN PART+NOUN V NOUN NOUN CONJ NOUN+NSUFF V PART DET+NOUN+NSUFF PART+V+NEG_PART NOUN PROG_PART+V ADV PART NOUN DET+NOUN+NSUFF PART V+PRON+PRON+NEG_PART HASH HASH,23
Egyptian,5A,مفيش اوحش من انك تكون شخص مزاجي تفاصيل صغيرة ممكن تخليك طاير من الفرحة . . . وكلمة صغيرة بردو تنزلك لسابع ارض وتكئبك . . !,م+في+ش اوحش من ان+ك تكون شخص مزاجي تفاصيل صغير+ة ممكن تخل+ي+ك طاير من ال+فرح+ة . . . و+كلم+ة صغير+ة بردو تنزل+ك ل+سابع ارض و+تكئب+ك . . !,PART+PREP+NEG_PART ADJ PREP PART+PRON V NOUN ADJ NOUN ADJ+NSUFF ADJ V+PRON+PRON ADJ PREP DET+NOUN+NSUFF PUNC PUNC PUNC CONJ+NOUN+NSUFF ADJ+NSUFF ADV V+PRON PREP+NUM NOUN CONJ+V+PRON PUNC PUNC PUNC,27
Egyptian,4A,عارف انت الصحاب الجدعة دى اللى بتحبلك الخير و دايسة معاك ف كل حاجة ! ! ؟ عارفهم ؟ طب و النبى معندكش اتنيين سلف أكمل معاهم بقية عمرى =),عارف انت ال+صحاب ال+جدع+ة دى اللى ب+تحب+ل+ك ال+خير و دايس+ة معا+ك ف كل حاج+ة ! ! ؟ عارف+هم ؟ طب و ال+نبى م+عند+ك+ش اتن+يين سلف أكمل معا+هم بقي+ة عمر+ى =),ADJ PRON DET+NOUN DET+ADJ+NSUFF PRON PART PROG_PART+V+PREP+PRON DET+NOUN CONJ ADJ+NSUFF NOUN+PRON PREP NOUN NOUN+NSUFF PUNC PUNC PUNC ADJ+PRON PUNC ADJ CONJ DET+NOUN PART+NOUN+PRON+NEG_PART NUM+NSUFF NOUN V NOUN+PRON NOUN+NSUFF NOUN+PRON EMOT,30
Egyptian,3A,@MahaMaamoun فى ناس بسيطة كانوا بيستلفوا علشان يجيبوا اكل لعيالهم والى محبوسين معاهم من الشباب علشان فى ناس مبيجلهاش حد حاجة مؤلمة,@MahaMaamoun فى ناس بسيط+ة كان+وا ب+يستلف+وا علشان يجيب+وا اكل ل+عيال+هم و+الى محبوس+ين معا+هم من ال+شباب علشان فى ناس م+ب+يج+ل+ها+ش حد حاج+ة مؤلم+ة,MENTION PREP NOUN ADJ+NSUFF V+PRON PROG_PART+V+PRON PART V+PRON NOUN PREP+NOUN+PRON CONJ+PART ADJ+NSUFF NOUN+PRON PREP DET+NOUN PART PREP NOUN PART+PROG_PART+V+PREP+PRON+NEG_PART NOUN NOUN+NSUFF ADJ+NSUFF,22
Egyptian,4A,بيقولوا اللي بيحبك هيبقى على طبيعته معاك ! بس اللي بيعشقك بقا هيعمل حاجات مش من طبيعته انه يعملها عشان بس يرضيك و يعجبك !,ب+يقول+وا اللي ب+يحب+ك ه+يبقى على طبيع+ت+ه معا+ك ! بس اللي ب+يعشق+ك بقا ه+يعمل حاج+ات مش من طبيع+ت+ه ان+ه يعمل+ها عشان بس يرضي+ك و يعجب+ك !,PROG_PART+V+PRON PART PROG_PART+V+PRON FUT_PART+V PREP NOUN+PRON+PRON NOUN+PRON PUNC PART PART PROG_PART+V+PRON ADV FUT_PART+V NOUN+NSUFF PART PREP NOUN+NSUFF+PRON PART+PRON V+PRON PART ADV V+PRON CONJ V+PRON PUNC,25
Egyptian,5A,بتحب حد روح قوله ، مش تقول لأمه لا إله إلا الله وهو لأ . . . ولو بتكره حد ابعد عنه وكش مضطر تعيش حياتك في تمثيل . . . زعلان من حد روح صفي أمورك معاه,ب+تحب حد روح قو+ل+ه ، مش تقول ل+أم+ه لا إله إلا الله و+هو لأ . . . و+لو ب+تكره حد ابعد عن+ه و+كش مضطر تعيش حيا+ت+ك في تمثيل . . . زعلان من حد روح صف+ي أمور+ك معا+ه,PROG_PART+V NOUN V V+PREP+PRON PUNC PART V PREP+NOUN+NSUFF PART NOUN PART NOUN CONJ+PRON PART PUNC PUNC PUNC CONJ+PART PROG_PART+V NOUN V PREP+PRON CONJ+PART ADJ V NOUN+NSUFF+PRON PREP NOUN PUNC PUNC PUNC ADJ PREP NOUN V V+PRON NOUN+PRON NOUN+PRON,38
Egyptian,5A,عايزة أفضفض من غير ماحد يقول لي معلش أو فُكك أو نفضي . . وده مُستحيل . . فبما إنك سبب قرفي فتعالى أفضفضلك إنتَ وحللي مشاكلنا !,عايز+ة أفضفض من غير ما+حد يقول ل+ي معلش أو فك+ك أو نفض+ي . . و+ده مستحيل . . ف+ب+ما إن+ك سبب قرف+ي ف+تعال+ى أفضفض+ل+ك إنت و+حل+ل+ي مشاكل+نا !,ADJ+NSUFF V PREP NOUN PART+NOUN V PREP+PRON NOUN CONJ V+PRON CONJ V+PRON PUNC PUNC CONJ+PRON ADJ PUNC PUNC CONJ+PREP+PART PART+PRON NOUN NOUN+PRON CONJ+V+PRON V+PREP+PRON PRON CONJ+V+PREP+PRON NOUN+PRON PUNC,28
Egyptian,1A,الواحد لما بينام كتير ، بيحلم بأحلام - هيا في الأغلب هلاوس او حاجات تانية ، بس المهم مش أحلام يعني - مالهمش اي علاقة ببعض ، متتالية ، وغير منطقية .,ال+واحد لما ب+ينام كتير ، ب+يحلم ب+أحلام - هيا في ال+أغلب هلاوس او حاج+ات تاني+ة ، بس ال+مهم مش أحلام يعني - ما+ل+هم+ش اي علاق+ة ب+بعض ، متتالي+ة ، و+غير منطقي+ة .,DET+NOUN PART PROG_PART+V ADJ PUNC PROG_PART+V PREP+NOUN PUNC PRON PREP DET+ADJ NOUN CONJ NOUN+NSUFF ADJ+NSUFF PUNC PART DET+ADJ PART NOUN ADV PUNC PART+PREP+PRON+NEG_PART NOUN NOUN+NSUFF PREP+NOUN PUNC NOUN+NSUFF PUNC CONJ+PART ADJ+NSUFF PUNC,32
Egyptian,3A,ف حاجه ظريفه انا شيرت اغنيه رنوش ع صفحات الموضه والاكل وجابت رودو فعل حلوة خصوصا بتاعت الاكل اللى عنده بقى بيج تانى يقولى #RanaSamahaTeam,ف حاج+ه ظريف+ه انا شير+ت اغني+ه رنوش ع صفح+ات ال+موض+ه و+ال+اكل و+جاب+ت رودو فعل حلو+ة خصوص+ا بتاع+ت ال+اكل اللى عند+ه بقى بيج تانى يقو+ل+ى #RanaSamahaTeam,PREP NOUN+NSUFF ADJ+NSUFF PRON V+PRON NOUN+NSUFF NOUN PREP NOUN+NSUFF DET+NOUN+NSUFF CONJ+DET+NOUN CONJ+V+PRON NOUN NOUN ADJ+NSUFF NOUN+CASE NOUN+NSUFF DET+NOUN PART NOUN+PRON ADV NOUN ADJ V+PREP+PRON HASH,25
Egyptian,2A,الدنيـــا دى عبارة عن امتحان و احنا فيه يوم ما الامتحان دة بيخلص حياه الانسان كمان بتخلص ساعتها بقى بيروح يجيب نتيجتة . .,ال+دنيا دى عبار+ة عن امتحان و احنا في+ه يوم ما ال+امتحان دة ب+يخلص حيا+ه ال+انسان كمان ب+تخلص ساع+ت+ها بقى ب+يروح يجيب نتيج+ت+ة . .,DET+NOUN PRON NOUN+NSUFF PREP NOUN CONJ PRON PREP+PRON NOUN PART DET+NOUN PRON PROG_PART+V NOUN+NSUFF DET+NOUN ADV PROG_PART+V NOUN+NSUFF+PRON ADV PROG_PART+V V NOUN+NSUFF+PRON PUNC PUNC,24
Egyptian,4A,لمـآ تيجي علي نفسك كتير آعرف أنك مـآشي غلط :),لمآ تيج+ي علي نفس+ك كتير آعرف أن+ك مآشي غلط :),PART V+PRON PREP NOUN+PRON ADJ V PART+PRON ADJ NOUN EMOT,10
Egyptian,4A,@HanyAEllatif لو ما فيش اڤورة ما فيش مصريين . . ربنا يخلينا ونأڤور كمان وكمان . . p:,@HanyAEllatif لو ما في+ش افور+ة ما في+ش مصري+ين . . رب+نا يخل+ي+نا و+نأفور كمان و+كمان . . p:,MENTION PART PART PREP+NEG_PART NOUN+NSUFF PART PREP+NEG_PART NOUN+NSUFF PUNC PUNC NOUN+PRON V+PRON+PRON CONJ+V ADV CONJ+ADV PUNC PUNC EMOT,18
Egyptian,4A,وبعدين انتوا ازاي تبدأوا دروس من قبل الدراسة ؟ ها ؟ يعني ازاي يكون عندي درس النهاردة ._.,و+بعدين انتوا ازاي تبدأ+وا دروس من قبل ال+دراس+ة ؟ ها ؟ يعني ازاي يكون عند+ي درس ال+نهارد+ة ._.,CONJ+NOUN PRON PART V+PRON NOUN PREP NOUN DET+NOUN+NSUFF PUNC PART PUNC ADV PART V NOUN+PRON NOUN DET+NOUN+NSUFF EMOT,18
Egyptian,1A,"كنت خايف السيسي يطلع ذكي وميترشحش , , الحمد لله الحمار هيلبس :D","كن+ت خايف ال+سيسي يطلع ذكي و+م+يترشح+ش , , ال+حمد ل+الله ال+حمار ه+يلبس :D",V+PRON ADJ DET+NOUN V ADJ CONJ+PART+V+NEG_PART PUNC PUNC DET+NOUN PREP+NOUN DET+NOUN FUT_PART+V EMOT,13
Egyptian,3A,@hananalyaly@ahmedadel755 هو وزير دفاع فاهم كويس حدود منصبه واحترامه ميصحش يتكلم في حاجة لسة مش موجودة,@hananalyaly@ahmedadel755 هو وزير دفاع فاهم كويس حدود منصب+ه و+احترام+ه م+يصح+ش يتكلم في حاج+ة لس+ة مش موجود+ة,MENTION PRON NOUN NOUN ADJ ADJ NOUN NOUN+PRON CONJ+NOUN+PRON PART+V+NEG_PART V PREP NOUN+NSUFF ADV+NSUFF PART ADJ+NSUFF,16
Egyptian,3A,شكلنا بلبس المدرسة ده هيفضل نقطة سودة في حياتنا طول ماحنا عايشين ، مأساه .,شكل+نا ب+لبس ال+مدرس+ة ده ه+يفضل نقط+ة سود+ة في حيا+ت+نا طول ما+حنا عايش+ين ، مأسا+ه .,NOUN+PRON PREP+NOUN DET+NOUN+NSUFF PRON FUT_PART+V NOUN+NSUFF ADJ+NSUFF PREP NOUN+NSUFF+PRON NOUN PART+PRON ADJ+NSUFF PUNC NOUN+NSUFF PUNC,15
Egyptian,5A,"من النهارده هيبدأ الإعلام يتكلم على ان اد ايه مشاكل مصر كتيره وتحقيقها صعب فى سنه او اتنين , ومحتاجه سنين طويله علشان مصر تتقدم , ومحدش يستعجل","من ال+نهارد+ه ه+يبدأ ال+إعلام يتكلم على ان اد ايه مشاكل مصر كتير+ه و+تحقيق+ها صعب فى سن+ه او اتن+ين , و+محتاج+ه سن+ين طويل+ه علشان مصر تتقدم , و+م+حد+ش يستعجل",PREP DET+NOUN+NSUFF FUT_PART+V DET+NOUN V PREP PART NOUN PART NOUN NOUN ADJ+NSUFF CONJ+NOUN+PRON ADJ PREP NOUN+NSUFF CONJ NUM+NSUFF PUNC CONJ+ADJ+NSUFF NOUN+NSUFF ADJ+NSUFF PART NOUN V PUNC CONJ+PART+NOUN+NEG_PART V,28
Egyptian,2A,وعمالين نقول فى نصايح واحنا عاوزين اللى ينصحنا .,و+عمال+ين نقول فى نصايح و+احنا عاوز+ين اللى ينصح+نا .,CONJ+ADJ+PRON V PREP NOUN CONJ+PRON ADJ+NSUFF PART V+PRON PUNC,9
Egyptian,3A,ياعم اضحك ونبي قولي أخدت إيه من الزعل ؟ ضحكه بسيطه في أي وقت ممكن تديك أمل :),يا+عم اضحك و+نبي قو+ل+ي أخد+ت إيه من ال+زعل ؟ ضحك+ه بسيط+ه في أي وقت ممكن تد+ي+ك أمل :),PART+NOUN V CONJ+NOUN V+PREP+PRON V+PRON PART PREP DET+NOUN PUNC NOUN+NSUFF ADJ+NSUFF PREP NOUN NOUN ADJ V+PRON+PRON NOUN EMOT,18
Egyptian,1A,مبقتش مشكله انهم يدايقوك ولا حتى يزعلوك عادى اصلا ، المشكله انك كنت فاكرهم حاجه تانيه غير كده #دنيا #اه_والله,م+بق+ت+ش مشكل+ه ان+هم يدايق+و+ك و+لا حتى يزعل+و+ك عادى اصل+ا ، ال+مشكل+ه ان+ك كن+ت فاكر+هم حاج+ه تاني+ه غير كده #دنيا #اه_والله,PART+V+PRON+NEG_PART NOUN+NSUFF PART+PRON V+PRON+PRON CONJ+PART PART V+PRON+PRON ADJ NOUN+CASE PUNC DET+NOUN+NSUFF PART+PRON V+PRON ADJ+PRON NOUN+NSUFF ADJ+NSUFF NOUN ADV HASH HASH,20
Egyptian,2A,عارف اللي بتصحى تكلمه اول واحد و قبل ما تنام يكون هو اخر واحد مكلمه ؟ مفيش اهم منه في حياتك,عارف اللي ب+تصحى تكلم+ه اول واحد و قبل ما تنام يكون هو اخر واحد مكلم+ه ؟ م+في+ش اهم من+ه في حيا+ت+ك,ADJ PART PROG_PART+V V+PRON NUM NOUN CONJ NOUN PART V V PRON ADJ NOUN ADJ+PRON PUNC PART+PREP+NEG_PART ADJ PREP+PRON PREP NOUN+NSUFF+PRON,21
Egyptian,1A,وبما ان سواق الميكروباص فى البلد دى بيتقاله يا يامشمهندس فــ طبيعى جدا ان المهندس يتقاله يا اسطى #مصر,و+ب+ما ان سواق ال+ميكروباص فى ال+بلد دى ب+يتقا+ل+ه يا يا+مشمهندس ف طبيعى جد+ا ان ال+مهندس يتقا+ل+ه يا اسطى #مصر,CONJ+PREP+PART PART NOUN DET+NOUN PREP DET+NOUN PRON PROG_PART+V+PREP+PRON PART PART+NOUN CONJ ADJ NOUN+CASE PART DET+NOUN V+PREP+PRON PART NOUN HASH,19
Egyptian,4A,مش هعرف اوصل للالف ولا اية . كل ما اقول هانت . الاقي كم حد عملي انفولو . حرام عليكم مش كدة . هتعقدونا في نفسنا يا جدعان .,مش ه+عرف اوصل ل+ال+الف و+لا اية . كل ما اقول هان+ت . الاقي كم حد عم+ل+ي انفولو . حرام علي+كم مش كدة . ه+تعقد+و+نا في نفس+نا يا جدعان .,PART FUT_PART+V V PREP+DET+NUM CONJ+PART PART PUNC NOUN PART V V+PRON PUNC V NOUN NOUN V+PREP+PRON NOUN PUNC NOUN PREP+PRON PART ADV PUNC FUT_PART+V+PRON+PRON PREP NOUN+PRON PART NOUN PUNC,29
Egyptian,4A,إحساس لا يوصف إنك تنزل تعمل شوبينج و تشتري كل إللي عايزه من غير ما تدقق ده بكام و دي بكام . .,إحساس لا يوصف إن+ك تنزل تعمل شوبينج و تشتري كل إللي عايز+ه من غير ما تدقق ده ب+كام و دي ب+كام . .,NOUN PART V PART+PRON V V NOUN CONJ V NOUN PART ADJ+PRON PREP NOUN PART V PRON PREP+PART CONJ PRON PREP+PART PUNC PUNC,23
Egyptian,3A,"@Nodygamal93 احساس حلو لما تلاقي حد شبهك في حاجات كتيرة , ويهتم بنفس الحاجات اللي بتحبها . فاكره تؤام تؤام :-D","@Nodygamal93 احساس حلو لما تلاقي حد شبه+ك في حاج+ات كتير+ة , و+يهتم ب+نفس ال+حاج+ات اللي ب+تحب+ها . فاكر+ه تؤام تؤام :-D",MENTION NOUN ADJ PART V NOUN NOUN+PRON PREP NOUN+NSUFF ADJ+NSUFF PUNC CONJ+V PREP+NOUN DET+NOUN+NSUFF PART PROG_PART+V+PRON PUNC ADJ+PRON NOUN NOUN EMOT,21
Egyptian,2A,"انا عايز يبقى عندى ابن عشان اعلمه السباحة بس , , , دى أمتع حاجة ممكن الأب يعملها الحقيقة , , , غير كده الموضوع مش جايب همه","انا عايز يبقى عند+ى ابن عشان اعلم+ه ال+سباح+ة بس , , , دى أمتع حاج+ة ممكن ال+أب يعمل+ها ال+حقيق+ة , , , غير كده ال+موضوع مش جايب هم+ه",PRON ADJ V NOUN+PRON NOUN PART V+PRON DET+NOUN+NSUFF ADV PUNC PUNC PUNC PRON ADJ NOUN+NSUFF ADJ DET+NOUN V+PRON DET+NOUN+NSUFF PUNC PUNC PUNC NOUN ADV DET+NOUN PART ADJ NOUN+PRON,28
Egyptian,4A,خسارة فيك كلمة راجل لو بتسيب صحابك يتكلموا على بنت أنت تعرفها من غير ماترد عليهم .,خسار+ة في+ك كلم+ة راجل لو ب+تسيب صحاب+ك يتكلم+وا على بنت أنت تعرف+ها من غير ما+ترد علي+هم .,NOUN+NSUFF PREP+PRON NOUN+NSUFF NOUN PART PROG_PART+V NOUN+PRON V+PRON PREP NOUN PRON V+PRON PREP NOUN PART+V PREP+PRON PUNC,17
Egyptian,4A,Serious Question : ليه الواحد لما يبقي مبسوط طول النهار لازم تحصل في الأخر حاجة تنكد عليه ؟ !,Serious Question : ليه ال+واحد لما يبقي مبسوط طول ال+نهار لازم تحصل في ال+أخر حاج+ة تنكد علي+ه ؟ !,FOREIGN FOREIGN PUNC PART DET+NOUN PART V ADJ NOUN DET+NOUN ADJ V PREP DET+ADJ NOUN+NSUFF V PREP+PRON PUNC PUNC,19
Egyptian,5A,كل واحد ييجي يقولك مش هقدر أغير إرث سنين من الفساد . طيب حضرتك بتتعب نفسك وجاي تحكم ليه ؟,كل واحد ييجي يقو+ل+ك مش ه+قدر أغير إرث سن+ين من ال+فساد . طيب حضر+ت+ك ب+تتعب نفس+ك و+جاي تحكم ليه ؟,NOUN NOUN V V+PREP+PRON PART FUT_PART+V V NOUN NOUN+NSUFF PREP DET+NOUN PUNC ADJ NOUN+NSUFF+PRON PROG_PART+V NOUN+PRON CONJ+ADJ V PART PUNC,20
Egyptian,3A,قبل ما تنام اظبت منبه الموبايل على ميعاد صلاة الفجر عشان لو مصحتش تانى النية تشفعلك,قبل ما تنام اظبت منبه ال+موبايل على ميعاد صلا+ة ال+فجر عشان لو م+صح+ت+ش تانى ال+ني+ة تشفع+ل+ك,NOUN PART V V NOUN DET+NOUN PREP NOUN NOUN+NSUFF DET+NOUN PART PART PART+V+PRON+NEG_PART ADJ DET+NOUN+NSUFF V+PREP+PRON,16
Egyptian,4A,حتي لو فشلت ف حاجة هتتعلم منها برضه . الا لو انت غبي,حتي لو فشل+ت ف حاج+ة ه+تتعلم من+ها برضه . الا لو انت غبي,PART PART V+PRON PREP NOUN+NSUFF FUT_PART+V PREP+PRON ADV PUNC PART PART PRON ADJ,13
Egyptian,2A,هو لازم الواحد لما يجى يواظب على الرياضه يدمنها ولا انتوا واخدنها موضه ولا ايه ؟ #bassem #hit,هو لازم ال+واحد لما يجى يواظب على ال+رياض+ه يدمن+ها و+لا انتوا واخد+ن+ها موض+ه و+لا ايه ؟ #bassem #hit,PRON ADJ DET+NOUN PART V V PREP DET+NOUN+NSUFF V+PRON CONJ+PART PRON ADJ+NSUFF+PRON NOUN+NSUFF CONJ+PART PART PUNC HASH HASH,18
Egyptian,2A,اللي يشوفني في عز فرحي ميعرفنيش وقت زعلي .,اللي يشوف+ني في عز فرح+ي م+يعرف+ني+ش وقت زعل+ي .,PART V+PRON PREP NOUN NOUN+PRON PART+V+PRON+NEG_PART NOUN NOUN+PRON PUNC,9
Egyptian,3A,دآيمآ #آلشخص إللي بيآخد بآله من آلتفآصيل آلصغيره بيبقي أكتر شخص منكد دآيمآ علي نفسه ! #حقيقه,دآيم+آ #آلشخص إللي ب+يآخد بآل+ه من آل+تفآصيل آل+صغير+ه ب+يبقي أكتر شخص منكد دآيم+آ علي نفس+ه ! #حقيقه,ADJ+CASE HASH PART PROG_PART+V NOUN+PRON PREP DET+NOUN DET+ADJ+NSUFF PROG_PART+V ADJ NOUN ADJ ADJ+CASE PREP NOUN+PRON PUNC HASH,17
